implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
bytes 1728 
words 1152 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
official_forward_native_inplace_cycles - 1398 +99+34+50+3+6-1+9-10+16-13-41-13-9+3+3-10-18-10-4+0-13-5+15-4-2+29+4+5+36-27+9-28
official_forward_preserve_input_cycles - 1544 +137+164+7-11-48+12-7-29-1-90+178+198-64-81-12+1-33-63+125+162-79+155+10-21+70-87+1358+1295-89+1260-87+204
top_split_cycles - 311 +89+51+21+32+13+16+43+318+1+4-12-6-2+2-7-1-10+4-1-11+5-4+1-10-11-3-7+2-8+7-19-11
gt_forward_full_cycles - 1494 +254+12-1+8-25-3+15+3+9-24+6-3+1+14+12-18-23-13-15-3-19-8-19-4+0+10-28+5-7+7+11+30
serializer_v2_cycles - 695 +73+38+40+27+11-4+10+5+4-6+3+4-19-10-12-4-6-3-9+7+2-15-5-2-6-3-26+3+16+4-1+12
serializer_v2_hash_g_cycles - 18331 +742+57+381+284+182+238-32+186+231+195+155+221+280+219+209-61-129-89-237-87-104-100-12-200-29-119-37-71-55-134-45-99
gt_tail_decode_ma2_egress_cycles - 1993 +71+10+3-18-6+14+82-17-9-5-38-18+5-15-15-31-33+82+11+6+2+6+2+12-14+3-3+658+602-23+623-52
official_tail_cycles - 1632 +376+47+4-4-3+5-15+2-2-3-1-7+3-2+4+8-5-5+4-8-13-4+11+17-3+9-2+4-6-23+6+8
official_forward_native_inplace_cycles - 1395 +36-18+19-4+1-14+5+5+22-1+41-8-8-2-14-15-5+5+13-23+21-5+11+1-2+34+0+41+16-20-11-21
official_forward_preserve_input_cycles - 1485 +135+60+61+65+38+60+33+53-16-21+14-2-11+1+1-15+1-14-14+2-7-4-36+13+7-15+12-2+28-36-42-30
top_split_cycles - 311 +48+62+43+50+18+20+4+193-2-4+0+9-7-8-3+0-12-1-1+1+2+0-1+4-3+1+0+8-1-3-6+0
gt_forward_full_cycles - 1495 +168+12+3+8+8-46+7-3-19-22-19+5+14+37+16+0-7+21-7+2+13+6-28-11+31-8-2-18-8+6-13-14
serializer_v2_cycles - 692 +57+44+41+28+14+22-5-7+11+11+6-8+26-8-22+2-11-1-14-2+8+1+4-31-7-15+1-3-4-18+0+17
serializer_v2_hash_g_cycles - 18427 +412-137+69+10884+135+126+117-12+64+18+143+240+144+97+114+214+75+48+163-168-263-173-252-276-127-232-202-241-314-285-284-153
gt_tail_decode_ma2_egress_cycles - 1991 +59+20+26-23-16-10+92+5-25-4-15-21-8+15-25+22-2+20+21+18-4+13-15+16-2-2+24-13+9-14-1-11
official_tail_cycles - 1632 +62+44+12+5-2+2-6+1+18+6-8-1-15-12-15-2+3-9-1-5-2+4+7-3-9+14+6+25+24-6+13-2
official_forward_native_inplace_cycles - 1394 +58-14-5-14+30+18+11+3+17+37-20+1-1-7+25+12+19-5-15+18-37-19+0-22+4-41+5+41+1-27-20-9
official_forward_preserve_input_cycles - 1488 +130+67+28+32+7+49+44-3+21-8+4+5+0+1-7-15-9-41-27+16-26-2-27+10-17-30+12-20+4+12-8-33
top_split_cycles - 315 +56+46+29+19+14+44+13+230-10+4-9+10-5-7-4+0+6-12-5-8+7-8+4+3+10-9-11+13-5-4-21-17
gt_forward_full_cycles - 1498 +154+14+13+3+7-5+0+27-30-4-12-23+2-12+17+4-9-12-11+2+9+7+8-19-8+17+4-2+3-10-12-22
serializer_v2_cycles - 691 +41+41+46+29-3-14+10-1-15-4+3+4-11-10+11-1+3+12+6+24-1-8-21+15-6-12-9-12-11+12+14+0
serializer_v2_hash_g_cycles - 18498 +235+96-233+55-30-326-171-267-305-356+31-10+79-313-334-12+0-87+82+12+20+168+131+63-39-5+89-2-12-2+63+20
gt_tail_decode_ma2_egress_cycles - 1981 +38+27+16-3-4+11+101+2-6+8-7+3-12+1+0-1-3-11-7+11+0-15-28+15-11+13-3+19-2+12-7+17
official_tail_cycles - 1638 +68+40+8+1+8-1-13-10-30-14-6+3-3-22-8+13+16+16+21+2-2+9-4+21+0-10-2+7-17-5+11-6
