main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.875,4093.797,18.156
main_i16_x6,candidate,2092.344,3901.797,18.156
main_i16_x6,baseline,2129.547,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2131.453,4093.797,18.156
main_i16_x6,candidate,2092.469,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2132.438,4093.797,18.156
main_i16_x6,candidate,2092.344,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
main_i16_x6,candidate,2092.281,3901.797,18.156
main_i16_x6,baseline,2129.484,4093.797,18.156
