parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
864,normal-aslr-on,keypair_cycles,-376.49565972222234,-379.68750000000364,-387.74392361111154,-364.679253472222,48,48,candidate-faster
864,normal-aslr-on,enc_cycles,-133.8133680555558,-130.27083333333394,-151.17621527777843,-115.24782986111086,46,48,candidate-faster
864,normal-aslr-on,dec_cycles,-161.2374131944438,-154.98958333333576,-173.93576388888792,-148.84722222222186,48,48,candidate-faster
