cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1016 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1026 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 204 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1076 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
region,block,observation,cycles
0,0,0,796
0,0,1,712
0,0,2,724
0,0,3,715
0,0,4,718
0,0,5,735
0,0,6,721
0,0,7,710
0,0,8,729
0,0,9,710
0,0,10,711
0,0,11,721
0,0,12,731
0,0,13,730
0,0,14,731
0,0,15,725
0,0,16,739
0,0,17,727
0,0,18,714
0,0,19,725
0,0,20,715
0,0,21,721
0,0,22,712
0,0,23,715
0,0,24,724
0,0,25,715
0,0,26,719
0,0,27,715
0,0,28,718
0,0,29,714
0,0,30,704
0,0,31,713
1,0,0,665
1,0,1,666
1,0,2,639
1,0,3,635
1,0,4,640
1,0,5,636
1,0,6,639
1,0,7,638
1,0,8,634
1,0,9,639
1,0,10,627
1,0,11,630
1,0,12,639
1,0,13,632
1,0,14,629
1,0,15,636
1,0,16,631
1,0,17,634
1,0,18,634
1,0,19,631
1,0,20,637
1,0,21,626
1,0,22,638
1,0,23,626
1,0,24,628
1,0,25,627
1,0,26,638
1,0,27,643
1,0,28,633
1,0,29,637
1,0,30,635
1,0,31,628
2,0,0,342
2,0,1,331
2,0,2,303
2,0,3,299
2,0,4,306
2,0,5,303
2,0,6,302
2,0,7,308
2,0,8,305
2,0,9,304
2,0,10,299
2,0,11,304
2,0,12,307
2,0,13,307
2,0,14,307
2,0,15,305
2,0,16,309
2,0,17,304
2,0,18,302
2,0,19,301
2,0,20,309
2,0,21,302
2,0,22,304
2,0,23,304
2,0,24,293
2,0,25,308
2,0,26,292
2,0,27,298
2,0,28,314
2,0,29,313
2,0,30,302
2,0,31,314
3,0,0,1278
3,0,1,1266
3,0,2,1265
3,0,3,1230
3,0,4,1248
3,0,5,1249
3,0,6,1237
3,0,7,1351
3,0,8,1240
3,0,9,1247
3,0,10,1216
3,0,11,1228
3,0,12,1253
3,0,13,1249
3,0,14,1245
3,0,15,1234
3,0,16,1266
3,0,17,1261
3,0,18,1363
3,0,19,1242
3,0,20,1243
3,0,21,1249
3,0,22,1237
3,0,23,1248
3,0,24,1246
3,0,25,1247
3,0,26,1235
3,0,27,1349
3,0,28,1217
3,0,29,1238
3,0,30,1233
3,0,31,1237
4,0,0,687
4,0,1,688
4,0,2,673
4,0,3,663
4,0,4,716
4,0,5,698
4,0,6,690
4,0,7,669
4,0,8,683
4,0,9,701
4,0,10,670
4,0,11,664
4,0,12,664
4,0,13,657
4,0,14,655
4,0,15,696
4,0,16,680
4,0,17,659
4,0,18,655
4,0,19,660
4,0,20,670
4,0,21,657
4,0,22,673
4,0,23,658
4,0,24,653
4,0,25,642
4,0,26,667
4,0,27,660
4,0,28,670
4,0,29,651
4,0,30,668
4,0,31,667
5,0,0,668
5,0,1,663
5,0,2,661
5,0,3,663
5,0,4,684
5,0,5,739
5,0,6,657
5,0,7,651
5,0,8,644
5,0,9,651
5,0,10,643
5,0,11,646
5,0,12,665
5,0,13,639
5,0,14,654
5,0,15,654
5,0,16,653
5,0,17,668
5,0,18,654
5,0,19,636
5,0,20,648
5,0,21,635
5,0,22,653
5,0,23,652
5,0,24,646
5,0,25,634
5,0,26,637
5,0,27,629
5,0,28,642
5,0,29,632
5,0,30,627
5,0,31,653
6,0,0,981
6,0,1,997
6,0,2,956
6,0,3,979
6,0,4,951
6,0,5,958
6,0,6,945
6,0,7,946
6,0,8,963
6,0,9,971
6,0,10,967
6,0,11,970
6,0,12,973
6,0,13,962
6,0,14,931
6,0,15,945
6,0,16,967
6,0,17,962
6,0,18,980
6,0,19,980
6,0,20,969
6,0,21,957
6,0,22,952
6,0,23,947
6,0,24,959
6,0,25,971
6,0,26,957
6,0,27,966
6,0,28,1017
6,0,29,950
6,0,30,964
6,0,31,971
7,0,0,441
7,0,1,395
7,0,2,384
7,0,3,394
7,0,4,396
7,0,5,382
7,0,6,391
7,0,7,400
7,0,8,389
7,0,9,385
7,0,10,384
7,0,11,389
7,0,12,392
7,0,13,398
7,0,14,392
7,0,15,393
7,0,16,390
7,0,17,387
7,0,18,399
7,0,19,385
7,0,20,390
7,0,21,398
7,0,22,393
7,0,23,390
7,0,24,388
7,0,25,404
7,0,26,390
7,0,27,385
7,0,28,397
7,0,29,392
7,0,30,382
7,0,31,395
8,0,0,1446
8,0,1,1453
8,0,2,1448
8,0,3,1432
8,0,4,1429
8,0,5,1426
8,0,6,1419
8,0,7,1444
8,0,8,1403
8,0,9,1439
8,0,10,1419
8,0,11,1419
8,0,12,1436
8,0,13,1426
8,0,14,1446
8,0,15,1428
8,0,16,1431
8,0,17,1452
8,0,18,1428
8,0,19,1423
8,0,20,1411
8,0,21,1410
8,0,22,1427
8,0,23,1504
8,0,24,1407
8,0,25,1417
8,0,26,1421
8,0,27,1429
8,0,28,1449
8,0,29,1428
8,0,30,1446
8,0,31,1429
9,0,0,1627
9,0,1,1619
9,0,2,1634
9,0,3,1612
9,0,4,1656
9,0,5,1591
9,0,6,1632
9,0,7,1646
9,0,8,1583
9,0,9,1619
9,0,10,1616
9,0,11,1605
9,0,12,1610
9,0,13,1600
9,0,14,1665
9,0,15,1611
9,0,16,1600
9,0,17,1630
9,0,18,1596
9,0,19,1569
9,0,20,1617
9,0,21,1686
9,0,22,1597
9,0,23,1584
9,0,24,1601
9,0,25,1631
9,0,26,1580
9,0,27,1599
9,0,28,1603
9,0,29,1598
9,0,30,1607
9,0,31,1610
10,0,0,2059
10,0,1,2104
10,0,2,2079
10,0,3,2044
10,0,4,2136
10,0,5,2053
10,0,6,2089
10,0,7,2050
10,0,8,2059
10,0,9,2075
10,0,10,2057
10,0,11,2047
10,0,12,2076
10,0,13,2017
10,0,14,2066
10,0,15,2085
10,0,16,2051
10,0,17,2040
10,0,18,2023
10,0,19,2052
10,0,20,2120
10,0,21,2043
10,0,22,2063
10,0,23,2085
10,0,24,2056
10,0,25,2064
10,0,26,2033
