cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1017 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1025 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 204 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1076 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
region,block,observation,cycles
0,0,0,784
0,0,1,737
0,0,2,725
0,0,3,717
0,0,4,713
0,0,5,732
0,0,6,729
0,0,7,720
0,0,8,721
0,0,9,714
0,0,10,717
0,0,11,721
0,0,12,711
0,0,13,724
0,0,14,718
0,0,15,716
0,0,16,731
0,0,17,716
0,0,18,702
0,0,19,713
0,0,20,715
0,0,21,725
0,0,22,731
0,0,23,717
0,0,24,731
0,0,25,712
0,0,26,728
0,0,27,724
0,0,28,721
0,0,29,715
0,0,30,719
0,0,31,710
1,0,0,822
1,0,1,669
1,0,2,659
1,0,3,639
1,0,4,635
1,0,5,654
1,0,6,639
1,0,7,635
1,0,8,644
1,0,9,638
1,0,10,634
1,0,11,634
1,0,12,639
1,0,13,631
1,0,14,633
1,0,15,634
1,0,16,642
1,0,17,642
1,0,18,634
1,0,19,637
1,0,20,640
1,0,21,634
1,0,22,637
1,0,23,631
1,0,24,628
1,0,25,638
1,0,26,637
1,0,27,636
1,0,28,633
1,0,29,643
1,0,30,638
1,0,31,633
2,0,0,344
2,0,1,302
2,0,2,310
2,0,3,300
2,0,4,308
2,0,5,305
2,0,6,298
2,0,7,303
2,0,8,305
2,0,9,309
2,0,10,446
2,0,11,310
2,0,12,306
2,0,13,299
2,0,14,307
2,0,15,311
2,0,16,308
2,0,17,309
2,0,18,301
2,0,19,306
2,0,20,310
2,0,21,302
2,0,22,305
2,0,23,312
2,0,24,310
2,0,25,308
2,0,26,300
2,0,27,312
2,0,28,313
2,0,29,312
2,0,30,301
2,0,31,308
3,0,0,1287
3,0,1,1260
3,0,2,1248
3,0,3,1254
3,0,4,1241
3,0,5,1240
3,0,6,1267
3,0,7,1239
3,0,8,1238
3,0,9,1243
3,0,10,1246
3,0,11,1260
3,0,12,1254
3,0,13,1251
3,0,14,1253
3,0,15,1236
3,0,16,1266
3,0,17,1242
3,0,18,1245
3,0,19,1249
3,0,20,1245
3,0,21,1246
3,0,22,1256
3,0,23,1250
3,0,24,1250
3,0,25,1256
3,0,26,1245
3,0,27,1246
3,0,28,1267
3,0,29,1242
3,0,30,1230
3,0,31,1245
4,0,0,715
4,0,1,679
4,0,2,669
4,0,3,679
4,0,4,686
4,0,5,684
4,0,6,698
4,0,7,698
4,0,8,692
4,0,9,676
4,0,10,672
4,0,11,712
4,0,12,675
4,0,13,665
4,0,14,689
4,0,15,723
4,0,16,662
4,0,17,675
4,0,18,664
4,0,19,664
4,0,20,652
4,0,21,664
4,0,22,671
4,0,23,666
4,0,24,653
4,0,25,672
4,0,26,685
4,0,27,687
4,0,28,668
4,0,29,683
4,0,30,666
4,0,31,664
5,0,0,656
5,0,1,666
5,0,2,660
5,0,3,656
5,0,4,669
5,0,5,652
5,0,6,645
5,0,7,652
5,0,8,637
5,0,9,644
5,0,10,649
5,0,11,647
5,0,12,659
5,0,13,636
5,0,14,644
5,0,15,661
5,0,16,640
5,0,17,642
5,0,18,650
5,0,19,641
5,0,20,657
5,0,21,638
5,0,22,632
5,0,23,649
5,0,24,641
5,0,25,646
5,0,26,643
5,0,27,644
5,0,28,647
5,0,29,653
5,0,30,667
5,0,31,652
6,0,0,996
6,0,1,995
6,0,2,977
6,0,3,968
6,0,4,967
6,0,5,998
6,0,6,983
6,0,7,964
6,0,8,976
6,0,9,963
6,0,10,970
6,0,11,971
6,0,12,949
6,0,13,966
6,0,14,960
6,0,15,964
6,0,16,954
6,0,17,970
6,0,18,973
6,0,19,967
6,0,20,987
6,0,21,962
6,0,22,962
6,0,23,983
6,0,24,959
6,0,25,953
6,0,26,963
6,0,27,975
6,0,28,957
6,0,29,952
6,0,30,961
6,0,31,957
7,0,0,445
7,0,1,415
7,0,2,390
7,0,3,395
7,0,4,388
7,0,5,387
7,0,6,385
7,0,7,384
7,0,8,396
7,0,9,389
7,0,10,397
7,0,11,388
7,0,12,382
7,0,13,384
7,0,14,400
7,0,15,391
7,0,16,400
7,0,17,395
7,0,18,391
7,0,19,401
7,0,20,391
7,0,21,392
7,0,22,391
7,0,23,391
7,0,24,403
7,0,25,393
7,0,26,397
7,0,27,388
7,0,28,390
7,0,29,397
7,0,30,406
7,0,31,394
8,0,0,1415
8,0,1,1446
8,0,2,1445
8,0,3,1442
8,0,4,1471
8,0,5,1412
8,0,6,1430
8,0,7,1411
8,0,8,1426
8,0,9,1419
8,0,10,1401
8,0,11,1418
8,0,12,1442
8,0,13,1424
8,0,14,1393
8,0,15,1433
8,0,16,1449
8,0,17,1419
8,0,18,1404
8,0,19,1404
8,0,20,1439
8,0,21,1425
8,0,22,1419
8,0,23,1383
8,0,24,1426
8,0,25,1432
8,0,26,1381
8,0,27,1398
8,0,28,1433
8,0,29,1439
8,0,30,1416
8,0,31,1421
9,0,0,1620
9,0,1,1627
9,0,2,1608
9,0,3,1629
9,0,4,1638
9,0,5,1600
9,0,6,1597
9,0,7,1604
9,0,8,1588
9,0,9,1615
9,0,10,1624
9,0,11,1608
9,0,12,1615
9,0,13,1608
9,0,14,1635
9,0,15,1626
9,0,16,1613
9,0,17,1611
9,0,18,1592
9,0,19,1580
9,0,20,1611
9,0,21,1592
9,0,22,1604
9,0,23,1622
9,0,24,1608
9,0,25,1622
9,0,26,1599
9,0,27,1605
9,0,28,1594
9,0,29,1604
9,0,30,1592
9,0,31,1625
10,0,0,2084
10,0,1,2071
10,0,2,2093
10,0,3,2059
10,0,4,2100
10,0,5,2068
10,0,6,2120
10,0,7,2066
10,0,8,2045
10,0,9,2086
10,0,10,2043
10,0,11,2087
10,0,12,2068
10,0,13,2066
10,0,14,2062
10,0,15,2076
10,0,16,2051
10,0,17,2061
10,0,18,2044
10,0,19,2030
10,0,20,2056
10,0,21,2054
10,0,22,2056
10,0,23,2028
10,0,24,2028
10,0,25,2069
10,0,26,2062
10,0,27,2063
10,0,28,2073
10,0,29,2031
10,0,30,2034
10,0,31,2079
11,0,0,542
11,0,1,531
11,0,2,543
11,0,3,537
11,0,4,537
11,0,5,539
11,0,6,515
11,0,7,550
11,0,8,519
11,0,9,529
11,0,10,528
11,0,11,527
11,0,12,523
11,0,13,542
11,0,14,522
11,0,15,540
11,0,16,524
11,0,17,507
11,0,18,509
11,0,19,502
11,0,20,539
11,0,21,525
11,0,22,536
11,0,23,535
11,0,24,522
11,0,25,522
11,0,26,526
11,0,27,523
11,0,28,522
11,0,29,519
11,0,30,521
11,0,31,549
12,0,0,383
12,0,1,370
12,0,2,375
12,0,3,369
12,0,4,384
12,0,5,369
12,0,6,371
12,0,7,367
12,0,8,361
12,0,9,358
12,0,10,366
12,0,11,362
12,0,12,391
12,0,13,372
12,0,14,364
12,0,15,360
12,0,16,360
12,0,17,361
12,0,18,357
12,0,19,361
12,0,20,364
12,0,21,370
12,0,22,372
12,0,23,375
12,0,24,367
12,0,25,362
12,0,26,365
12,0,27,372
12,0,28,375
12,0,29,371
12,0,30,359
12,0,31,356
12,1,0,355
12,1,1,352
12,1,2,354
12,1,3,350
12,1,4,368
12,1,5,366
12,1,6,369
12,1,7,360
12,1,8,364
12,1,9,362
12,1,10,370
12,1,11,378
12,1,12,376
12,1,13,371
12,1,14,376
12,1,15,371
12,1,16,370
12,1,17,371
12,1,18,364
12,1,19,366
12,1,20,363
12,1,21,370
12,1,22,359
12,1,23,366
12,1,24,358
12,1,25,376
12,1,26,367
12,1,27,357
12,1,28,380
12,1,29,382
12,1,30,362
12,1,31,364
11,1,0,515
11,1,1,532
11,1,2,544
11,1,3,521
11,1,4,557
11,1,5,510
11,1,6,524
11,1,7,531
11,1,8,538
11,1,9,535
11,1,10,531
11,1,11,526
11,1,12,519
11,1,13,530
11,1,14,540
11,1,15,546
11,1,16,549
11,1,17,535
11,1,18,513
11,1,19,545
11,1,20,538
11,1,21,526
11,1,22,533
11,1,23,539
11,1,24,534
11,1,25,531
11,1,26,508
11,1,27,531
11,1,28,547
11,1,29,523
11,1,30,543
11,1,31,541
10,1,0,2037
10,1,1,2059
10,1,2,2074
10,1,3,2076
10,1,4,2098
10,1,5,2038
10,1,6,2060
10,1,7,2062
10,1,8,2061
10,1,9,2078
10,1,10,2046
10,1,11,2011
10,1,12,2082
10,1,13,2062
10,1,14,2073
10,1,15,2069
10,1,16,2041
10,1,17,2082
10,1,18,2071
10,1,19,2048
10,1,20,2063
10,1,21,2025
10,1,22,2028
10,1,23,2057
10,1,24,2045
10,1,25,2041
10,1,26,2042
10,1,27,2067
10,1,28,2070
10,1,29,2065
10,1,30,2057
10,1,31,2084
9,1,0,1553
9,1,1,1618
9,1,2,1615
9,1,3,1644
9,1,4,1646
9,1,5,1574
9,1,6,1592
9,1,7,1634
9,1,8,1599
9,1,9,1623
9,1,10,1610
9,1,11,1602
9,1,12,1609
9,1,13,1610
9,1,14,1631
9,1,15,1632
9,1,16,1608
9,1,17,1592
9,1,18,1603
9,1,19,1594
9,1,20,1605
9,1,21,1612
9,1,22,1598
9,1,23,1631
9,1,24,1602
9,1,25,1579
9,1,26,1616
9,1,27,1614
9,1,28,1614
9,1,29,1618
9,1,30,1612
9,1,31,1596
8,1,0,1390
8,1,1,1431
8,1,2,1448
8,1,3,1437
8,1,4,1454
8,1,5,1426
8,1,6,1423
8,1,7,1414
8,1,8,1413
8,1,9,1445
8,1,10,1417
8,1,11,1408
8,1,12,1411
8,1,13,1406
8,1,14,1411
8,1,15,1423
8,1,16,1411
8,1,17,1416
8,1,18,1410
8,1,19,1428
8,1,20,1436
8,1,21,1407
8,1,22,1404
8,1,23,1400
8,1,24,1394
8,1,25,1438
8,1,26,1394
8,1,27,1418
8,1,28,1424
8,1,29,1395
8,1,30,1431
8,1,31,1435
7,1,0,416
7,1,1,384
7,1,2,399
7,1,3,389
7,1,4,390
7,1,5,385
7,1,6,386
7,1,7,389
7,1,8,393
7,1,9,391
7,1,10,396
7,1,11,393
7,1,12,395
7,1,13,426
7,1,14,399
7,1,15,389
7,1,16,387
7,1,17,394
7,1,18,389
7,1,19,399
7,1,20,386
7,1,21,398
7,1,22,402
7,1,23,396
7,1,24,396
7,1,25,402
7,1,26,395
7,1,27,391
7,1,28,400
7,1,29,390
7,1,30,399
7,1,31,400
6,1,0,963
6,1,1,987
