cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1080 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1090 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 204 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1075 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
region,block,observation,cycles
0,0,0,797
0,0,1,732
0,0,2,699
0,0,3,701
0,0,4,714
0,0,5,726
0,0,6,712
0,0,7,716
0,0,8,732
0,0,9,714
0,0,10,735
0,0,11,722
0,0,12,785
0,0,13,724
0,0,14,725
0,0,15,726
0,0,16,743
0,0,17,729
0,0,18,729
0,0,19,712
0,0,20,717
0,0,21,730
0,0,22,711
0,0,23,722
0,0,24,728
0,0,25,737
0,0,26,734
0,0,27,727
0,0,28,727
0,0,29,724
0,0,30,720
0,0,31,723
1,0,0,667
1,0,1,750
1,0,2,646
1,0,3,649
1,0,4,647
1,0,5,644
1,0,6,631
1,0,7,631
1,0,8,635
1,0,9,632
1,0,10,634
1,0,11,631
1,0,12,644
1,0,13,641
1,0,14,648
1,0,15,646
1,0,16,629
1,0,17,634
1,0,18,645
1,0,19,633
1,0,20,639
1,0,21,635
1,0,22,632
1,0,23,634
1,0,24,642
1,0,25,637
1,0,26,638
1,0,27,635
1,0,28,629
1,0,29,640
1,0,30,633
1,0,31,641
2,0,0,341
2,0,1,333
2,0,2,315
2,0,3,318
2,0,4,313
2,0,5,318
2,0,6,307
2,0,7,311
2,0,8,311
2,0,9,305
2,0,10,307
2,0,11,306
2,0,12,307
2,0,13,303
2,0,14,311
2,0,15,315
2,0,16,313
2,0,17,306
2,0,18,304
2,0,19,314
2,0,20,316
2,0,21,304
2,0,22,313
2,0,23,306
2,0,24,299
2,0,25,308
2,0,26,310
2,0,27,307
2,0,28,319
2,0,29,302
2,0,30,309
2,0,31,319
3,0,0,1261
3,0,1,1260
3,0,2,1228
3,0,3,1244
3,0,4,1245
3,0,5,1275
