cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1016 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1026 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 205 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1076 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
region,block,observation,cycles
0,0,0,806
0,0,1,713
0,0,2,707
0,0,3,707
0,0,4,719
0,0,5,727
0,0,6,717
0,0,7,726
0,0,8,708
0,0,9,721
0,0,10,762
0,0,11,704
0,0,12,729
0,0,13,718
0,0,14,704
0,0,15,721
0,0,16,741
0,0,17,724
0,0,18,717
0,0,19,709
0,0,20,727
0,0,21,725
0,0,22,720
0,0,23,725
0,0,24,735
0,0,25,703
0,0,26,739
0,0,27,718
0,0,28,727
0,0,29,727
0,0,30,739
0,0,31,721
1,0,0,667
1,0,1,641
1,0,2,637
1,0,3,652
1,0,4,647
1,0,5,638
1,0,6,631
1,0,7,639
1,0,8,640
1,0,9,643
1,0,10,637
1,0,11,642
1,0,12,642
1,0,13,643
1,0,14,636
1,0,15,641
1,0,16,646
1,0,17,640
1,0,18,635
1,0,19,646
1,0,20,630
1,0,21,635
1,0,22,636
1,0,23,636
1,0,24,633
1,0,25,638
1,0,26,644
1,0,27,635
1,0,28,627
1,0,29,639
1,0,30,648
1,0,31,638
2,0,0,360
2,0,1,329
2,0,2,309
2,0,3,317
2,0,4,308
2,0,5,309
2,0,6,305
2,0,7,308
2,0,8,312
2,0,9,307
2,0,10,304
2,0,11,308
2,0,12,311
2,0,13,305
2,0,14,308
2,0,15,307
2,0,16,305
2,0,17,305
2,0,18,299
2,0,19,299
2,0,20,311
2,0,21,308
2,0,22,306
2,0,23,311
2,0,24,314
2,0,25,304
2,0,26,309
2,0,27,308
2,0,28,314
2,0,29,312
2,0,30,306
2,0,31,316
3,0,0,1263
3,0,1,1249
3,0,2,1235
3,0,3,1257
3,0,4,1240
3,0,5,1250
3,0,6,1242
3,0,7,1245
3,0,8,1246
3,0,9,1244
3,0,10,1263
3,0,11,1229
3,0,12,1245
3,0,13,1251
3,0,14,1279
3,0,15,1237
3,0,16,1260
3,0,17,1255
3,0,18,1267
3,0,19,1243
3,0,20,1229
3,0,21,1237
3,0,22,1232
3,0,23,1235
3,0,24,1266
3,0,25,1271
3,0,26,1281
3,0,27,1241
3,0,28,1243
3,0,29,1257
3,0,30,1270
3,0,31,1242
4,0,0,698
4,0,1,690
4,0,2,675
4,0,3,661
4,0,4,750
4,0,5,677
4,0,6,679
4,0,7,693
4,0,8,676
4,0,9,663
4,0,10,689
4,0,11,674
4,0,12,710
4,0,13,669
4,0,14,678
4,0,15,687
4,0,16,683
4,0,17,672
4,0,18,655
4,0,19,657
4,0,20,661
4,0,21,667
4,0,22,655
4,0,23,654
4,0,24,666
4,0,25,651
4,0,26,666
4,0,27,653
4,0,28,669
4,0,29,682
4,0,30,676
4,0,31,644
5,0,0,680
5,0,1,672
5,0,2,663
5,0,3,661
5,0,4,665
5,0,5,641
5,0,6,640
5,0,7,652
5,0,8,637
5,0,9,650
5,0,10,640
5,0,11,621
5,0,12,661
5,0,13,646
5,0,14,642
5,0,15,699
5,0,16,649
5,0,17,658
5,0,18,638
5,0,19,628
5,0,20,637
5,0,21,633
5,0,22,642
5,0,23,651
5,0,24,640
5,0,25,665
5,0,26,636
5,0,27,639
5,0,28,648
5,0,29,626
5,0,30,645
5,0,31,719
6,0,0,991
6,0,1,971
6,0,2,949
6,0,3,959
6,0,4,983
6,0,5,949
6,0,6,979
6,0,7,958
6,0,8,988
6,0,9,977
6,0,10,1022
6,0,11,996
6,0,12,966
6,0,13,940
6,0,14,956
6,0,15,983
6,0,16,959
6,0,17,965
6,0,18,944
6,0,19,947
6,0,20,955
6,0,21,984
6,0,22,953
6,0,23,959
6,0,24,979
6,0,25,982
6,0,26,970
6,0,27,968
6,0,28,1012
6,0,29,969
6,0,30,934
6,0,31,979
7,0,0,439
7,0,1,413
7,0,2,398
7,0,3,405
7,0,4,395
7,0,5,388
7,0,6,396
7,0,7,404
7,0,8,408
7,0,9,407
7,0,10,392
7,0,11,396
7,0,12,388
7,0,13,390
7,0,14,391
7,0,15,396
7,0,16,388
7,0,17,388
7,0,18,388
7,0,19,392
7,0,20,389
7,0,21,385
7,0,22,386
7,0,23,386
7,0,24,408
7,0,25,402
7,0,26,397
7,0,27,395
7,0,28,392
7,0,29,393
7,0,30,389
7,0,31,389
8,0,0,1418
8,0,1,1452
8,0,2,1425
8,0,3,1439
8,0,4,1430
8,0,5,1407
8,0,6,1434
8,0,7,1408
8,0,8,1407
