cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1016 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1026 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 204 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1074 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
region,block,observation,cycles
0,0,0,770
0,0,1,723
0,0,2,708
0,0,3,716
0,0,4,724
0,0,5,741
0,0,6,719
0,0,7,730
0,0,8,723
0,0,9,723
0,0,10,712
0,0,11,728
0,0,12,706
0,0,13,724
0,0,14,725
0,0,15,717
0,0,16,735
0,0,17,712
0,0,18,721
0,0,19,707
0,0,20,725
0,0,21,726
0,0,22,723
0,0,23,716
0,0,24,734
0,0,25,731
0,0,26,723
0,0,27,715
0,0,28,722
0,0,29,716
0,0,30,718
0,0,31,731
1,0,0,676
1,0,1,666
1,0,2,636
1,0,3,749
1,0,4,646
1,0,5,634
1,0,6,645
1,0,7,642
1,0,8,632
1,0,9,642
1,0,10,637
1,0,11,643
1,0,12,638
1,0,13,645
1,0,14,630
1,0,15,632
1,0,16,639
1,0,17,663
1,0,18,635
1,0,19,643
1,0,20,643
1,0,21,632
1,0,22,637
1,0,23,636
1,0,24,640
1,0,25,641
1,0,26,635
1,0,27,631
1,0,28,637
1,0,29,646
1,0,30,650
1,0,31,638
2,0,0,347
2,0,1,343
2,0,2,311
2,0,3,307
2,0,4,303
2,0,5,305
2,0,6,309
2,0,7,313
2,0,8,302
2,0,9,316
2,0,10,298
2,0,11,308
2,0,12,302
2,0,13,303
2,0,14,307
2,0,15,308
2,0,16,317
2,0,17,313
2,0,18,305
2,0,19,301
2,0,20,304
2,0,21,311
2,0,22,307
2,0,23,319
2,0,24,313
2,0,25,303
2,0,26,306
2,0,27,310
2,0,28,299
2,0,29,300
2,0,30,303
2,0,31,309
3,0,0,1281
3,0,1,1246
3,0,2,1240
3,0,3,1229
3,0,4,1262
3,0,5,1259
3,0,6,1266
3,0,7,1259
3,0,8,1267
3,0,9,1269
3,0,10,1265
3,0,11,1272
3,0,12,1274
3,0,13,1283
3,0,14,1276
3,0,15,1263
3,0,16,1248
3,0,17,1265
3,0,18,1238
3,0,19,1246
3,0,20,1253
3,0,21,1287
3,0,22,1262
3,0,23,1272
3,0,24,1264
3,0,25,1253
3,0,26,1257
3,0,27,1262
3,0,28,1267
3,0,29,1261
3,0,30,1256
3,0,31,1267
4,0,0,701
4,0,1,687
4,0,2,673
4,0,3,671
4,0,4,684
4,0,5,677
4,0,6,669
4,0,7,670
4,0,8,686
4,0,9,683
4,0,10,658
4,0,11,664
4,0,12,708
4,0,13,693
4,0,14,671
4,0,15,674
4,0,16,676
4,0,17,666
4,0,18,658
4,0,19,667
4,0,20,669
4,0,21,654
4,0,22,674
4,0,23,675
4,0,24,677
4,0,25,672
4,0,26,664
4,0,27,675
4,0,28,675
4,0,29,672
4,0,30,670
4,0,31,658
5,0,0,665
5,0,1,677
5,0,2,656
5,0,3,668
5,0,4,676
5,0,5,644
5,0,6,645
5,0,7,659
5,0,8,650
5,0,9,646
5,0,10,646
5,0,11,641
5,0,12,666
5,0,13,637
5,0,14,641
5,0,15,654
5,0,16,650
5,0,17,661
5,0,18,641
5,0,19,636
5,0,20,668
5,0,21,641
5,0,22,657
5,0,23,656
5,0,24,644
5,0,25,635
5,0,26,635
5,0,27,644
5,0,28,665
5,0,29,637
5,0,30,638
5,0,31,658
6,0,0,993
6,0,1,973
6,0,2,969
6,0,3,961
6,0,4,942
6,0,5,966
6,0,6,967
6,0,7,959
6,0,8,974
6,0,9,955
6,0,10,959
6,0,11,959
6,0,12,962
6,0,13,951
6,0,14,958
6,0,15,957
6,0,16,952
6,0,17,956
6,0,18,960
6,0,19,954
6,0,20,973
6,0,21,974
6,0,22,964
6,0,23,962
6,0,24,978
6,0,25,972
6,0,26,977
6,0,27,974
6,0,28,963
6,0,29,958
6,0,30,986
6,0,31,954
7,0,0,435
7,0,1,421
7,0,2,390
7,0,3,402
7,0,4,396
7,0,5,391
7,0,6,399
7,0,7,401
7,0,8,390
7,0,9,391
7,0,10,398
7,0,11,390
7,0,12,389
7,0,13,395
7,0,14,396
7,0,15,396
7,0,16,390
7,0,17,385
7,0,18,388
7,0,19,395
7,0,20,395
7,0,21,392
7,0,22,399
7,0,23,383
7,0,24,390
7,0,25,392
7,0,26,394
7,0,27,392
7,0,28,389
7,0,29,386
7,0,30,384
7,0,31,386
8,0,0,1451
8,0,1,1427
8,0,2,1427
8,0,3,1435
8,0,4,1447
8,0,5,1422
8,0,6,1418
8,0,7,1426
8,0,8,1403
8,0,9,1410
8,0,10,1413
8,0,11,1407
8,0,12,1440
8,0,13,1419
8,0,14,1430
8,0,15,1440
8,0,16,1443
8,0,17,1407
8,0,18,1416
8,0,19,1402
