cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1080 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1090 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 203 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1075 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
region,block,observation,cycles
0,0,0,779
0,0,1,724
0,0,2,714
0,0,3,716
0,0,4,725
0,0,5,724
0,0,6,710
0,0,7,716
0,0,8,716
0,0,9,713
0,0,10,711
0,0,11,712
0,0,12,730
0,0,13,707
0,0,14,712
0,0,15,719
0,0,16,737
0,0,17,716
0,0,18,721
0,0,19,706
0,0,20,715
0,0,21,719
0,0,22,713
0,0,23,707
0,0,24,735
0,0,25,703
0,0,26,722
0,0,27,717
0,0,28,704
0,0,29,1130
0,0,30,723
0,0,31,715
1,0,0,672
1,0,1,792
1,0,2,647
1,0,3,642
1,0,4,635
1,0,5,635
1,0,6,635
1,0,7,646
1,0,8,629
1,0,9,636
1,0,10,642
1,0,11,642
1,0,12,640
1,0,13,639
1,0,14,627
1,0,15,638
1,0,16,640
1,0,17,641
1,0,18,631
1,0,19,630
1,0,20,639
1,0,21,628
1,0,22,639
1,0,23,627
1,0,24,633
1,0,25,628
1,0,26,641
1,0,27,633
1,0,28,641
1,0,29,634
1,0,30,635
1,0,31,632
2,0,0,342
2,0,1,346
2,0,2,300
2,0,3,315
2,0,4,304
2,0,5,308
2,0,6,315
2,0,7,308
2,0,8,296
2,0,9,304
2,0,10,303
2,0,11,301
2,0,12,306
2,0,13,317
2,0,14,308
2,0,15,312
2,0,16,306
2,0,17,301
2,0,18,305
2,0,19,302
2,0,20,310
2,0,21,304
2,0,22,307
2,0,23,310
2,0,24,302
2,0,25,303
2,0,26,304
2,0,27,310
2,0,28,309
2,0,29,295
2,0,30,306
2,0,31,303
3,0,0,1264
3,0,1,1270
3,0,2,1237
3,0,3,1233
3,0,4,1234
3,0,5,1260
3,0,6,1255
3,0,7,1253
3,0,8,1236
3,0,9,1261
3,0,10,1282
3,0,11,1241
3,0,12,1273
3,0,13,1234
3,0,14,1238
3,0,15,1245
3,0,16,1248
3,0,17,1239
3,0,18,1244
3,0,19,1221
3,0,20,1225
3,0,21,1275
3,0,22,1251
3,0,23,1250
3,0,24,1235
3,0,25,1243
3,0,26,1259
3,0,27,1234
3,0,28,1234
3,0,29,1249
3,0,30,1243
3,0,31,1249
4,0,0,691
4,0,1,677
4,0,2,665
4,0,3,683
4,0,4,691
4,0,5,692
4,0,6,719
4,0,7,683
4,0,8,672
4,0,9,675
4,0,10,670
4,0,11,663
4,0,12,670
4,0,13,687
4,0,14,686
4,0,15,680
4,0,16,694
4,0,17,650
4,0,18,666
4,0,19,656
4,0,20,666
4,0,21,669
4,0,22,646
4,0,23,675
4,0,24,669
4,0,25,672
4,0,26,660
4,0,27,678
4,0,28,682
4,0,29,654
4,0,30,657
4,0,31,655
5,0,0,674
5,0,1,675
5,0,2,761
5,0,3,782
5,0,4,831
5,0,5,679
5,0,6,648
5,0,7,639
5,0,8,643
5,0,9,640
5,0,10,642
5,0,11,638
5,0,12,651
5,0,13,638
5,0,14,644
5,0,15,648
5,0,16,652
5,0,17,651
5,0,18,799
5,0,19,760
5,0,20,716
5,0,21,787
5,0,22,650
5,0,23,642
5,0,24,647
5,0,25,643
5,0,26,648
5,0,27,638
5,0,28,660
5,0,29,638
5,0,30,630
5,0,31,650
6,0,0,991
6,0,1,982
6,0,2,965
6,0,3,969
6,0,4,966
6,0,5,962
6,0,6,977
6,0,7,976
6,0,8,965
6,0,9,972
6,0,10,979
6,0,11,992
6,0,12,980
6,0,13,975
6,0,14,967
6,0,15,954
6,0,16,969
6,0,17,963
6,0,18,966
6,0,19,970
6,0,20,975
6,0,21,962
6,0,22,962
6,0,23,974
6,0,24,979
6,0,25,977
6,0,26,956
6,0,27,971
6,0,28,957
6,0,29,990
6,0,30,964
6,0,31,956
7,0,0,444
7,0,1,421
7,0,2,396
7,0,3,386
7,0,4,395
7,0,5,390
7,0,6,395
7,0,7,393
7,0,8,391
7,0,9,389
7,0,10,390
7,0,11,395
7,0,12,393
7,0,13,392
7,0,14,390
7,0,15,386
7,0,16,389
7,0,17,390
7,0,18,383
7,0,19,388
7,0,20,395
7,0,21,390
7,0,22,395
7,0,23,382
7,0,24,385
7,0,25,398
7,0,26,383
7,0,27,393
7,0,28,390
7,0,29,391
7,0,30,392
7,0,31,387
8,0,0,1462
8,0,1,1452
8,0,2,1474
8,0,3,1480
8,0,4,1584
8,0,5,1434
8,0,6,1475
8,0,7,1436
8,0,8,1413
8,0,9,1436
8,0,10,1429
8,0,11,1417
8,0,12,1451
8,0,13,1419
8,0,14,1432
8,0,15,1432
8,0,16,1424
8,0,17,1442
8,0,18,1437
8,0,19,1500
8,0,20,1460
8,0,21,1509
8,0,22,1401
8,0,23,1442
8,0,24,1427
8,0,25,1426
8,0,26,1415
8,0,27,1432
8,0,28,1436
8,0,29,1436
8,0,30,1388
8,0,31,1430
9,0,0,1590
9,0,1,1636
9,0,2,1653
9,0,3,1673
9,0,4,1671
9,0,5,1629
9,0,6,1600
9,0,7,1601
9,0,8,1629
