parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
768,reversed-aslr-on,keypair_cycles,-187.57508680555557,-191.16666666666606,-200.4635416666662,-174.3294270833334,48,48,candidate-faster
768,reversed-aslr-on,enc_cycles,24.35069444444427,20.30208333333212,6.220052083333485,42.42664930555558,14,48,candidate-slower
768,reversed-aslr-on,dec_cycles,-106.79427083333321,-104.35416666666606,-116.47048611111101,-97.34201388888891,48,48,candidate-faster
