family,cut,block,observation,cycles
cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1017 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1026 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 204 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1075 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
0,0,0,0,3628
0,0,0,1,2818
0,0,0,2,2828
0,0,0,3,2818
0,0,0,4,2806
0,0,0,5,2780
0,0,0,6,2823
0,0,0,7,2803
0,0,0,8,2787
0,0,0,9,2786
0,0,0,10,2789
0,0,0,11,2774
0,0,0,12,2803
0,0,0,13,2815
0,0,0,14,2784
0,0,0,15,2797
0,0,0,16,2773
0,0,0,17,2804
0,0,0,18,2839
0,0,0,19,2802
0,0,0,20,2782
0,0,0,21,2792
0,0,0,22,2776
0,0,0,23,2804
0,0,0,24,2811
0,0,0,25,2754
0,0,0,26,2827
0,0,0,27,2820
0,0,0,28,2831
0,0,0,29,2796
0,0,0,30,2814
0,0,0,31,2813
0,1,0,0,3528
0,1,0,1,3539
0,1,0,2,3531
0,1,0,3,3529
0,1,0,4,3548
0,1,0,5,3500
0,1,0,6,3545
0,1,0,7,3588
0,1,0,8,3597
0,1,0,9,3527
0,1,0,10,3517
0,1,0,11,3533
0,1,0,12,3582
0,1,0,13,3547
0,1,0,14,3546
0,1,0,15,3586
0,1,0,16,3525
0,1,0,17,3589
0,1,0,18,3541
0,1,0,19,3500
0,1,0,20,3541
0,1,0,21,3576
0,1,0,22,3542
0,1,0,23,3569
0,1,0,24,3565
0,1,0,25,3538
0,1,0,26,3574
0,1,0,27,3484
0,1,0,28,3549
0,1,0,29,3556
0,1,0,30,3538
0,1,0,31,3554
0,2,0,0,4583
0,2,0,1,4614
0,2,0,2,4827
0,2,0,3,4610
0,2,0,4,4583
0,2,0,5,4632
0,2,0,6,4577
0,2,0,7,4614
0,2,0,8,4595
0,2,0,9,4590
0,2,0,10,4635
0,2,0,11,4586
0,2,0,12,4635
0,2,0,13,4534
0,2,0,14,4606
0,2,0,15,4655
0,2,0,16,4532
0,2,0,17,4589
0,2,0,18,4618
0,2,0,19,4529
0,2,0,20,4596
0,2,0,21,4537
0,2,0,22,4574
0,2,0,23,4568
0,2,0,24,4584
0,2,0,25,4659
0,2,0,26,4591
0,2,0,27,4638
0,2,0,28,4596
0,2,0,29,4660
0,2,0,30,4605
0,2,0,31,4735
0,3,0,0,7077
0,3,0,1,7134
0,3,0,2,7118
0,3,0,3,7073
0,3,0,4,7108
0,3,0,5,7154
0,3,0,6,7014
0,3,0,7,7158
0,3,0,8,7143
0,3,0,9,7168
0,3,0,10,7187
0,3,0,11,7194
0,3,0,12,7114
0,3,0,13,7206
0,3,0,14,7139
0,3,0,15,7193
0,3,0,16,7086
0,3,0,17,7043
0,3,0,18,7079
0,3,0,19,7174
0,3,0,20,7078
0,3,0,21,7164
0,3,0,22,7102
0,3,0,23,7091
0,3,0,24,7184
0,3,0,25,7077
0,3,0,26,7194
0,3,0,27,7011
0,3,0,28,7104
0,3,0,29,7186
0,3,0,30,7116
0,3,0,31,7134
0,4,0,0,7783
0,4,0,1,7907
0,4,0,2,7772
0,4,0,3,7937
0,4,0,4,7860
0,4,0,5,7774
0,4,0,6,8017
0,4,0,7,7884
0,4,0,8,7870
0,4,0,9,7952
0,4,0,10,7906
0,4,0,11,7839
0,4,0,12,7874
0,4,0,13,7849
0,4,0,14,7893
0,4,0,15,7942
0,4,0,16,7901
0,4,0,17,7916
0,4,0,18,7766
0,4,0,19,7830
0,4,0,20,7890
0,4,0,21,7828
0,4,0,22,7862
0,4,0,23,7870
0,4,0,24,7884
0,4,0,25,7812
0,4,0,26,7859
0,4,0,27,7865
0,4,0,28,7750
0,4,0,29,7877
0,4,0,30,7781
0,4,0,31,7893
0,5,0,0,8864
0,5,0,1,8840
0,5,0,2,8800
0,5,0,3,8983
0,5,0,4,8913
0,5,0,5,8860
0,5,0,6,8894
0,5,0,7,19867
0,5,0,8,8962
0,5,0,9,8940
0,5,0,10,8911
0,5,0,11,8891
0,5,0,12,8936
0,5,0,13,8941
0,5,0,14,8881
0,5,0,15,8919
0,5,0,16,8856
0,5,0,17,8848
0,5,0,18,9025
0,5,0,19,8916
0,5,0,20,8980
0,5,0,21,9072
0,5,0,22,8916
0,5,0,23,8971
0,5,0,24,8839
0,5,0,25,8963
0,5,0,26,8945
0,5,0,27,8956
0,5,0,28,8917
0,5,0,29,9034
0,5,0,30,8928
0,5,0,31,8818
0,6,0,0,9668
0,6,0,1,9771
0,6,0,2,9539
0,6,0,3,9581
0,6,0,4,9634
0,6,0,5,9732
0,6,0,6,9670
0,6,0,7,9621
0,6,0,8,9695
0,6,0,9,9729
0,6,0,10,9647
0,6,0,11,9678
0,6,0,12,9703
0,6,0,13,9651
0,6,0,14,9655
0,6,0,15,9569
0,6,0,16,9691
0,6,0,17,9719
0,6,0,18,9638
0,6,0,19,9697
0,6,0,20,9605
0,6,0,21,9555
0,6,0,22,9654
0,6,0,23,9941
0,6,0,24,9762
0,6,0,25,9744
0,6,0,26,9755
0,6,0,27,9584
0,6,0,28,9725
0,6,0,29,9598
0,6,0,30,9611
0,6,0,31,9734
0,7,0,0,10459
0,7,0,1,10622
0,7,0,2,10589
0,7,0,3,10629
0,7,0,4,10536
0,7,0,5,10592
0,7,0,6,10555
0,7,0,7,10476
0,7,0,8,10632
0,7,0,9,10448
0,7,0,10,10667
0,7,0,11,10622
0,7,0,12,10702
0,7,0,13,10630
0,7,0,14,10630
0,7,0,15,10647
0,7,0,16,10672
0,7,0,17,10627
0,7,0,18,10564
0,7,0,19,10618
0,7,0,20,10667
0,7,0,21,10619
0,7,0,22,10604
0,7,0,23,10643
0,7,0,24,10644
0,7,0,25,10608
0,7,0,26,10590
0,7,0,27,10563
0,7,0,28,10549
0,7,0,29,10641
0,7,0,30,10703
0,7,0,31,10626
0,8,0,0,21467
0,8,0,1,21357
0,8,0,2,21281
0,8,0,3,21273
0,8,0,4,21359
0,8,0,5,21430
0,8,0,6,21073
0,8,0,7,21084
0,8,0,8,21208
0,8,0,9,21479
0,8,0,10,21489
0,8,0,11,21445
0,8,0,12,21076
0,8,0,13,21448
0,8,0,14,21266
0,8,0,15,21244
0,8,0,16,21337
0,8,0,17,21093
0,8,0,18,21121
0,8,0,19,21247
0,8,0,20,21321
0,8,0,21,21256
0,8,0,22,21443
0,8,0,23,21398
0,8,0,24,21294
0,8,0,25,21323
0,8,0,26,21427
0,8,0,27,21207
0,8,0,28,21239
0,8,0,29,21103
0,8,0,30,21074
0,8,0,31,21232
0,9,0,0,21268
0,9,0,1,21341
0,9,0,2,21373
0,9,0,3,21312
0,9,0,4,21405
0,9,0,5,21133
0,9,0,6,21361
0,9,0,7,22324
0,9,0,8,21389
0,9,0,9,21617
0,9,0,10,21510
0,9,0,11,21472
0,9,0,12,21555
0,9,0,13,21603
0,9,0,14,21431
0,9,0,15,21401
0,9,0,16,21299
0,9,0,17,21559
0,9,0,18,21427
0,9,0,19,21310
0,9,0,20,21423
0,9,0,21,21215
0,9,0,22,21178
0,9,0,23,21376
0,9,0,24,21544
0,9,0,25,21296
0,9,0,26,21403
0,9,0,27,21274
0,9,0,28,21239
0,9,0,29,21155
0,9,0,30,21267
0,9,0,31,21207
1,0,0,0,411
1,0,0,1,367
1,0,0,2,365
1,0,0,3,362
1,0,0,4,365
1,0,0,5,378
1,0,0,6,372
1,0,0,7,371
1,0,0,8,367
1,0,0,9,362
1,0,0,10,366
1,0,0,11,373
1,0,0,12,361
1,0,0,13,371
1,0,0,14,363
1,0,0,15,376
1,0,0,16,364
1,0,0,17,363
1,0,0,18,366
1,0,0,19,361
1,0,0,20,372
1,0,0,21,376
1,0,0,22,363
1,0,0,23,358
1,0,0,24,379
1,0,0,25,387
1,0,0,26,368
1,0,0,27,368
1,0,0,28,363
1,0,0,29,366
1,0,0,30,362
1,0,0,31,365
1,1,0,0,13711
1,1,0,1,13512
1,1,0,2,13426
1,1,0,3,13752
1,1,0,4,13532
1,1,0,5,13678
1,1,0,6,13482
1,1,0,7,13742
1,1,0,8,13717
1,1,0,9,13718
1,1,0,10,13655
1,1,0,11,13725
1,1,0,12,13492
1,1,0,13,13677
1,1,0,14,13702
1,1,0,15,13695
1,1,0,16,13745
1,1,0,17,13812
1,1,0,18,13498
1,1,0,19,13671
1,1,0,20,13749
1,1,0,21,13524
1,1,0,22,13434
1,1,0,23,13724
1,1,0,24,13702
1,1,0,25,13755
1,1,0,26,13662
1,1,0,27,13670
1,1,0,28,13730
1,1,0,29,13737
1,1,0,30,13693
1,1,0,31,13735
1,2,0,0,14373
1,2,0,1,14541
1,2,0,2,14454
1,2,0,3,14398
1,2,0,4,14402
1,2,0,5,14505
1,2,0,6,14500
1,2,0,7,14503
1,2,0,8,14511
1,2,0,9,14440
1,2,0,10,14486
1,2,0,11,14439
1,2,0,12,14219
1,2,0,13,14427
1,2,0,14,14434
1,2,0,15,14407
1,2,0,16,14475
1,2,0,17,14506
1,2,0,18,14524
1,2,0,19,14498
1,2,0,20,14474
1,2,0,21,14453
1,2,0,22,14448
1,2,0,23,14455
1,2,0,24,14525
1,2,0,25,14408
1,2,0,26,14267
1,2,0,27,14225
1,2,0,28,14445
1,2,0,29,14417
1,2,0,30,14452
1,2,0,31,14475
1,3,0,0,14736
1,3,0,1,14444
1,3,0,2,14690
1,3,0,3,14744
1,3,0,4,15069
1,3,0,5,14455
1,3,0,6,14672
1,3,0,7,14656
1,3,0,8,14624
1,3,0,9,14666
1,3,0,10,14664
1,3,0,11,14373
1,3,0,12,14714
1,3,0,13,14414
1,3,0,14,14737
1,3,0,15,14389
1,3,0,16,14637
1,3,0,17,14718
1,3,0,18,14666
1,3,0,19,14613
1,3,0,20,14694
1,3,0,21,14696
1,3,0,22,14515
1,3,0,23,14692
1,3,0,24,14703
1,3,0,25,14610
1,3,0,26,14705
1,3,0,27,14710
1,3,0,28,14643
1,3,0,29,14655
1,3,0,30,14703
1,3,0,31,14643
1,4,0,0,26661
1,4,0,1,26694
1,4,0,2,26616
1,4,0,3,26612
1,4,0,4,26627
1,4,0,5,26565
1,4,0,6,26693
1,4,0,7,26591
1,4,0,8,26680
1,4,0,9,26656
1,4,0,10,26617
1,4,0,11,26633
1,4,0,12,26709
1,4,0,13,26542
1,4,0,14,26481
1,4,0,15,26524
1,4,0,16,26539
1,4,0,17,26531
1,4,0,18,26696
1,4,0,19,26652
1,4,0,20,26715
1,4,0,21,26586
1,4,0,22,26616
1,4,0,23,26717
1,4,0,24,26729
1,4,0,25,26590
1,4,0,26,26563
1,4,0,27,26542
1,4,0,28,26597
1,4,0,29,26651
1,4,0,30,26622
1,4,0,31,26616
1,5,0,0,26316
1,5,0,1,26389
1,5,0,2,26764
1,5,0,3,26655
1,5,0,4,26486
1,5,0,5,26703
1,5,0,6,26792
1,5,0,7,26742
1,5,0,8,26647
1,5,0,9,26697
1,5,0,10,26494
1,5,0,11,26755
1,5,0,12,27077
1,5,0,13,26849
1,5,0,14,26823
1,5,0,15,26747
1,5,0,16,26774
1,5,0,17,27603
1,5,0,18,27196
