family,cut,block,observation,cycles
cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1016 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1026 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 203 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1075 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
0,0,0,0,3541
0,0,0,1,2817
0,0,0,2,2795
0,0,0,3,2775
0,0,0,4,2773
0,0,0,5,2799
0,0,0,6,2759
0,0,0,7,2767
0,0,0,8,2782
0,0,0,9,2820
0,0,0,10,2776
0,0,0,11,2811
0,0,0,12,2758
0,0,0,13,2786
0,0,0,14,2802
0,0,0,15,2785
0,0,0,16,2766
0,0,0,17,2810
0,0,0,18,2755
0,0,0,19,2788
0,0,0,20,2765
0,0,0,21,2793
0,0,0,22,2780
0,0,0,23,2773
0,0,0,24,2792
0,0,0,25,2763
0,0,0,26,2775
0,0,0,27,2768
0,0,0,28,2780
0,0,0,29,2778
0,0,0,30,2787
0,0,0,31,2806
0,1,0,0,3584
0,1,0,1,3517
0,1,0,2,3545
0,1,0,3,3551
0,1,0,4,5835
0,1,0,5,12059
0,1,0,6,3912
0,1,0,7,3521
0,1,0,8,3538
0,1,0,9,3548
0,1,0,10,3512
0,1,0,11,3535
0,1,0,12,3585
0,1,0,13,3535
0,1,0,14,3579
0,1,0,15,3512
0,1,0,16,3543
0,1,0,17,3583
0,1,0,18,3538
0,1,0,19,3575
0,1,0,20,3562
0,1,0,21,3534
0,1,0,22,3558
0,1,0,23,3568
0,1,0,24,3557
0,1,0,25,3520
0,1,0,26,3561
0,1,0,27,3550
0,1,0,28,3497
0,1,0,29,3537
0,1,0,30,3524
0,1,0,31,3574
0,2,0,0,4577
0,2,0,1,4609
0,2,0,2,4590
0,2,0,3,4575
0,2,0,4,4629
0,2,0,5,4615
0,2,0,6,4620
0,2,0,7,4643
0,2,0,8,4588
0,2,0,9,4612
0,2,0,10,4607
0,2,0,11,4563
0,2,0,12,4593
0,2,0,13,4593
0,2,0,14,4566
0,2,0,15,4590
0,2,0,16,4622
0,2,0,17,4581
0,2,0,18,4575
0,2,0,19,4593
0,2,0,20,4615
0,2,0,21,4531
0,2,0,22,4543
0,2,0,23,4565
0,2,0,24,4540
0,2,0,25,4597
0,2,0,26,4593
0,2,0,27,4594
0,2,0,28,4602
0,2,0,29,4547
0,2,0,30,4559
0,2,0,31,4623
0,3,0,0,7099
0,3,0,1,7116
0,3,0,2,7131
0,3,0,3,7127
0,3,0,4,7109
0,3,0,5,7168
0,3,0,6,7096
0,3,0,7,7112
0,3,0,8,7173
0,3,0,9,7175
0,3,0,10,7094
0,3,0,11,7116
0,3,0,12,7129
0,3,0,13,7148
0,3,0,14,7107
0,3,0,15,7103
0,3,0,16,7108
0,3,0,17,7196
0,3,0,18,7155
0,3,0,19,7120
0,3,0,20,7134
0,3,0,21,7015
0,3,0,22,7158
0,3,0,23,7108
0,3,0,24,7041
0,3,0,25,7022
0,3,0,26,7003
0,3,0,27,7115
0,3,0,28,7134
0,3,0,29,7136
0,3,0,30,7044
0,3,0,31,7170
0,4,0,0,7874
0,4,0,1,7704
0,4,0,2,7926
0,4,0,3,7928
0,4,0,4,7934
0,4,0,5,7748
0,4,0,6,8077
0,4,0,7,7835
0,4,0,8,7754
0,4,0,9,7921
0,4,0,10,7814
0,4,0,11,7736
0,4,0,12,7832
0,4,0,13,7817
0,4,0,14,7956
0,4,0,15,7954
0,4,0,16,7861
0,4,0,17,7926
0,4,0,18,7816
0,4,0,19,7979
0,4,0,20,7895
0,4,0,21,7762
0,4,0,22,7767
0,4,0,23,7855
0,4,0,24,7890
0,4,0,25,7880
0,4,0,26,7959
0,4,0,27,7742
0,4,0,28,7933
0,4,0,29,7869
0,4,0,30,7907
0,4,0,31,7887
0,5,0,0,8937
0,5,0,1,8936
0,5,0,2,8932
0,5,0,3,8877
0,5,0,4,8913
0,5,0,5,8926
0,5,0,6,8848
0,5,0,7,8942
0,5,0,8,8897
0,5,0,9,8874
0,5,0,10,9024
0,5,0,11,8917
0,5,0,12,8900
0,5,0,13,9000
0,5,0,14,9031
0,5,0,15,8918
0,5,0,16,8910
0,5,0,17,8936
0,5,0,18,8992
0,5,0,19,8955
0,5,0,20,8906
0,5,0,21,8933
0,5,0,22,8851
0,5,0,23,8909
0,5,0,24,8856
0,5,0,25,8816
0,5,0,26,8819
0,5,0,27,8776
0,5,0,28,8840
0,5,0,29,8833
0,5,0,30,8957
0,5,0,31,9022
0,6,0,0,9528
0,6,0,1,9690
0,6,0,2,9663
0,6,0,3,9664
0,6,0,4,9674
0,6,0,5,9778
0,6,0,6,9665
0,6,0,7,9750
0,6,0,8,9676
0,6,0,9,9689
0,6,0,10,9650
0,6,0,11,9724
0,6,0,12,9651
0,6,0,13,9748
0,6,0,14,9573
0,6,0,15,9690
0,6,0,16,9589
0,6,0,17,9708
0,6,0,18,9651
0,6,0,19,9648
0,6,0,20,9681
0,6,0,21,9640
0,6,0,22,9722
0,6,0,23,9495
0,6,0,24,9730
0,6,0,25,9601
0,6,0,26,9687
0,6,0,27,9605
0,6,0,28,9650
0,6,0,29,9637
0,6,0,30,9687
0,6,0,31,9656
0,7,0,0,10538
0,7,0,1,10882
0,7,0,2,10492
0,7,0,3,10530
0,7,0,4,10641
0,7,0,5,10650
0,7,0,6,10629
0,7,0,7,10586
0,7,0,8,10620
0,7,0,9,10638
0,7,0,10,10610
0,7,0,11,10660
0,7,0,12,10604
0,7,0,13,10505
0,7,0,14,10561
0,7,0,15,10657
0,7,0,16,10635
0,7,0,17,10654
0,7,0,18,10547
0,7,0,19,10587
0,7,0,20,10566
0,7,0,21,10581
0,7,0,22,10609
0,7,0,23,10695
0,7,0,24,10588
0,7,0,25,10599
0,7,0,26,10509
0,7,0,27,10603
0,7,0,28,10634
0,7,0,29,10708
0,7,0,30,10715
0,7,0,31,10654
0,8,0,0,21271
0,8,0,1,21347
0,8,0,2,21210
0,8,0,3,21293
0,8,0,4,21206
0,8,0,5,21238
0,8,0,6,21401
0,8,0,7,21651
0,8,0,8,21052
0,8,0,9,21264
0,8,0,10,21263
0,8,0,11,21105
0,8,0,12,21266
0,8,0,13,21168
0,8,0,14,21175
0,8,0,15,21339
0,8,0,16,21188
0,8,0,17,21278
0,8,0,18,21372
0,8,0,19,21234
0,8,0,20,21249
0,8,0,21,21238
0,8,0,22,21263
0,8,0,23,21217
0,8,0,24,21343
0,8,0,25,21328
0,8,0,26,21311
0,8,0,27,21330
0,8,0,28,21120
0,8,0,29,21238
0,8,0,30,21218
0,8,0,31,21293
0,9,0,0,21478
0,9,0,1,21606
0,9,0,2,21407
0,9,0,3,21573
0,9,0,4,21477
0,9,0,5,21801
0,9,0,6,21302
0,9,0,7,21530
0,9,0,8,21600
0,9,0,9,21506
0,9,0,10,21578
0,9,0,11,21548
0,9,0,12,21552
0,9,0,13,21739
0,9,0,14,21459
0,9,0,15,21560
0,9,0,16,21236
0,9,0,17,21490
0,9,0,18,21451
0,9,0,19,21258
0,9,0,20,21302
0,9,0,21,21332
0,9,0,22,21168
0,9,0,23,21494
0,9,0,24,21474
0,9,0,25,21348
0,9,0,26,21576
0,9,0,27,21549
0,9,0,28,21601
0,9,0,29,21359
0,9,0,30,21290
0,9,0,31,21435
1,0,0,0,402
1,0,0,1,363
1,0,0,2,365
1,0,0,3,360
1,0,0,4,359
1,0,0,5,362
1,0,0,6,365
1,0,0,7,385
1,0,0,8,370
1,0,0,9,371
1,0,0,10,369
1,0,0,11,364
1,0,0,12,376
1,0,0,13,389
1,0,0,14,365
1,0,0,15,360
1,0,0,16,366
1,0,0,17,357
1,0,0,18,363
1,0,0,19,347
1,0,0,20,363
1,0,0,21,364
1,0,0,22,359
1,0,0,23,366
1,0,0,24,365
1,0,0,25,358
1,0,0,26,362
1,0,0,27,349
1,0,0,28,368
1,0,0,29,357
1,0,0,30,357
1,0,0,31,376
1,1,0,0,13457
1,1,0,1,13760
1,1,0,2,13651
1,1,0,3,13757
1,1,0,4,13724
1,1,0,5,13756
1,1,0,6,13713
1,1,0,7,13721
1,1,0,8,13494
1,1,0,9,13696
1,1,0,10,13719
1,1,0,11,13705
1,1,0,12,13683
1,1,0,13,13682
1,1,0,14,13500
1,1,0,15,24604
1,1,0,16,13700
1,1,0,17,13516
1,1,0,18,13687
1,1,0,19,13678
1,1,0,20,13676
1,1,0,21,13821
1,1,0,22,13709
1,1,0,23,13693
1,1,0,24,13409
1,1,0,25,13488
1,1,0,26,13499
1,1,0,27,13701
1,1,0,28,13721
1,1,0,29,13716
1,1,0,30,13654
1,1,0,31,13708
1,2,0,0,14146
1,2,0,1,14434
1,2,0,2,14480
1,2,0,3,14477
1,2,0,4,14381
1,2,0,5,14409
1,2,0,6,14524
1,2,0,7,14460
1,2,0,8,14446
1,2,0,9,14472
1,2,0,10,14454
1,2,0,11,14531
1,2,0,12,14503
1,2,0,13,14459
1,2,0,14,14527
1,2,0,15,14417
1,2,0,16,14489
1,2,0,17,14499
1,2,0,18,14462
1,2,0,19,14442
1,2,0,20,14500
1,2,0,21,14393
1,2,0,22,14457
1,2,0,23,14504
1,2,0,24,14450
1,2,0,25,14503
1,2,0,26,14470
1,2,0,27,14498
1,2,0,28,14214
1,2,0,29,14237
1,2,0,30,14478
1,2,0,31,14475
1,3,0,0,14348
1,3,0,1,14814
1,3,0,2,14708
1,3,0,3,14701
1,3,0,4,14756
1,3,0,5,14685
1,3,0,6,14486
1,3,0,7,14605
1,3,0,8,14641
1,3,0,9,14459
1,3,0,10,14435
1,3,0,11,14712
1,3,0,12,14943
1,3,0,13,14712
1,3,0,14,14619
1,3,0,15,14937
1,3,0,16,14782
1,3,0,17,14516
1,3,0,18,14568
1,3,0,19,14735
1,3,0,20,14756
1,3,0,21,14705
1,3,0,22,14427
1,3,0,23,14744
1,3,0,24,14689
1,3,0,25,14697
1,3,0,26,14694
1,3,0,27,14636
1,3,0,28,14762
1,3,0,29,14728
1,3,0,30,14779
1,3,0,31,14775
1,4,0,0,26419
1,4,0,1,26627
1,4,0,2,26501
1,4,0,3,26658
1,4,0,4,26544
1,4,0,5,26672
1,4,0,6,26564
1,4,0,7,26559
1,4,0,8,26655
1,4,0,9,26680
1,4,0,10,26605
1,4,0,11,26529
1,4,0,12,26511
1,4,0,13,26407
1,4,0,14,26586
1,4,0,15,26641
1,4,0,16,26737
1,4,0,17,26695
1,4,0,18,26694
1,4,0,19,26660
1,4,0,20,26599
1,4,0,21,26639
1,4,0,22,26641
1,4,0,23,26607
1,4,0,24,26640
1,4,0,25,26703
1,4,0,26,26595
1,4,0,27,26680
1,4,0,28,26668
1,4,0,29,26584
1,4,0,30,26605
1,4,0,31,26705
1,5,0,0,26691
1,5,0,1,26750
1,5,0,2,26715
1,5,0,3,26743
1,5,0,4,26784
1,5,0,5,26828
1,5,0,6,26704
1,5,0,7,26700
1,5,0,8,26839
1,5,0,9,26589
1,5,0,10,26453
1,5,0,11,27459
1,5,0,12,26750
1,5,0,13,26515
1,5,0,14,26381
1,5,0,15,26511
1,5,0,16,26452
1,5,0,17,26496
1,5,0,18,26360
