region,block,slot,observation,bank,cycles
0,0,0,0,0,12578
0,0,0,1,1,12400
0,0,0,2,2,12406
0,0,0,3,3,12468
0,0,0,4,4,12438
0,0,0,5,5,12475
0,0,0,6,6,12443
0,0,0,7,7,12470
0,0,0,8,8,12428
0,0,0,9,9,12366
0,0,0,10,10,12401
0,0,0,11,11,12495
0,0,0,12,12,12501
0,0,0,13,13,12559
0,0,0,14,14,12455
0,0,0,15,15,12410
0,0,0,16,0,12481
0,0,0,17,1,12441
0,0,0,18,2,12400
0,0,0,19,3,12492
0,0,0,20,4,12487
0,0,0,21,5,12442
0,0,0,22,6,12500
0,0,0,23,7,12443
0,0,0,24,8,12475
0,0,0,25,9,12438
0,0,0,26,10,12446
0,0,0,27,11,12495
0,0,0,28,12,12481
0,0,0,29,13,12512
0,0,0,30,14,12430
0,0,0,31,15,12450
0,0,1,0,0,12354
0,0,1,1,1,12198
0,0,1,2,2,12314
0,0,1,3,3,12420
0,0,1,4,4,12440
0,0,1,5,5,12315
0,0,1,6,6,12349
0,0,1,7,7,12243
0,0,1,8,8,12370
0,0,1,9,9,12287
0,0,1,10,10,12440
0,0,1,11,11,12410
0,0,1,12,12,12293
0,0,1,13,13,12319
0,0,1,14,14,12269
0,0,1,15,15,12345
0,0,1,16,0,12442
0,0,1,17,1,12398
0,0,1,18,2,12462
0,0,1,19,3,12335
0,0,1,20,4,12237
0,0,1,21,5,12451
0,0,1,22,6,12314
0,0,1,23,7,12226
0,0,1,24,8,12374
0,0,1,25,9,12423
0,0,1,26,10,12293
0,0,1,27,11,12387
0,0,1,28,12,12401
0,0,1,29,13,12296
0,0,1,30,14,12309
0,0,1,31,15,12283
0,0,2,0,0,12344
0,0,2,1,1,12282
0,0,2,2,2,12247
0,0,2,3,3,12246
0,0,2,4,4,12236
0,0,2,5,5,12243
0,0,2,6,6,12329
0,0,2,7,7,12363
0,0,2,8,8,12328
0,0,2,9,9,12326
0,0,2,10,10,12249
0,0,2,11,11,12319
0,0,2,12,12,12233
0,0,2,13,13,12277
0,0,2,14,14,12338
0,0,2,15,15,12256
0,0,2,16,0,12321
0,0,2,17,1,12330
0,0,2,18,2,12552
0,0,2,19,3,12523
0,0,2,20,4,12250
0,0,2,21,5,12283
0,0,2,22,6,12278
0,0,2,23,7,12307
0,0,2,24,8,12284
0,0,2,25,9,12381
0,0,2,26,10,12311
0,0,2,27,11,23345
0,0,2,28,12,12180
0,0,2,29,13,12329
0,0,2,30,14,12290
0,0,2,31,15,12310
0,0,3,0,0,12366
0,0,3,1,1,12488
0,0,3,2,2,12473
0,0,3,3,3,12244
0,0,3,4,4,12323
0,0,3,5,5,12323
0,0,3,6,6,12346
0,0,3,7,7,12483
0,0,3,8,8,12430
0,0,3,9,9,12331
0,0,3,10,10,12404
0,0,3,11,11,12305
0,0,3,12,12,12462
0,0,3,13,13,12351
0,0,3,14,14,12288
0,0,3,15,15,12404
0,0,3,16,0,12285
0,0,3,17,1,12398
0,0,3,18,2,12431
0,0,3,19,3,12405
0,0,3,20,4,12368
0,0,3,21,5,12375
0,0,3,22,6,12355
0,0,3,23,7,12489
0,0,3,24,8,12277
0,0,3,25,9,12397
0,0,3,26,10,12386
0,0,3,27,11,12279
0,0,3,28,12,12299
0,0,3,29,13,12397
0,0,3,30,14,12329
0,0,3,31,15,12416
0,1,0,0,0,12340
0,1,0,1,1,12320
0,1,0,2,2,12328
0,1,0,3,3,12415
0,1,0,4,4,12287
0,1,0,5,5,12347
0,1,0,6,6,12254
0,1,0,7,7,12280
0,1,0,8,8,12277
0,1,0,9,9,12353
0,1,0,10,10,12338
0,1,0,11,11,12322
0,1,0,12,12,12444
0,1,0,13,13,12267
0,1,0,14,14,12344
0,1,0,15,15,12433
0,1,0,16,0,12384
0,1,0,17,1,12321
0,1,0,18,2,12452
0,1,0,19,3,12391
0,1,0,20,4,12278
0,1,0,21,5,12350
0,1,0,22,6,12417
0,1,0,23,7,12388
0,1,0,24,8,12339
0,1,0,25,9,12313
0,1,0,26,10,12272
0,1,0,27,11,12389
0,1,0,28,12,12281
0,1,0,29,13,12251
0,1,0,30,14,12283
0,1,0,31,15,12375
0,1,1,0,0,12347
0,1,1,1,1,12349
0,1,1,2,2,12234
0,1,1,3,3,12301
0,1,1,4,4,12364
0,1,1,5,5,12399
0,1,1,6,6,12376
0,1,1,7,7,12299
0,1,1,8,8,12412
0,1,1,9,9,12422
0,1,1,10,10,12337
0,1,1,11,11,12497
0,1,1,12,12,12401
0,1,1,13,13,12511
0,1,1,14,14,12286
0,1,1,15,15,12406
0,1,1,16,0,12501
0,1,1,17,1,12464
0,1,1,18,2,12474
0,1,1,19,3,12456
0,1,1,20,4,12440
0,1,1,21,5,12529
0,1,1,22,6,12459
0,1,1,23,7,12470
0,1,1,24,8,12376
0,1,1,25,9,12403
0,1,1,26,10,12431
0,1,1,27,11,12349
0,1,1,28,12,12500
0,1,1,29,13,12495
0,1,1,30,14,12412
0,1,1,31,15,12464
0,1,2,0,0,12373
0,1,2,1,1,12415
0,1,2,2,2,12518
0,1,2,3,3,12440
0,1,2,4,4,12489
0,1,2,5,5,12357
0,1,2,6,6,12499
0,1,2,7,7,12475
0,1,2,8,8,12523
0,1,2,9,9,12290
0,1,2,10,10,12414
0,1,2,11,11,12402
0,1,2,12,12,12468
0,1,2,13,13,12449
0,1,2,14,14,12404
0,1,2,15,15,12474
0,1,2,16,0,12406
0,1,2,17,1,12459
0,1,2,18,2,12400
0,1,2,19,3,12461
0,1,2,20,4,12417
0,1,2,21,5,12419
0,1,2,22,6,12503
0,1,2,23,7,12496
0,1,2,24,8,12530
0,1,2,25,9,12364
0,1,2,26,10,12434
0,1,2,27,11,12474
0,1,2,28,12,12428
0,1,2,29,13,12476
0,1,2,30,14,12448
0,1,2,31,15,12484
0,1,3,0,0,12297
0,1,3,1,1,12393
0,1,3,2,2,12277
0,1,3,3,3,12373
0,1,3,4,4,12366
0,1,3,5,5,12408
0,1,3,6,6,12360
0,1,3,7,7,12325
0,1,3,8,8,12394
0,1,3,9,9,12389
0,1,3,10,10,12384
0,1,3,11,11,12431
0,1,3,12,12,12358
0,1,3,13,13,12416
0,1,3,14,14,12357
0,1,3,15,15,12410
