region,block,slot,observation,bank,cycles
0,0,0,0,0,12479
0,0,0,1,1,12439
0,0,0,2,2,12359
0,0,0,3,3,12351
0,0,0,4,4,12366
0,0,0,5,5,12374
0,0,0,6,6,12497
0,0,0,7,7,12498
0,0,0,8,8,12355
0,0,0,9,9,12356
0,0,0,10,10,12353
0,0,0,11,11,12307
0,0,0,12,12,12508
0,0,0,13,13,12498
0,0,0,14,14,12478
0,0,0,15,15,12380
0,0,0,16,0,12349
0,0,0,17,1,12489
0,0,0,18,2,12448
0,0,0,19,3,12428
0,0,0,20,4,12353
0,0,0,21,5,12390
0,0,0,22,6,12420
0,0,0,23,7,12365
0,0,0,24,8,12380
0,0,0,25,9,12827
0,0,0,26,10,12389
0,0,0,27,11,12304
0,0,0,28,12,12480
0,0,0,29,13,12450
0,0,0,30,14,12447
0,0,0,31,15,12427
0,0,1,0,0,12378
0,0,1,1,1,12238
0,0,1,2,2,12263
0,0,1,3,3,12303
0,0,1,4,4,12404
0,0,1,5,5,12289
0,0,1,6,6,12239
0,0,1,7,7,12300
0,0,1,8,8,12342
0,0,1,9,9,12243
0,0,1,10,10,12340
0,0,1,11,11,12339
0,0,1,12,12,12251
0,0,1,13,13,12333
0,0,1,14,14,12279
0,0,1,15,15,12337
0,0,1,16,0,12334
0,0,1,17,1,12253
0,0,1,18,2,12313
0,0,1,19,3,12326
0,0,1,20,4,12443
0,0,1,21,5,12425
0,0,1,22,6,12352
0,0,1,23,7,12460
0,0,1,24,8,12427
0,0,1,25,9,12323
0,0,1,26,10,12476
0,0,1,27,11,12377
0,0,1,28,12,12436
0,0,1,29,13,12337
0,0,1,30,14,12334
0,0,1,31,15,12292
0,0,2,0,0,12355
0,0,2,1,1,12368
0,0,2,2,2,12307
0,0,2,3,3,12273
0,0,2,4,4,12252
0,0,2,5,5,12367
0,0,2,6,6,12258
0,0,2,7,7,12397
0,0,2,8,8,12437
0,0,2,9,9,12290
0,0,2,10,10,12350
0,0,2,11,11,12224
0,0,2,12,12,12207
0,0,2,13,13,12324
0,0,2,14,14,12320
0,0,2,15,15,12272
0,0,2,16,0,12259
0,0,2,17,1,12367
0,0,2,18,2,12384
0,0,2,19,3,12379
0,0,2,20,4,12327
0,0,2,21,5,12336
0,0,2,22,6,12407
0,0,2,23,7,12345
0,0,2,24,8,12254
0,0,2,25,9,12342
0,0,2,26,10,12326
0,0,2,27,11,12356
0,0,2,28,12,12245
0,0,2,29,13,12298
0,0,2,30,14,12380
0,0,2,31,15,12287
0,0,3,0,0,12350
0,0,3,1,1,12341
0,0,3,2,2,12515
0,0,3,3,3,12333
0,0,3,4,4,12421
0,0,3,5,5,12472
0,0,3,6,6,12346
0,0,3,7,7,12478
0,0,3,8,8,12442
0,0,3,9,9,12318
0,0,3,10,10,12353
0,0,3,11,11,12351
0,0,3,12,12,12406
0,0,3,13,13,12338
0,0,3,14,14,12354
0,0,3,15,15,12369
0,0,3,16,0,12339
0,0,3,17,1,12367
0,0,3,18,2,12364
0,0,3,19,3,12261
0,0,3,20,4,12468
0,0,3,21,5,12324
0,0,3,22,6,12420
0,0,3,23,7,12354
0,0,3,24,8,12399
0,0,3,25,9,13309
0,0,3,26,10,12374
0,0,3,27,11,12321
0,0,3,28,12,12291
0,0,3,29,13,12396
0,0,3,30,14,12376
0,0,3,31,15,35676
0,1,0,0,0,12444
0,1,0,1,1,12407
0,1,0,2,2,12450
0,1,0,3,3,12458
0,1,0,4,4,12311
0,1,0,5,5,12308
0,1,0,6,6,12313
0,1,0,7,7,12312
0,1,0,8,8,12301
0,1,0,9,9,12343
0,1,0,10,10,12337
0,1,0,11,11,12360
0,1,0,12,12,12384
0,1,0,13,13,12451
0,1,0,14,14,12275
0,1,0,15,15,12340
0,1,0,16,0,12378
0,1,0,17,1,12308
0,1,0,18,2,12291
0,1,0,19,3,12246
0,1,0,20,4,12399
0,1,0,21,5,12318
0,1,0,22,6,12354
0,1,0,23,7,12341
0,1,0,24,8,12290
0,1,0,25,9,12273
0,1,0,26,10,12237
0,1,0,27,11,12368
0,1,0,28,12,12317
0,1,0,29,13,12403
0,1,0,30,14,12313
0,1,0,31,15,12433
0,1,1,0,0,12436
0,1,1,1,1,12358
0,1,1,2,2,12377
0,1,1,3,3,12441
0,1,1,4,4,12363
0,1,1,5,5,12370
0,1,1,6,6,12348
0,1,1,7,7,12455
0,1,1,8,8,12453
0,1,1,9,9,12391
0,1,1,10,10,12372
0,1,1,11,11,12476
0,1,1,12,12,12433
0,1,1,13,13,12385
0,1,1,14,14,12347
0,1,1,15,15,12291
0,1,1,16,0,12406
0,1,1,17,1,12293
0,1,1,18,2,12401
0,1,1,19,3,12410
0,1,1,20,4,12350
0,1,1,21,5,12514
0,1,1,22,6,12347
0,1,1,23,7,12382
0,1,1,24,8,12381
0,1,1,25,9,12395
0,1,1,26,10,12464
0,1,1,27,11,12401
0,1,1,28,12,12467
0,1,1,29,13,12463
0,1,1,30,14,12383
0,1,1,31,15,12513
0,1,2,0,0,12350
0,1,2,1,1,12432
0,1,2,2,2,12499
0,1,2,3,3,12290
0,1,2,4,4,12386
0,1,2,5,5,12416
0,1,2,6,6,12359
0,1,2,7,7,12393
0,1,2,8,8,12322
0,1,2,9,9,12511
0,1,2,10,10,12375
0,1,2,11,11,12323
0,1,2,12,12,12354
0,1,2,13,13,12390
0,1,2,14,14,12349
0,1,2,15,15,12355
0,1,2,16,0,12345
0,1,2,17,1,12355
0,1,2,18,2,12377
0,1,2,19,3,12364
0,1,2,20,4,12325
0,1,2,21,5,12383
0,1,2,22,6,13073
0,1,2,23,7,12406
0,1,2,24,8,12352
0,1,2,25,9,12400
0,1,2,26,10,12489
0,1,2,27,11,30777
0,1,2,28,12,24185
0,1,2,29,13,12477
0,1,2,30,14,12513
0,1,2,31,15,12363
0,1,3,0,0,12339
0,1,3,1,1,13513
0,1,3,2,2,12371
0,1,3,3,3,13100
0,1,3,4,4,12433
0,1,3,5,5,12434
0,1,3,6,6,12370
0,1,3,7,7,12461
0,1,3,8,8,12444
0,1,3,9,9,12319
0,1,3,10,10,12394
0,1,3,11,11,12461
0,1,3,12,12,12338
0,1,3,13,13,12360
0,1,3,14,14,12433
0,1,3,15,15,12357
0,1,3,16,0,12386
0,1,3,17,1,12392
0,1,3,18,2,12414
0,1,3,19,3,12350
0,1,3,20,4,12360
0,1,3,21,5,12422
0,1,3,22,6,12460
0,1,3,23,7,12415
0,1,3,24,8,12463
0,1,3,25,9,12394
0,1,3,26,10,12364
0,1,3,27,11,12417
0,1,3,28,12,12399
0,1,3,29,13,12400
0,1,3,30,14,12415
0,1,3,31,15,12393
0,2,0,0,0,12368
0,2,0,1,1,12341
0,2,0,2,2,12439
0,2,0,3,3,12435
0,2,0,4,4,12478
0,2,0,5,5,12441
0,2,0,6,6,12467
0,2,0,7,7,12507
0,2,0,8,8,12465
0,2,0,9,9,12420
0,2,0,10,10,12509
0,2,0,11,11,12496
0,2,0,12,12,12478
0,2,0,13,13,12498
0,2,0,14,14,12420
0,2,0,15,15,12507
0,2,0,16,0,12466
0,2,0,17,1,12461
0,2,0,18,2,12497
0,2,0,19,3,12555
0,2,0,20,4,12350
0,2,0,21,5,12493
0,2,0,22,6,12465
0,2,0,23,7,12497
0,2,0,24,8,12480
0,2,0,25,9,12450
0,2,0,26,10,12498
0,2,0,27,11,12454
0,2,0,28,12,12432
0,2,0,29,13,12517
0,2,0,30,14,12398
0,2,0,31,15,12539
0,2,1,0,0,12404
0,2,1,1,1,12471
0,2,1,2,2,12444
0,2,1,3,3,12321
0,2,1,4,4,12373
0,2,1,5,5,12365
0,2,1,6,6,12468
0,2,1,7,7,12416
