region,block,slot,observation,bank,cycles
0,0,0,0,0,12462
0,0,0,1,1,12382
0,0,0,2,2,12321
0,0,0,3,3,12461
0,0,0,4,4,12506
0,0,0,5,5,12556
0,0,0,6,6,12483
0,0,0,7,7,12471
0,0,0,8,8,12473
0,0,0,9,9,12490
0,0,0,10,10,12432
0,0,0,11,11,12378
0,0,0,12,12,12420
0,0,0,13,13,12495
0,0,0,14,14,12478
0,0,0,15,15,12437
0,0,0,16,0,12468
0,0,0,17,1,12428
0,0,0,18,2,12412
0,0,0,19,3,12475
0,0,0,20,4,12508
0,0,0,21,5,12485
0,0,0,22,6,12443
0,0,0,23,7,12523
0,0,0,24,8,12488
0,0,0,25,9,23268
0,0,0,26,10,12417
0,0,0,27,11,12440
0,0,0,28,12,12325
0,0,0,29,13,12404
0,0,0,30,14,12385
0,0,0,31,15,12457
0,0,1,0,0,12388
0,0,1,1,1,12355
0,0,1,2,2,12391
0,0,1,3,3,12389
0,0,1,4,4,12348
0,0,1,5,5,12383
0,0,1,6,6,12355
0,0,1,7,7,12263
0,0,1,8,8,12299
0,0,1,9,9,12364
0,0,1,10,10,12391
0,0,1,11,11,12415
0,0,1,12,12,12229
0,0,1,13,13,12292
0,0,1,14,14,12282
0,0,1,15,15,12329
0,0,1,16,0,12405
0,0,1,17,1,12275
0,0,1,18,2,12346
0,0,1,19,3,12302
0,0,1,20,4,12384
0,0,1,21,5,12309
0,0,1,22,6,12400
0,0,1,23,7,12290
0,0,1,24,8,12350
0,0,1,25,9,12411
0,0,1,26,10,12359
0,0,1,27,11,12387
0,0,1,28,12,12314
0,0,1,29,13,12362
0,0,1,30,14,12364
0,0,1,31,15,12380
0,0,2,0,0,12302
0,0,2,1,1,12381
0,0,2,2,2,12276
0,0,2,3,3,12294
0,0,2,4,4,12321
0,0,2,5,5,12426
0,0,2,6,6,12325
0,0,2,7,7,12331
0,0,2,8,8,12351
0,0,2,9,9,12313
0,0,2,10,10,12242
0,0,2,11,11,12348
0,0,2,12,12,12258
0,0,2,13,13,12274
0,0,2,14,14,12341
0,0,2,15,15,12276
0,0,2,16,0,12353
0,0,2,17,1,12448
0,0,2,18,2,12352
0,0,2,19,3,12364
0,0,2,20,4,12380
0,0,2,21,5,12449
0,0,2,22,6,12276
0,0,2,23,7,12312
0,0,2,24,8,12342
0,0,2,25,9,12442
0,0,2,26,10,12330
0,0,2,27,11,12319
0,0,2,28,12,12411
0,0,2,29,13,12502
0,0,2,30,14,12324
0,0,2,31,15,12320
0,0,3,0,0,12433
0,0,3,1,1,12437
0,0,3,2,2,12474
0,0,3,3,3,12425
0,0,3,4,4,12459
0,0,3,5,5,12562
0,0,3,6,6,12482
0,0,3,7,7,12476
0,0,3,8,8,12430
0,0,3,9,9,12350
0,0,3,10,10,12432
0,0,3,11,11,12408
0,0,3,12,12,12498
0,0,3,13,13,12490
0,0,3,14,14,12324
0,0,3,15,15,12407
0,0,3,16,0,12360
0,0,3,17,1,12344
0,0,3,18,2,12522
0,0,3,19,3,12338
0,0,3,20,4,12577
0,0,3,21,5,12442
0,0,3,22,6,12419
0,0,3,23,7,12381
0,0,3,24,8,12462
0,0,3,25,9,12384
0,0,3,26,10,12421
0,0,3,27,11,12368
0,0,3,28,12,12338
0,0,3,29,13,12476
0,0,3,30,14,12440
0,0,3,31,15,12384
0,1,0,0,0,12468
0,1,0,1,1,12443
0,1,0,2,2,12243
0,1,0,3,3,12399
0,1,0,4,4,12453
0,1,0,5,5,12333
0,1,0,6,6,12353
0,1,0,7,7,12295
0,1,0,8,8,12397
0,1,0,9,9,12393
0,1,0,10,10,12502
0,1,0,11,11,12362
0,1,0,12,12,12447
0,1,0,13,13,12328
0,1,0,14,14,12396
0,1,0,15,15,12324
0,1,0,16,0,12392
0,1,0,17,1,12354
0,1,0,18,2,12423
0,1,0,19,3,12253
0,1,0,20,4,12370
0,1,0,21,5,12358
0,1,0,22,6,12397
0,1,0,23,7,12279
0,1,0,24,8,12328
0,1,0,25,9,12366
0,1,0,26,10,12355
0,1,0,27,11,12277
0,1,0,28,12,12332
0,1,0,29,13,12274
0,1,0,30,14,12356
0,1,0,31,15,12337
0,1,1,0,0,12471
0,1,1,1,1,12428
0,1,1,2,2,12446
0,1,1,3,3,12430
0,1,1,4,4,12481
0,1,1,5,5,12471
0,1,1,6,6,12394
0,1,1,7,7,12441
0,1,1,8,8,12420
0,1,1,9,9,12538
0,1,1,10,10,12473
0,1,1,11,11,12425
0,1,1,12,12,12393
0,1,1,13,13,12476
0,1,1,14,14,12480
0,1,1,15,15,12516
0,1,1,16,0,12479
0,1,1,17,1,12396
0,1,1,18,2,12402
0,1,1,19,3,12375
0,1,1,20,4,12436
0,1,1,21,5,12357
0,1,1,22,6,12383
0,1,1,23,7,12309
0,1,1,24,8,12394
0,1,1,25,9,12372
0,1,1,26,10,12380
0,1,1,27,11,12326
0,1,1,28,12,12465
0,1,1,29,13,12343
0,1,1,30,14,12378
0,1,1,31,15,12463
0,1,2,0,0,12464
0,1,2,1,1,12453
0,1,2,2,2,12319
0,1,2,3,3,12294
0,1,2,4,4,12350
0,1,2,5,5,12381
0,1,2,6,6,12395
0,1,2,7,7,12335
0,1,2,8,8,12487
0,1,2,9,9,12415
0,1,2,10,10,12366
0,1,2,11,11,12387
0,1,2,12,12,12369
0,1,2,13,13,12377
0,1,2,14,14,12309
0,1,2,15,15,12397
0,1,2,16,0,12432
0,1,2,17,1,12348
0,1,2,18,2,12298
0,1,2,19,3,12375
0,1,2,20,4,12972
0,1,2,21,5,12339
0,1,2,22,6,12334
0,1,2,23,7,12355
0,1,2,24,8,12348
0,1,2,25,9,12478
0,1,2,26,10,12367
0,1,2,27,11,12419
0,1,2,28,12,12363
0,1,2,29,13,12371
0,1,2,30,14,12340
0,1,2,31,15,12373
0,1,3,0,0,12350
0,1,3,1,1,12290
0,1,3,2,2,12272
0,1,3,3,3,12286
0,1,3,4,4,12409
0,1,3,5,5,12287
0,1,3,6,6,12363
0,1,3,7,7,12279
0,1,3,8,8,12355
0,1,3,9,9,12276
0,1,3,10,10,12327
0,1,3,11,11,12353
0,1,3,12,12,12404
0,1,3,13,13,12273
0,1,3,14,14,12287
0,1,3,15,15,12296
0,1,3,16,0,12452
0,1,3,17,1,12377
0,1,3,18,2,12500
0,1,3,19,3,12261
0,1,3,20,4,12433
0,1,3,21,5,12375
0,1,3,22,6,12360
0,1,3,23,7,12399
0,1,3,24,8,12351
0,1,3,25,9,12303
0,1,3,26,10,12214
0,1,3,27,11,12327
0,1,3,28,12,12363
0,1,3,29,13,12319
0,1,3,30,14,12268
0,1,3,31,15,12419
0,2,0,0,0,12337
0,2,0,1,1,12433
0,2,0,2,2,12328
0,2,0,3,3,12323
0,2,0,4,4,12435
0,2,0,5,5,12446
0,2,0,6,6,12370
0,2,0,7,7,12381
0,2,0,8,8,12344
0,2,0,9,9,12372
0,2,0,10,10,12373
0,2,0,11,11,12398
0,2,0,12,12,12474
0,2,0,13,13,12397
0,2,0,14,14,12391
0,2,0,15,15,12337
0,2,0,16,0,12352
0,2,0,17,1,12350
0,2,0,18,2,12304
0,2,0,19,3,12328
0,2,0,20,4,12424
0,2,0,21,5,12473
0,2,0,22,6,12407
0,2,0,23,7,12397
0,2,0,24,8,12325
