region,block,slot,observation,bank,cycles
0,0,0,0,0,12435
0,0,0,1,1,12400
0,0,0,2,2,12449
0,0,0,3,3,12467
0,0,0,4,4,12396
0,0,0,5,5,12310
0,0,0,6,6,12302
0,0,0,7,7,12483
0,0,0,8,8,12480
0,0,0,9,9,12876
0,0,0,10,10,12528
0,0,0,11,11,12350
0,0,0,12,12,12480
0,0,0,13,13,12399
0,0,0,14,14,12419
0,0,0,15,15,12399
0,0,0,16,0,12377
0,0,0,17,1,12352
0,0,0,18,2,12422
0,0,0,19,3,12408
0,0,0,20,4,12384
0,0,0,21,5,12393
0,0,0,22,6,12340
0,0,0,23,7,12411
0,0,0,24,8,12361
0,0,0,25,9,12334
0,0,0,26,10,12300
0,0,0,27,11,12330
0,0,0,28,12,12424
0,0,0,29,13,12467
0,0,0,30,14,12340
0,0,0,31,15,12415
0,0,1,0,0,12297
0,0,1,1,1,12249
0,0,1,2,2,12357
0,0,1,3,3,12291
0,0,1,4,4,12280
0,0,1,5,5,12459
0,0,1,6,6,12386
0,0,1,7,7,12246
0,0,1,8,8,12267
0,0,1,9,9,12379
0,0,1,10,10,12333
0,0,1,11,11,12340
0,0,1,12,12,12448
0,0,1,13,13,12311
0,0,1,14,14,12285
0,0,1,15,15,12300
0,0,1,16,0,12348
0,0,1,17,1,12297
0,0,1,18,2,12344
0,0,1,19,3,12395
0,0,1,20,4,12314
0,0,1,21,5,12388
0,0,1,22,6,12262
0,0,1,23,7,12291
0,0,1,24,8,12321
0,0,1,25,9,12312
0,0,1,26,10,12264
0,0,1,27,11,12392
0,0,1,28,12,12339
0,0,1,29,13,12299
0,0,1,30,14,12322
0,0,1,31,15,12353
0,0,2,0,0,12254
0,0,2,1,1,12318
0,0,2,2,2,12297
0,0,2,3,3,12352
0,0,2,4,4,12325
0,0,2,5,5,12247
0,0,2,6,6,12406
0,0,2,7,7,12264
0,0,2,8,8,12325
0,0,2,9,9,12358
0,0,2,10,10,12258
0,0,2,11,11,12398
0,0,2,12,12,12278
0,0,2,13,13,12312
0,0,2,14,14,12222
0,0,2,15,15,12381
0,0,2,16,0,12341
0,0,2,17,1,12279
0,0,2,18,2,12305
0,0,2,19,3,12419
0,0,2,20,4,12268
0,0,2,21,5,12368
0,0,2,22,6,12259
0,0,2,23,7,12338
0,0,2,24,8,12264
0,0,2,25,9,12280
0,0,2,26,10,12320
0,0,2,27,11,12258
0,0,2,28,12,12251
0,0,2,29,13,12266
0,0,2,30,14,12279
0,0,2,31,15,12353
0,0,3,0,0,12365
0,0,3,1,1,12383
0,0,3,2,2,12322
0,0,3,3,3,12392
0,0,3,4,4,12330
0,0,3,5,5,12294
0,0,3,6,6,12369
0,0,3,7,7,12295
0,0,3,8,8,12400
