region,block,slot,observation,bank,cycles
0,0,0,0,0,12574
0,0,0,1,1,12364
0,0,0,2,2,12303
0,0,0,3,3,12412
0,0,0,4,4,12376
0,0,0,5,5,12303
0,0,0,6,6,12542
0,0,0,7,7,12372
0,0,0,8,8,12338
0,0,0,9,9,12328
0,0,0,10,10,12378
0,0,0,11,11,12433
0,0,0,12,12,12470
0,0,0,13,13,12344
0,0,0,14,14,12295
0,0,0,15,15,12420
0,0,0,16,0,12516
0,0,0,17,1,12403
0,0,0,18,2,12404
0,0,0,19,3,12347
0,0,0,20,4,12382
0,0,0,21,5,12429
0,0,0,22,6,12409
0,0,0,23,7,12374
0,0,0,24,8,12361
0,0,0,25,9,12491
0,0,0,26,10,12442
0,0,0,27,11,12356
0,0,0,28,12,12459
0,0,0,29,13,12437
0,0,0,30,14,12455
0,0,0,31,15,12496
0,0,1,0,0,12319
0,0,1,1,1,12340
0,0,1,2,2,12405
0,0,1,3,3,12290
0,0,1,4,4,12280
0,0,1,5,5,12294
0,0,1,6,6,12257
0,0,1,7,7,12530
0,0,1,8,8,12417
0,0,1,9,9,12251
0,0,1,10,10,12290
0,0,1,11,11,12275
0,0,1,12,12,12313
0,0,1,13,13,12371
0,0,1,14,14,12259
0,0,1,15,15,12249
0,0,1,16,0,12276
0,0,1,17,1,12315
0,0,1,18,2,12424
0,0,1,19,3,12289
0,0,1,20,4,12395
0,0,1,21,5,12429
0,0,1,22,6,12294
0,0,1,23,7,12365
0,0,1,24,8,12261
0,0,1,25,9,12277
0,0,1,26,10,12188
0,0,1,27,11,12308
0,0,1,28,12,12432
0,0,1,29,13,12475
0,0,1,30,14,12408
0,0,1,31,15,12346
0,0,2,0,0,12335
0,0,2,1,1,12326
0,0,2,2,2,12421
0,0,2,3,3,12399
0,0,2,4,4,12311
0,0,2,5,5,12352
0,0,2,6,6,12445
0,0,2,7,7,12283
0,0,2,8,8,12362
0,0,2,9,9,12453
0,0,2,10,10,12415
0,0,2,11,11,12312
0,0,2,12,12,12297
0,0,2,13,13,12250
0,0,2,14,14,12357
0,0,2,15,15,12306
0,0,2,16,0,12390
0,0,2,17,1,12357
0,0,2,18,2,12323
0,0,2,19,3,12320
0,0,2,20,4,12379
0,0,2,21,5,12427
0,0,2,22,6,12378
0,0,2,23,7,12268
0,0,2,24,8,12338
0,0,2,25,9,12308
0,0,2,26,10,12399
0,0,2,27,11,12334
0,0,2,28,12,12358
0,0,2,29,13,12364
0,0,2,30,14,12283
