region,block,slot,observation,bank,cycles
0,0,0,0,0,12423
0,0,0,1,1,12305
0,0,0,2,2,12430
0,0,0,3,3,12420
0,0,0,4,4,23299
0,0,0,5,5,12468
0,0,0,6,6,12488
0,0,0,7,7,12495
0,0,0,8,8,12416
0,0,0,9,9,12478
0,0,0,10,10,12517
0,0,0,11,11,12451
0,0,0,12,12,12484
0,0,0,13,13,12484
0,0,0,14,14,12466
0,0,0,15,15,12494
0,0,0,16,0,12445
0,0,0,17,1,12439
0,0,0,18,2,12457
0,0,0,19,3,12479
0,0,0,20,4,12502
0,0,0,21,5,13306
0,0,0,22,6,12449
0,0,0,23,7,12398
0,0,0,24,8,12470
0,0,0,25,9,12486
0,0,0,26,10,12803
0,0,0,27,11,12493
0,0,0,28,12,12447
0,0,0,29,13,12537
0,0,0,30,14,12543
0,0,0,31,15,12467
0,0,1,0,0,12260
0,0,1,1,1,12309
0,0,1,2,2,12375
0,0,1,3,3,12344
0,0,1,4,4,12453
0,0,1,5,5,12380
0,0,1,6,6,12255
0,0,1,7,7,12420
0,0,1,8,8,12360
0,0,1,9,9,12436
0,0,1,10,10,12306
0,0,1,11,11,12462
0,0,1,12,12,12467
0,0,1,13,13,12454
0,0,1,14,14,12419
0,0,1,15,15,12470
0,0,1,16,0,12445
0,0,1,17,1,12386
0,0,1,18,2,12434
0,0,1,19,3,12480
0,0,1,20,4,12363
0,0,1,21,5,12448
0,0,1,22,6,12437
0,0,1,23,7,12367
0,0,1,24,8,12449
0,0,1,25,9,12433
0,0,1,26,10,12332
0,0,1,27,11,12400
0,0,1,28,12,12379
0,0,1,29,13,12444
0,0,1,30,14,12320
0,0,1,31,15,12436
0,0,2,0,0,12501
0,0,2,1,1,12376
0,0,2,2,2,12390
0,0,2,3,3,12479
0,0,2,4,4,12369
0,0,2,5,5,12387
0,0,2,6,6,12452
0,0,2,7,7,12326
0,0,2,8,8,12455
0,0,2,9,9,12332
0,0,2,10,10,12388
0,0,2,11,11,12336
0,0,2,12,12,12409
0,0,2,13,13,12359
0,0,2,14,14,12386
0,0,2,15,15,12417
0,0,2,16,0,12372
0,0,2,17,1,12414
0,0,2,18,2,12439
0,0,2,19,3,12327
0,0,2,20,4,12406
0,0,2,21,5,12385
0,0,2,22,6,12433
0,0,2,23,7,12389
0,0,2,24,8,12440
0,0,2,25,9,12417
0,0,2,26,10,12389
0,0,2,27,11,12378
0,0,2,28,12,12391
0,0,2,29,13,12463
0,0,2,30,14,12458
0,0,2,31,15,12327
0,0,3,0,0,12317
0,0,3,1,1,12380
0,0,3,2,2,12345
0,0,3,3,3,12329
0,0,3,4,4,12394
0,0,3,5,5,12556
0,0,3,6,6,12342
0,0,3,7,7,12359
0,0,3,8,8,12363
0,0,3,9,9,12365
0,0,3,10,10,12442
0,0,3,11,11,12396
0,0,3,12,12,12419
0,0,3,13,13,12562
0,0,3,14,14,12289
0,0,3,15,15,12368
0,0,3,16,0,12419
0,0,3,17,1,12388
0,0,3,18,2,12445
0,0,3,19,3,12373
0,0,3,20,4,12461
0,0,3,21,5,12424
0,0,3,22,6,12488
0,0,3,23,7,12458
0,0,3,24,8,12432
0,0,3,25,9,12522
0,0,3,26,10,12588
0,0,3,27,11,12445
0,0,3,28,12,12343
0,0,3,29,13,12352
0,0,3,30,14,12417
0,0,3,31,15,12363
0,1,0,0,0,12225
0,1,0,1,1,12283
0,1,0,2,2,12299
0,1,0,3,3,12297
0,1,0,4,4,12320
0,1,0,5,5,12333
0,1,0,6,6,12422
0,1,0,7,7,12268
0,1,0,8,8,12402
0,1,0,9,9,12320
0,1,0,10,10,12259
0,1,0,11,11,12264
0,1,0,12,12,12381
0,1,0,13,13,12410
0,1,0,14,14,12419
0,1,0,15,15,12318
0,1,0,16,0,12310
0,1,0,17,1,12221
0,1,0,18,2,12391
0,1,0,19,3,12464
0,1,0,20,4,12247
0,1,0,21,5,12302
0,1,0,22,6,12332
0,1,0,23,7,12305
0,1,0,24,8,12247
0,1,0,25,9,12305
0,1,0,26,10,12270
0,1,0,27,11,12295
0,1,0,28,12,12246
0,1,0,29,13,12291
0,1,0,30,14,12307
0,1,0,31,15,12289
0,1,1,0,0,12408
0,1,1,1,1,12370
0,1,1,2,2,12402
0,1,1,3,3,12337
0,1,1,4,4,12512
0,1,1,5,5,12345
0,1,1,6,6,12356
0,1,1,7,7,12277
0,1,1,8,8,12315
0,1,1,9,9,12360
0,1,1,10,10,12479
0,1,1,11,11,12408
0,1,1,12,12,12279
0,1,1,13,13,12397
0,1,1,14,14,12329
0,1,1,15,15,12361
0,1,1,16,0,12382
0,1,1,17,1,12399
0,1,1,18,2,12318
0,1,1,19,3,12402
0,1,1,20,4,12370
0,1,1,21,5,12434
0,1,1,22,6,12338
0,1,1,23,7,12314
0,1,1,24,8,12389
0,1,1,25,9,12371
0,1,1,26,10,12368
0,1,1,27,11,12392
0,1,1,28,12,12532
0,1,1,29,13,12379
0,1,1,30,14,12387
0,1,1,31,15,12376
0,1,2,0,0,12453
0,1,2,1,1,12429
0,1,2,2,2,12409
0,1,2,3,3,12457
0,1,2,4,4,12478
0,1,2,5,5,12372
0,1,2,6,6,12430
0,1,2,7,7,12431
0,1,2,8,8,12461
0,1,2,9,9,12519
0,1,2,10,10,12477
0,1,2,11,11,12492
0,1,2,12,12,12483
0,1,2,13,13,12471
0,1,2,14,14,12436
0,1,2,15,15,12404
0,1,2,16,0,12469
0,1,2,17,1,12459
0,1,2,18,2,12515
0,1,2,19,3,12424
0,1,2,20,4,12472
0,1,2,21,5,12450
0,1,2,22,6,12435
0,1,2,23,7,12495
0,1,2,24,8,12546
0,1,2,25,9,12472
0,1,2,26,10,12473
0,1,2,27,11,12456
0,1,2,28,12,12497
0,1,2,29,13,12291
0,1,2,30,14,12460
0,1,2,31,15,12418
0,1,3,0,0,12349
0,1,3,1,1,12370
0,1,3,2,2,12473
0,1,3,3,3,12483
0,1,3,4,4,12339
0,1,3,5,5,12403
0,1,3,6,6,12336
0,1,3,7,7,12344
0,1,3,8,8,12457
0,1,3,9,9,12422
0,1,3,10,10,12342
0,1,3,11,11,12427
0,1,3,12,12,12337
0,1,3,13,13,12408
0,1,3,14,14,12419
0,1,3,15,15,12367
0,1,3,16,0,12414
0,1,3,17,1,12380
0,1,3,18,2,12374
0,1,3,19,3,12415
0,1,3,20,4,12410
0,1,3,21,5,12366
0,1,3,22,6,12375
0,1,3,23,7,12487
0,1,3,24,8,12406
0,1,3,25,9,12387
0,1,3,26,10,12413
0,1,3,27,11,12324
0,1,3,28,12,12437
0,1,3,29,13,12359
0,1,3,30,14,12435
0,1,3,31,15,12377
0,2,0,0,0,12453
0,2,0,1,1,12517
0,2,0,2,2,12467
0,2,0,3,3,12524
0,2,0,4,4,12517
0,2,0,5,5,12497
0,2,0,6,6,12474
0,2,0,7,7,12452
0,2,0,8,8,12520
0,2,0,9,9,12470
0,2,0,10,10,12527
0,2,0,11,11,12415
0,2,0,12,12,12397
0,2,0,13,13,12532
0,2,0,14,14,12465
0,2,0,15,15,12498
0,2,0,16,0,12448
0,2,0,17,1,12324
0,2,0,18,2,12472
0,2,0,19,3,12539
0,2,0,20,4,12371
