stage1_order,branch,group,n3,n32,n32_lane,quartic_lane,source_chunk_role,source_chunk,source_block_k,source_branch_pos,source_after_top_split_pos,low_input_pos,high_input_pos,top_zeta_mont,top_zeta_normal,top_split_formula,twist_table,twist_index,twist_mont,twist_normal,operation,ld4_load_chunk_low,ld4_load_chunk_high,ld4_vector_lane,ld4_staging_expr,ld4_staging_coeff_offset,ld4_staging_byte_offset,dft3_ld4_load_row,dft3_ld4_output_register,ld3_staging_expr,ld3_staging_coeff_offset,ld3_staging_byte_offset,dft3_ld3_load_group,dft3_ld3_output_register,notes
261,0,2,2,17,1,1,A,2,17,69,69,69,453,-1033,2735,low_plus_zeta_high,twist_branch0,17,-1728,3116,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],1,tmp_ld4[branch0][group2][n32][n32_lane1][q1],261,522,ld4_tmp_ld4_branch0_group2_n32,x2_q1_vlane1,tmp_ld3[branch0][q1][group2][n32_lane1][n32],149,298,ld3_tmp_ld3_branch0_q1_group2,x2_vlane1,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
262,0,2,2,17,1,2,A,2,17,70,70,70,454,-1033,2735,low_plus_zeta_high,twist_branch0,17,-1728,3116,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],1,tmp_ld4[branch0][group2][n32][n32_lane1][q2],262,524,ld4_tmp_ld4_branch0_group2_n32,x2_q2_vlane1,tmp_ld3[branch0][q2][group2][n32_lane1][n32],245,490,ld3_tmp_ld3_branch0_q2_group2,x2_vlane1,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
263,0,2,2,17,1,3,A,2,17,71,71,71,455,-1033,2735,low_plus_zeta_high,twist_branch0,17,-1728,3116,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],1,tmp_ld4[branch0][group2][n32][n32_lane1][q3],263,526,ld4_tmp_ld4_branch0_group2_n32,x2_q3_vlane1,tmp_ld3[branch0][q3][group2][n32_lane1][n32],341,682,ld3_tmp_ld3_branch0_q3_group2,x2_vlane1,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
264,0,2,2,18,2,0,B,6,50,200,200,200,584,-1033,2735,low_plus_zeta_high,twist_branch0,50,-1257,3395,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],2,tmp_ld4[branch0][group2][n32][n32_lane2][q0],264,528,ld4_tmp_ld4_branch0_group2_n32,x2_q0_vlane2,tmp_ld3[branch0][q0][group2][n32_lane2][n32],56,112,ld3_tmp_ld3_branch0_q0_group2,x2_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
265,0,2,2,18,2,1,B,6,50,201,201,201,585,-1033,2735,low_plus_zeta_high,twist_branch0,50,-1257,3395,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],2,tmp_ld4[branch0][group2][n32][n32_lane2][q1],265,530,ld4_tmp_ld4_branch0_group2_n32,x2_q1_vlane2,tmp_ld3[branch0][q1][group2][n32_lane2][n32],152,304,ld3_tmp_ld3_branch0_q1_group2,x2_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
266,0,2,2,18,2,2,B,6,50,202,202,202,586,-1033,2735,low_plus_zeta_high,twist_branch0,50,-1257,3395,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],2,tmp_ld4[branch0][group2][n32][n32_lane2][q2],266,532,ld4_tmp_ld4_branch0_group2_n32,x2_q2_vlane2,tmp_ld3[branch0][q2][group2][n32_lane2][n32],248,496,ld3_tmp_ld3_branch0_q2_group2,x2_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
267,0,2,2,18,2,3,B,6,50,203,203,203,587,-1033,2735,low_plus_zeta_high,twist_branch0,50,-1257,3395,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],2,tmp_ld4[branch0][group2][n32][n32_lane2][q3],267,534,ld4_tmp_ld4_branch0_group2_n32,x2_q3_vlane2,tmp_ld3[branch0][q3][group2][n32_lane2][n32],344,688,ld3_tmp_ld3_branch0_q3_group2,x2_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
268,0,2,2,19,3,0,C,10,83,332,332,332,716,-1033,2735,low_plus_zeta_high,twist_branch0,83,400,303,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],3,tmp_ld4[branch0][group2][n32][n32_lane3][q0],268,536,ld4_tmp_ld4_branch0_group2_n32,x2_q0_vlane3,tmp_ld3[branch0][q0][group2][n32_lane3][n32],59,118,ld3_tmp_ld3_branch0_q0_group2,x2_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
269,0,2,2,19,3,1,C,10,83,333,333,333,717,-1033,2735,low_plus_zeta_high,twist_branch0,83,400,303,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],3,tmp_ld4[branch0][group2][n32][n32_lane3][q1],269,538,ld4_tmp_ld4_branch0_group2_n32,x2_q1_vlane3,tmp_ld3[branch0][q1][group2][n32_lane3][n32],155,310,ld3_tmp_ld3_branch0_q1_group2,x2_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
270,0,2,2,19,3,2,C,10,83,334,334,334,718,-1033,2735,low_plus_zeta_high,twist_branch0,83,400,303,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],3,tmp_ld4[branch0][group2][n32][n32_lane3][q2],270,540,ld4_tmp_ld4_branch0_group2_n32,x2_q2_vlane3,tmp_ld3[branch0][q2][group2][n32_lane3][n32],251,502,ld3_tmp_ld3_branch0_q2_group2,x2_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
271,0,2,2,19,3,3,C,10,83,335,335,335,719,-1033,2735,low_plus_zeta_high,twist_branch0,83,400,303,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],3,tmp_ld4[branch0][group2][n32][n32_lane3][q3],271,542,ld4_tmp_ld4_branch0_group2_n32,x2_q3_vlane3,tmp_ld3[branch0][q3][group2][n32_lane3][n32],347,694,ld3_tmp_ld3_branch0_q3_group2,x2_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
272,0,2,2,20,4,0,A,2,20,80,80,80,464,-1033,2735,low_plus_zeta_high,twist_branch0,20,-216,2118,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],4,tmp_ld4[branch0][group2][n32][n32_lane4][q0],272,544,ld4_tmp_ld4_branch0_group2_n32,x2_q0_vlane4,tmp_ld3[branch0][q0][group2][n32_lane4][n32],62,124,ld3_tmp_ld3_branch0_q0_group2,x2_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
273,0,2,2,20,4,1,A,2,20,81,81,81,465,-1033,2735,low_plus_zeta_high,twist_branch0,20,-216,2118,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],4,tmp_ld4[branch0][group2][n32][n32_lane4][q1],273,546,ld4_tmp_ld4_branch0_group2_n32,x2_q1_vlane4,tmp_ld3[branch0][q1][group2][n32_lane4][n32],158,316,ld3_tmp_ld3_branch0_q1_group2,x2_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
274,0,2,2,20,4,2,A,2,20,82,82,82,466,-1033,2735,low_plus_zeta_high,twist_branch0,20,-216,2118,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],4,tmp_ld4[branch0][group2][n32][n32_lane4][q2],274,548,ld4_tmp_ld4_branch0_group2_n32,x2_q2_vlane4,tmp_ld3[branch0][q2][group2][n32_lane4][n32],254,508,ld3_tmp_ld3_branch0_q2_group2,x2_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
275,0,2,2,20,4,3,A,2,20,83,83,83,467,-1033,2735,low_plus_zeta_high,twist_branch0,20,-216,2118,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],4,tmp_ld4[branch0][group2][n32][n32_lane4][q3],275,550,ld4_tmp_ld4_branch0_group2_n32,x2_q3_vlane4,tmp_ld3[branch0][q3][group2][n32_lane4][n32],350,700,ld3_tmp_ld3_branch0_q3_group2,x2_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
276,0,2,2,21,5,0,B,6,53,212,212,212,596,-1033,2735,low_plus_zeta_high,twist_branch0,53,275,2585,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],5,tmp_ld4[branch0][group2][n32][n32_lane5][q0],276,552,ld4_tmp_ld4_branch0_group2_n32,x2_q0_vlane5,tmp_ld3[branch0][q0][group2][n32_lane5][n32],65,130,ld3_tmp_ld3_branch0_q0_group2,x2_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
277,0,2,2,21,5,1,B,6,53,213,213,213,597,-1033,2735,low_plus_zeta_high,twist_branch0,53,275,2585,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],5,tmp_ld4[branch0][group2][n32][n32_lane5][q1],277,554,ld4_tmp_ld4_branch0_group2_n32,x2_q1_vlane5,tmp_ld3[branch0][q1][group2][n32_lane5][n32],161,322,ld3_tmp_ld3_branch0_q1_group2,x2_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
278,0,2,2,21,5,2,B,6,53,214,214,214,598,-1033,2735,low_plus_zeta_high,twist_branch0,53,275,2585,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],5,tmp_ld4[branch0][group2][n32][n32_lane5][q2],278,556,ld4_tmp_ld4_branch0_group2_n32,x2_q2_vlane5,tmp_ld3[branch0][q2][group2][n32_lane5][n32],257,514,ld3_tmp_ld3_branch0_q2_group2,x2_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
279,0,2,2,21,5,3,B,6,53,215,215,215,599,-1033,2735,low_plus_zeta_high,twist_branch0,53,275,2585,top_split_then_twist_then_store_dft3_input,a[192..223],a[576..607],5,tmp_ld4[branch0][group2][n32][n32_lane5][q3],279,558,ld4_tmp_ld4_branch0_group2_n32,x2_q3_vlane5,tmp_ld3[branch0][q3][group2][n32_lane5][n32],353,706,ld3_tmp_ld3_branch0_q3_group2,x2_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
280,0,2,2,22,6,0,C,10,86,344,344,344,728,-1033,2735,low_plus_zeta_high,twist_branch0,86,50,470,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],6,tmp_ld4[branch0][group2][n32][n32_lane6][q0],280,560,ld4_tmp_ld4_branch0_group2_n32,x2_q0_vlane6,tmp_ld3[branch0][q0][group2][n32_lane6][n32],68,136,ld3_tmp_ld3_branch0_q0_group2,x2_vlane6,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
281,0,2,2,22,6,1,C,10,86,345,345,345,729,-1033,2735,low_plus_zeta_high,twist_branch0,86,50,470,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],6,tmp_ld4[branch0][group2][n32][n32_lane6][q1],281,562,ld4_tmp_ld4_branch0_group2_n32,x2_q1_vlane6,tmp_ld3[branch0][q1][group2][n32_lane6][n32],164,328,ld3_tmp_ld3_branch0_q1_group2,x2_vlane6,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
282,0,2,2,22,6,2,C,10,86,346,346,346,730,-1033,2735,low_plus_zeta_high,twist_branch0,86,50,470,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],6,tmp_ld4[branch0][group2][n32][n32_lane6][q2],282,564,ld4_tmp_ld4_branch0_group2_n32,x2_q2_vlane6,tmp_ld3[branch0][q2][group2][n32_lane6][n32],260,520,ld3_tmp_ld3_branch0_q2_group2,x2_vlane6,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
283,0,2,2,22,6,3,C,10,86,347,347,347,731,-1033,2735,low_plus_zeta_high,twist_branch0,86,50,470,top_split_then_twist_then_store_dft3_input,a[320..351],a[704..735],6,tmp_ld4[branch0][group2][n32][n32_lane6][q3],283,566,ld4_tmp_ld4_branch0_group2_n32,x2_q3_vlane6,tmp_ld3[branch0][q3][group2][n32_lane6][n32],356,712,ld3_tmp_ld3_branch0_q3_group2,x2_vlane6,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
284,0,2,2,23,7,0,A,2,23,92,92,92,476,-1033,2735,low_plus_zeta_high,twist_branch0,23,-27,1129,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],7,tmp_ld4[branch0][group2][n32][n32_lane7][q0],284,568,ld4_tmp_ld4_branch0_group2_n32,x2_q0_vlane7,tmp_ld3[branch0][q0][group2][n32_lane7][n32],71,142,ld3_tmp_ld3_branch0_q0_group2,x2_vlane7,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
285,0,2,2,23,7,1,A,2,23,93,93,93,477,-1033,2735,low_plus_zeta_high,twist_branch0,23,-27,1129,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],7,tmp_ld4[branch0][group2][n32][n32_lane7][q1],285,570,ld4_tmp_ld4_branch0_group2_n32,x2_q1_vlane7,tmp_ld3[branch0][q1][group2][n32_lane7][n32],167,334,ld3_tmp_ld3_branch0_q1_group2,x2_vlane7,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
286,0,2,2,23,7,2,A,2,23,94,94,94,478,-1033,2735,low_plus_zeta_high,twist_branch0,23,-27,1129,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],7,tmp_ld4[branch0][group2][n32][n32_lane7][q2],286,572,ld4_tmp_ld4_branch0_group2_n32,x2_q2_vlane7,tmp_ld3[branch0][q2][group2][n32_lane7][n32],263,526,ld3_tmp_ld3_branch0_q2_group2,x2_vlane7,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
287,0,2,2,23,7,3,A,2,23,95,95,95,479,-1033,2735,low_plus_zeta_high,twist_branch0,23,-27,1129,top_split_then_twist_then_store_dft3_input,a[64..95],a[448..479],7,tmp_ld4[branch0][group2][n32][n32_lane7][q3],287,574,ld4_tmp_ld4_branch0_group2_n32,x2_q3_vlane7,tmp_ld3[branch0][q3][group2][n32_lane7][n32],359,718,ld3_tmp_ld3_branch0_q3_group2,x2_vlane7,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
288,0,3,0,24,0,0,A,3,24,96,96,96,480,-1033,2735,low_plus_zeta_high,twist_branch0,24,1715,2293,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],0,tmp_ld4[branch0][group3][n30][n32_lane0][q0],288,576,ld4_tmp_ld4_branch0_group3_n30,x0_q0_vlane0,tmp_ld3[branch0][q0][group3][n32_lane0][n30],72,144,ld3_tmp_ld3_branch0_q0_group3,x0_vlane0,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
289,0,3,0,24,0,1,A,3,24,97,97,97,481,-1033,2735,low_plus_zeta_high,twist_branch0,24,1715,2293,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],0,tmp_ld4[branch0][group3][n30][n32_lane0][q1],289,578,ld4_tmp_ld4_branch0_group3_n30,x0_q1_vlane0,tmp_ld3[branch0][q1][group3][n32_lane0][n30],168,336,ld3_tmp_ld3_branch0_q1_group3,x0_vlane0,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
290,0,3,0,24,0,2,A,3,24,98,98,98,482,-1033,2735,low_plus_zeta_high,twist_branch0,24,1715,2293,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],0,tmp_ld4[branch0][group3][n30][n32_lane0][q2],290,580,ld4_tmp_ld4_branch0_group3_n30,x0_q2_vlane0,tmp_ld3[branch0][q2][group3][n32_lane0][n30],264,528,ld3_tmp_ld3_branch0_q2_group3,x0_vlane0,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
291,0,3,0,24,0,3,A,3,24,99,99,99,483,-1033,2735,low_plus_zeta_high,twist_branch0,24,1715,2293,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],0,tmp_ld4[branch0][group3][n30][n32_lane0][q3],291,582,ld4_tmp_ld4_branch0_group3_n30,x0_q3_vlane0,tmp_ld3[branch0][q3][group3][n32_lane0][n30],360,720,ld3_tmp_ld3_branch0_q3_group3,x0_vlane0,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
292,0,3,0,25,1,0,B,7,57,228,228,228,612,-1033,2735,low_plus_zeta_high,twist_branch0,57,-631,1674,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],1,tmp_ld4[branch0][group3][n30][n32_lane1][q0],292,584,ld4_tmp_ld4_branch0_group3_n30,x0_q0_vlane1,tmp_ld3[branch0][q0][group3][n32_lane1][n30],75,150,ld3_tmp_ld3_branch0_q0_group3,x0_vlane1,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
293,0,3,0,25,1,1,B,7,57,229,229,229,613,-1033,2735,low_plus_zeta_high,twist_branch0,57,-631,1674,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],1,tmp_ld4[branch0][group3][n30][n32_lane1][q1],293,586,ld4_tmp_ld4_branch0_group3_n30,x0_q1_vlane1,tmp_ld3[branch0][q1][group3][n32_lane1][n30],171,342,ld3_tmp_ld3_branch0_q1_group3,x0_vlane1,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
294,0,3,0,25,1,2,B,7,57,230,230,230,614,-1033,2735,low_plus_zeta_high,twist_branch0,57,-631,1674,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],1,tmp_ld4[branch0][group3][n30][n32_lane1][q2],294,588,ld4_tmp_ld4_branch0_group3_n30,x0_q2_vlane1,tmp_ld3[branch0][q2][group3][n32_lane1][n30],267,534,ld3_tmp_ld3_branch0_q2_group3,x0_vlane1,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
295,0,3,0,25,1,3,B,7,57,231,231,231,615,-1033,2735,low_plus_zeta_high,twist_branch0,57,-631,1674,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],1,tmp_ld4[branch0][group3][n30][n32_lane1][q3],295,590,ld4_tmp_ld4_branch0_group3_n30,x0_q3_vlane1,tmp_ld3[branch0][q3][group3][n32_lane1][n30],363,726,ld3_tmp_ld3_branch0_q3_group3,x0_vlane1,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
296,0,3,0,26,2,0,C,11,90,360,360,360,744,-1033,2735,low_plus_zeta_high,twist_branch0,90,-429,2190,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],2,tmp_ld4[branch0][group3][n30][n32_lane2][q0],296,592,ld4_tmp_ld4_branch0_group3_n30,x0_q0_vlane2,tmp_ld3[branch0][q0][group3][n32_lane2][n30],78,156,ld3_tmp_ld3_branch0_q0_group3,x0_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
297,0,3,0,26,2,1,C,11,90,361,361,361,745,-1033,2735,low_plus_zeta_high,twist_branch0,90,-429,2190,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],2,tmp_ld4[branch0][group3][n30][n32_lane2][q1],297,594,ld4_tmp_ld4_branch0_group3_n30,x0_q1_vlane2,tmp_ld3[branch0][q1][group3][n32_lane2][n30],174,348,ld3_tmp_ld3_branch0_q1_group3,x0_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
298,0,3,0,26,2,2,C,11,90,362,362,362,746,-1033,2735,low_plus_zeta_high,twist_branch0,90,-429,2190,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],2,tmp_ld4[branch0][group3][n30][n32_lane2][q2],298,596,ld4_tmp_ld4_branch0_group3_n30,x0_q2_vlane2,tmp_ld3[branch0][q2][group3][n32_lane2][n30],270,540,ld3_tmp_ld3_branch0_q2_group3,x0_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
299,0,3,0,26,2,3,C,11,90,363,363,363,747,-1033,2735,low_plus_zeta_high,twist_branch0,90,-429,2190,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],2,tmp_ld4[branch0][group3][n30][n32_lane2][q3],299,598,ld4_tmp_ld4_branch0_group3_n30,x0_q3_vlane2,tmp_ld3[branch0][q3][group3][n32_lane2][n30],366,732,ld3_tmp_ld3_branch0_q3_group3,x0_vlane2,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
300,0,3,0,27,3,0,A,3,27,108,108,108,492,-1033,2735,low_plus_zeta_high,twist_branch0,27,-1082,1583,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],3,tmp_ld4[branch0][group3][n30][n32_lane3][q0],300,600,ld4_tmp_ld4_branch0_group3_n30,x0_q0_vlane3,tmp_ld3[branch0][q0][group3][n32_lane3][n30],81,162,ld3_tmp_ld3_branch0_q0_group3,x0_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
301,0,3,0,27,3,1,A,3,27,109,109,109,493,-1033,2735,low_plus_zeta_high,twist_branch0,27,-1082,1583,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],3,tmp_ld4[branch0][group3][n30][n32_lane3][q1],301,602,ld4_tmp_ld4_branch0_group3_n30,x0_q1_vlane3,tmp_ld3[branch0][q1][group3][n32_lane3][n30],177,354,ld3_tmp_ld3_branch0_q1_group3,x0_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
302,0,3,0,27,3,2,A,3,27,110,110,110,494,-1033,2735,low_plus_zeta_high,twist_branch0,27,-1082,1583,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],3,tmp_ld4[branch0][group3][n30][n32_lane3][q2],302,604,ld4_tmp_ld4_branch0_group3_n30,x0_q2_vlane3,tmp_ld3[branch0][q2][group3][n32_lane3][n30],273,546,ld3_tmp_ld3_branch0_q2_group3,x0_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
303,0,3,0,27,3,3,A,3,27,111,111,111,495,-1033,2735,low_plus_zeta_high,twist_branch0,27,-1082,1583,top_split_then_twist_then_store_dft3_input,a[96..127],a[480..511],3,tmp_ld4[branch0][group3][n30][n32_lane3][q3],303,606,ld4_tmp_ld4_branch0_group3_n30,x0_q3_vlane3,tmp_ld3[branch0][q3][group3][n32_lane3][n30],369,738,ld3_tmp_ld3_branch0_q3_group3,x0_vlane3,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
304,0,3,0,28,4,0,B,7,60,240,240,240,624,-1033,2735,low_plus_zeta_high,twist_branch0,60,-511,2802,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],4,tmp_ld4[branch0][group3][n30][n32_lane4][q0],304,608,ld4_tmp_ld4_branch0_group3_n30,x0_q0_vlane4,tmp_ld3[branch0][q0][group3][n32_lane4][n30],84,168,ld3_tmp_ld3_branch0_q0_group3,x0_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
305,0,3,0,28,4,1,B,7,60,241,241,241,625,-1033,2735,low_plus_zeta_high,twist_branch0,60,-511,2802,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],4,tmp_ld4[branch0][group3][n30][n32_lane4][q1],305,610,ld4_tmp_ld4_branch0_group3_n30,x0_q1_vlane4,tmp_ld3[branch0][q1][group3][n32_lane4][n30],180,360,ld3_tmp_ld3_branch0_q1_group3,x0_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
306,0,3,0,28,4,2,B,7,60,242,242,242,626,-1033,2735,low_plus_zeta_high,twist_branch0,60,-511,2802,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],4,tmp_ld4[branch0][group3][n30][n32_lane4][q2],306,612,ld4_tmp_ld4_branch0_group3_n30,x0_q2_vlane4,tmp_ld3[branch0][q2][group3][n32_lane4][n30],276,552,ld3_tmp_ld3_branch0_q2_group3,x0_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
307,0,3,0,28,4,3,B,7,60,243,243,243,627,-1033,2735,low_plus_zeta_high,twist_branch0,60,-511,2802,top_split_then_twist_then_store_dft3_input,a[224..255],a[608..639],4,tmp_ld4[branch0][group3][n30][n32_lane4][q3],307,614,ld4_tmp_ld4_branch0_group3_n30,x0_q3_vlane4,tmp_ld3[branch0][q3][group3][n32_lane4][n30],372,744,ld3_tmp_ld3_branch0_q3_group3,x0_vlane4,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
308,0,3,0,29,5,0,C,11,93,372,372,372,756,-1033,2735,low_plus_zeta_high,twist_branch0,93,-1350,1138,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],5,tmp_ld4[branch0][group3][n30][n32_lane5][q0],308,616,ld4_tmp_ld4_branch0_group3_n30,x0_q0_vlane5,tmp_ld3[branch0][q0][group3][n32_lane5][n30],87,174,ld3_tmp_ld3_branch0_q0_group3,x0_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
309,0,3,0,29,5,1,C,11,93,373,373,373,757,-1033,2735,low_plus_zeta_high,twist_branch0,93,-1350,1138,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],5,tmp_ld4[branch0][group3][n30][n32_lane5][q1],309,618,ld4_tmp_ld4_branch0_group3_n30,x0_q1_vlane5,tmp_ld3[branch0][q1][group3][n32_lane5][n30],183,366,ld3_tmp_ld3_branch0_q1_group3,x0_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
310,0,3,0,29,5,2,C,11,93,374,374,374,758,-1033,2735,low_plus_zeta_high,twist_branch0,93,-1350,1138,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],5,tmp_ld4[branch0][group3][n30][n32_lane5][q2],310,620,ld4_tmp_ld4_branch0_group3_n30,x0_q2_vlane5,tmp_ld3[branch0][q2][group3][n32_lane5][n30],279,558,ld3_tmp_ld3_branch0_q2_group3,x0_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
311,0,3,0,29,5,3,C,11,93,375,375,375,759,-1033,2735,low_plus_zeta_high,twist_branch0,93,-1350,1138,top_split_then_twist_then_store_dft3_input,a[352..383],a[736..767],5,tmp_ld4[branch0][group3][n30][n32_lane5][q3],311,622,ld4_tmp_ld4_branch0_group3_n30,x0_q3_vlane5,tmp_ld3[branch0][q3][group3][n32_lane5][n30],375,750,ld3_tmp_ld3_branch0_q3_group3,x0_vlane5,LD4_layout_is_recommended_for_four_quartic_lanes;LD3_layout_is_alternative_per_quartic_lane
