phase,branch,quartic_lane,vector_group,register,register_lane,physical_pos,branch_pos,block_k,twist_index,input_n3,input_n32,dft_output_k3,ntt32_stage,ntt32_len,ntt32_work_index,ntt32_input_k32,ntt32_role,pair_lo_index,pair_hi_index,twiddle_power,twiddle_mont,twiddle_normal,source_pos_n3_0,source_pos_n3_1,source_pos_n3_2,source_twist_n3_0,source_twist_n3_1,source_twist_n3_2,notes
dft3_output_pack,0,2,3,v4,7,-1,-1,-1,-1,-1,31,0,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,254,126,382,63,31,95,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,0,-1,-1,-1,-1,-1,24,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,98,354,226,24,88,56,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,1,-1,-1,-1,-1,-1,25,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,230,102,358,57,25,89,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,2,-1,-1,-1,-1,-1,26,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,362,234,106,90,58,26,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,3,-1,-1,-1,-1,-1,27,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,110,366,238,27,91,59,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,4,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,242,114,370,60,28,92,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,5,-1,-1,-1,-1,-1,29,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,374,246,118,93,61,29,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,6,-1,-1,-1,-1,-1,30,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,122,378,250,30,94,62,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v5,7,-1,-1,-1,-1,-1,31,1,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,254,126,382,63,31,95,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,0,-1,-1,-1,-1,-1,24,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,98,354,226,24,88,56,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,1,-1,-1,-1,-1,-1,25,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,230,102,358,57,25,89,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,2,-1,-1,-1,-1,-1,26,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,362,234,106,90,58,26,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,3,-1,-1,-1,-1,-1,27,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,110,366,238,27,91,59,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,4,-1,-1,-1,-1,-1,28,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,242,114,370,60,28,92,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,5,-1,-1,-1,-1,-1,29,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,374,246,118,93,61,29,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,6,-1,-1,-1,-1,-1,30,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,122,378,250,30,94,62,linear_combination_of_three_input_crt_sources
dft3_output_pack,0,2,3,v6,7,-1,-1,-1,-1,-1,31,2,-1,-1,-1,-1,dft_output,-1,-1,0,-147,1,254,126,382,63,31,95,linear_combination_of_three_input_crt_sources
ntt32_initial_natural_pack,0,2,0,v4,0,-1,-1,-1,-1,-1,0,0,0,32,0,0,state,-1,-1,0,-147,1,2,258,130,0,64,32,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,0,v4,1,-1,-1,-1,-1,-1,1,0,0,32,1,1,state,-1,-1,0,-147,1,134,6,262,33,1,65,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,0,v4,2,-1,-1,-1,-1,-1,2,0,0,32,2,2,state,-1,-1,0,-147,1,266,138,10,66,34,2,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,0,v4,3,-1,-1,-1,-1,-1,3,0,0,32,3,3,state,-1,-1,0,-147,1,14,270,142,3,67,35,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,0,v4,4,-1,-1,-1,-1,-1,4,0,0,32,4,4,state,-1,-1,0,-147,1,146,18,274,36,4,68,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,0,v4,5,-1,-1,-1,-1,-1,5,0,0,32,5,5,state,-1,-1,0,-147,1,278,150,22,69,37,5,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,0,v4,6,-1,-1,-1,-1,-1,6,0,0,32,6,6,state,-1,-1,0,-147,1,26,282,154,6,70,38,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,0,v4,7,-1,-1,-1,-1,-1,7,0,0,32,7,7,state,-1,-1,0,-147,1,158,30,286,39,7,71,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,0,-1,-1,-1,-1,-1,8,0,0,32,8,8,state,-1,-1,0,-147,1,290,162,34,72,40,8,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,1,-1,-1,-1,-1,-1,9,0,0,32,9,9,state,-1,-1,0,-147,1,38,294,166,9,73,41,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,2,-1,-1,-1,-1,-1,10,0,0,32,10,10,state,-1,-1,0,-147,1,170,42,298,42,10,74,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,3,-1,-1,-1,-1,-1,11,0,0,32,11,11,state,-1,-1,0,-147,1,302,174,46,75,43,11,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,4,-1,-1,-1,-1,-1,12,0,0,32,12,12,state,-1,-1,0,-147,1,50,306,178,12,76,44,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,5,-1,-1,-1,-1,-1,13,0,0,32,13,13,state,-1,-1,0,-147,1,182,54,310,45,13,77,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,6,-1,-1,-1,-1,-1,14,0,0,32,14,14,state,-1,-1,0,-147,1,314,186,58,78,46,14,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,1,v5,7,-1,-1,-1,-1,-1,15,0,0,32,15,15,state,-1,-1,0,-147,1,62,318,190,15,79,47,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,0,-1,-1,-1,-1,-1,16,0,0,32,16,16,state,-1,-1,0,-147,1,194,66,322,48,16,80,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,1,-1,-1,-1,-1,-1,17,0,0,32,17,17,state,-1,-1,0,-147,1,326,198,70,81,49,17,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,2,-1,-1,-1,-1,-1,18,0,0,32,18,18,state,-1,-1,0,-147,1,74,330,202,18,82,50,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,3,-1,-1,-1,-1,-1,19,0,0,32,19,19,state,-1,-1,0,-147,1,206,78,334,51,19,83,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,4,-1,-1,-1,-1,-1,20,0,0,32,20,20,state,-1,-1,0,-147,1,338,210,82,84,52,20,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,5,-1,-1,-1,-1,-1,21,0,0,32,21,21,state,-1,-1,0,-147,1,86,342,214,21,85,53,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,6,-1,-1,-1,-1,-1,22,0,0,32,22,22,state,-1,-1,0,-147,1,218,90,346,54,22,86,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,2,v6,7,-1,-1,-1,-1,-1,23,0,0,32,23,23,state,-1,-1,0,-147,1,350,222,94,87,55,23,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,0,-1,-1,-1,-1,-1,24,0,0,32,24,24,state,-1,-1,0,-147,1,98,354,226,24,88,56,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,1,-1,-1,-1,-1,-1,25,0,0,32,25,25,state,-1,-1,0,-147,1,230,102,358,57,25,89,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,2,-1,-1,-1,-1,-1,26,0,0,32,26,26,state,-1,-1,0,-147,1,362,234,106,90,58,26,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,3,-1,-1,-1,-1,-1,27,0,0,32,27,27,state,-1,-1,0,-147,1,110,366,238,27,91,59,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,4,-1,-1,-1,-1,-1,28,0,0,32,28,28,state,-1,-1,0,-147,1,242,114,370,60,28,92,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,5,-1,-1,-1,-1,-1,29,0,0,32,29,29,state,-1,-1,0,-147,1,374,246,118,93,61,29,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,6,-1,-1,-1,-1,-1,30,0,0,32,30,30,state,-1,-1,0,-147,1,122,378,250,30,94,62,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_initial_natural_pack,0,2,3,v7,7,-1,-1,-1,-1,-1,31,0,0,32,31,31,state,-1,-1,0,-147,1,254,126,382,63,31,95,natural_input_for_incomplete_dif_ntt32_pre_len2_output
ntt32_butterfly_operand,0,2,0,v4,0,-1,-1,-1,-1,-1,-1,0,1,32,0,-1,lo,0,16,0,-147,1,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,0,-1,-1,-1,-1,-1,-1,0,1,32,16,-1,hi,0,16,0,-147,1,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,1,-1,-1,-1,-1,-1,-1,0,1,32,1,-1,lo,1,17,1,484,1784,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,1,-1,-1,-1,-1,-1,-1,0,1,32,17,-1,hi,1,17,1,484,1784,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,2,-1,-1,-1,-1,-1,-1,0,1,32,2,-1,lo,2,18,2,-794,2216,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,2,-1,-1,-1,-1,-1,-1,0,1,32,18,-1,hi,2,18,2,-794,2216,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,3,-1,-1,-1,-1,-1,-1,0,1,32,3,-1,lo,3,19,3,874,1993,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,3,-1,-1,-1,-1,-1,-1,0,1,32,19,-1,hi,3,19,3,874,1993,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,4,-1,-1,-1,-1,-1,-1,0,1,32,4,-1,lo,4,20,4,109,1716,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,4,-1,-1,-1,-1,-1,-1,0,1,32,20,-1,hi,4,20,4,109,1716,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,5,-1,-1,-1,-1,-1,-1,0,1,32,5,-1,lo,5,21,5,864,1899,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,5,-1,-1,-1,-1,-1,-1,0,1,32,21,-1,hi,5,21,5,864,1899,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,6,-1,-1,-1,-1,-1,-1,0,1,32,6,-1,lo,6,22,6,-446,3413,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,6,-1,-1,-1,-1,-1,-1,0,1,32,22,-1,hi,6,22,6,-446,3413,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,7,-1,-1,-1,-1,-1,-1,0,1,32,7,-1,lo,7,23,7,-554,1015,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,7,-1,-1,-1,-1,-1,-1,0,1,32,23,-1,hi,7,23,7,-554,1015,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,0,-1,-1,-1,-1,-1,-1,0,1,32,8,-1,lo,8,24,8,366,2749,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,0,-1,-1,-1,-1,-1,-1,0,1,32,24,-1,hi,8,24,8,366,2749,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,1,-1,-1,-1,-1,-1,-1,0,1,32,9,-1,lo,9,25,9,-429,2190,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,1,-1,-1,-1,-1,-1,-1,0,1,32,25,-1,hi,9,25,9,-429,2190,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,2,-1,-1,-1,-1,-1,-1,0,1,32,10,-1,lo,10,26,10,-1339,550,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,2,-1,-1,-1,-1,-1,-1,0,1,32,26,-1,hi,10,26,10,-1339,550,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,3,-1,-1,-1,-1,-1,-1,0,1,32,11,-1,lo,11,27,11,11,2869,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,3,-1,-1,-1,-1,-1,-1,0,1,32,27,-1,hi,11,27,11,11,2869,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,4,-1,-1,-1,-1,-1,-1,0,1,32,12,-1,lo,12,28,12,-1118,1936,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,4,-1,-1,-1,-1,-1,-1,0,1,32,28,-1,hi,12,28,12,-1118,1936,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,5,-1,-1,-1,-1,-1,-1,0,1,32,13,-1,lo,13,29,13,177,281,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,5,-1,-1,-1,-1,-1,-1,0,1,32,29,-1,hi,13,29,13,177,281,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,6,-1,-1,-1,-1,-1,-1,0,1,32,14,-1,lo,14,30,14,1181,39,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,6,-1,-1,-1,-1,-1,-1,0,1,32,30,-1,hi,14,30,14,1181,39,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,7,-1,-1,-1,-1,-1,-1,0,1,32,15,-1,lo,15,31,15,1591,436,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,7,-1,-1,-1,-1,-1,-1,0,1,32,31,-1,hi,15,31,15,1591,436,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,0,-1,-1,-1,-1,-1,-1,0,2,16,0,-1,lo,0,8,0,-147,1,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,0,-1,-1,-1,-1,-1,-1,0,2,16,8,-1,hi,0,8,0,-147,1,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,1,-1,-1,-1,-1,-1,-1,0,2,16,1,-1,lo,1,9,2,-794,2216,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,1,-1,-1,-1,-1,-1,-1,0,2,16,9,-1,hi,1,9,2,-794,2216,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,2,-1,-1,-1,-1,-1,-1,0,2,16,2,-1,lo,2,10,4,109,1716,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,2,-1,-1,-1,-1,-1,-1,0,2,16,10,-1,hi,2,10,4,109,1716,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,3,-1,-1,-1,-1,-1,-1,0,2,16,3,-1,lo,3,11,6,-446,3413,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,3,-1,-1,-1,-1,-1,-1,0,2,16,11,-1,hi,3,11,6,-446,3413,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,4,-1,-1,-1,-1,-1,-1,0,2,16,4,-1,lo,4,12,8,366,2749,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,4,-1,-1,-1,-1,-1,-1,0,2,16,12,-1,hi,4,12,8,366,2749,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,5,-1,-1,-1,-1,-1,-1,0,2,16,5,-1,lo,5,13,10,-1339,550,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,5,-1,-1,-1,-1,-1,-1,0,2,16,13,-1,hi,5,13,10,-1339,550,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,6,-1,-1,-1,-1,-1,-1,0,2,16,6,-1,lo,6,14,12,-1118,1936,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,6,-1,-1,-1,-1,-1,-1,0,2,16,14,-1,hi,6,14,12,-1118,1936,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,7,-1,-1,-1,-1,-1,-1,0,2,16,7,-1,lo,7,15,14,1181,39,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,7,-1,-1,-1,-1,-1,-1,0,2,16,15,-1,hi,7,15,14,1181,39,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,0,-1,-1,-1,-1,-1,-1,0,2,16,16,-1,lo,16,24,0,-147,1,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,0,-1,-1,-1,-1,-1,-1,0,2,16,24,-1,hi,16,24,0,-147,1,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,1,-1,-1,-1,-1,-1,-1,0,2,16,17,-1,lo,17,25,2,-794,2216,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,1,-1,-1,-1,-1,-1,-1,0,2,16,25,-1,hi,17,25,2,-794,2216,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,2,-1,-1,-1,-1,-1,-1,0,2,16,18,-1,lo,18,26,4,109,1716,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,2,-1,-1,-1,-1,-1,-1,0,2,16,26,-1,hi,18,26,4,109,1716,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,3,-1,-1,-1,-1,-1,-1,0,2,16,19,-1,lo,19,27,6,-446,3413,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,3,-1,-1,-1,-1,-1,-1,0,2,16,27,-1,hi,19,27,6,-446,3413,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,4,-1,-1,-1,-1,-1,-1,0,2,16,20,-1,lo,20,28,8,366,2749,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,4,-1,-1,-1,-1,-1,-1,0,2,16,28,-1,hi,20,28,8,366,2749,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,5,-1,-1,-1,-1,-1,-1,0,2,16,21,-1,lo,21,29,10,-1339,550,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,5,-1,-1,-1,-1,-1,-1,0,2,16,29,-1,hi,21,29,10,-1339,550,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,6,-1,-1,-1,-1,-1,-1,0,2,16,22,-1,lo,22,30,12,-1118,1936,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,6,-1,-1,-1,-1,-1,-1,0,2,16,30,-1,hi,22,30,12,-1118,1936,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,7,-1,-1,-1,-1,-1,-1,0,2,16,23,-1,lo,23,31,14,1181,39,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,3,v7,7,-1,-1,-1,-1,-1,-1,0,2,16,31,-1,hi,23,31,14,1181,39,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,0,-1,-1,-1,-1,-1,-1,0,3,8,0,-1,lo,0,4,0,-147,1,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,0,v4,4,-1,-1,-1,-1,-1,-1,0,3,8,4,-1,hi,0,4,0,-147,1,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,1,-1,-1,-1,-1,-1,-1,0,3,8,1,-1,lo,1,5,4,109,1716,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,0,v4,5,-1,-1,-1,-1,-1,-1,0,3,8,5,-1,hi,1,5,4,109,1716,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,2,-1,-1,-1,-1,-1,-1,0,3,8,2,-1,lo,2,6,8,366,2749,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,0,v4,6,-1,-1,-1,-1,-1,-1,0,3,8,6,-1,hi,2,6,8,366,2749,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,0,v4,3,-1,-1,-1,-1,-1,-1,0,3,8,3,-1,lo,3,7,12,-1118,1936,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,0,v4,7,-1,-1,-1,-1,-1,-1,0,3,8,7,-1,hi,3,7,12,-1118,1936,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,0,-1,-1,-1,-1,-1,-1,0,3,8,8,-1,lo,8,12,0,-147,1,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,4,-1,-1,-1,-1,-1,-1,0,3,8,12,-1,hi,8,12,0,-147,1,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,1,-1,-1,-1,-1,-1,-1,0,3,8,9,-1,lo,9,13,4,109,1716,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,5,-1,-1,-1,-1,-1,-1,0,3,8,13,-1,hi,9,13,4,109,1716,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,2,-1,-1,-1,-1,-1,-1,0,3,8,10,-1,lo,10,14,8,366,2749,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,6,-1,-1,-1,-1,-1,-1,0,3,8,14,-1,hi,10,14,8,366,2749,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,1,v5,3,-1,-1,-1,-1,-1,-1,0,3,8,11,-1,lo,11,15,12,-1118,1936,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,1,v5,7,-1,-1,-1,-1,-1,-1,0,3,8,15,-1,hi,11,15,12,-1118,1936,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
ntt32_butterfly_operand,0,2,2,v6,0,-1,-1,-1,-1,-1,-1,0,3,8,16,-1,lo,16,20,0,-147,1,-1,-1,-1,-1,-1,-1,low_operand_for_dif_butterfly
ntt32_butterfly_operand,0,2,2,v6,4,-1,-1,-1,-1,-1,-1,0,3,8,20,-1,hi,16,20,0,-147,1,-1,-1,-1,-1,-1,-1,dif_high_output_gets_(lo-hi)_times_twiddle
