branch,quartic_lane,top_split_output_pos,top_split_branch_pos,top_split_pair_index,top_split_low_input_pos,top_split_high_input_pos,top_split_formula,source_block_k,source_n3,source_n32,source_vector_group,source_input_register,source_input_register_lane,twist_table,twist_index,twist_mont,twist_normal,dft3_column,dft3_output_k3,dft3_factor_exp,dft3_factor_mont,dft3_factor_normal,dft3_one_mul_role,source_pos_n3_0,source_pos_n3_1,source_pos_n3_2,source_twist_n3_0,source_twist_n3_1,source_twist_n3_2,ntt32_input_k32,ntt32_input_work_index,ntt32_input_register,ntt32_input_register_lane,ntt32_input_vector_group,ntt32_bitrev_output_index,ntt32_bitrev_output_register,ntt32_bitrev_output_lane,notes
0,0,380,380,380,380,764,low_plus_zeta_high,95,2,31,3,v6,7,twist_branch0,95,1391,2013,31,1,2,1033,722,minus_x2_minus_omega3_times_d,252,124,380,63,31,95,31,31,v7,7,3,31,v7,7,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,0,380,380,380,380,764,low_plus_zeta_high,95,2,31,3,v6,7,twist_branch0,95,1391,2013,31,2,1,-886,2734,plus_omega3_times_d,252,124,380,63,31,95,31,31,v7,7,3,31,v7,7,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,1,1,1,1,385,low_plus_zeta_high,0,0,0,0,v4,0,twist_branch0,0,-147,1,0,0,0,-147,1,x0_plus_x1_plus_x2,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,1,1,1,1,385,low_plus_zeta_high,0,0,0,0,v4,0,twist_branch0,0,-147,1,0,1,0,-147,1,x0,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,1,1,1,1,385,low_plus_zeta_high,0,0,0,0,v4,0,twist_branch0,0,-147,1,0,2,0,-147,1,x0,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,257,257,257,257,641,low_plus_zeta_high,64,1,0,0,v5,0,twist_branch0,64,-248,3200,0,0,0,-147,1,x0_plus_x1_plus_x2,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,257,257,257,257,641,low_plus_zeta_high,64,1,0,0,v5,0,twist_branch0,64,-248,3200,0,1,1,-886,2734,plus_omega3_times_d,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,257,257,257,257,641,low_plus_zeta_high,64,1,0,0,v5,0,twist_branch0,64,-248,3200,0,2,2,1033,722,minus_x1_minus_omega3_times_d,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,129,129,129,129,513,low_plus_zeta_high,32,2,0,0,v6,0,twist_branch0,32,-682,1886,0,0,0,-147,1,x0_plus_x1_plus_x2,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,129,129,129,129,513,low_plus_zeta_high,32,2,0,0,v6,0,twist_branch0,32,-682,1886,0,1,2,1033,722,minus_x2_minus_omega3_times_d,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,129,129,129,129,513,low_plus_zeta_high,32,2,0,0,v6,0,twist_branch0,32,-682,1886,0,2,1,-886,2734,plus_omega3_times_d,1,257,129,0,64,32,0,0,v4,0,0,0,v4,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,133,133,133,133,517,low_plus_zeta_high,33,0,1,0,v4,1,twist_branch0,33,-341,943,1,0,0,-147,1,x0_plus_x1_plus_x2,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,133,133,133,133,517,low_plus_zeta_high,33,0,1,0,v4,1,twist_branch0,33,-341,943,1,1,0,-147,1,x0,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,133,133,133,133,517,low_plus_zeta_high,33,0,1,0,v4,1,twist_branch0,33,-341,943,1,2,0,-147,1,x0,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,5,5,5,5,389,low_plus_zeta_high,1,1,1,0,v5,1,twist_branch0,1,1655,1729,1,0,0,-147,1,x0_plus_x1_plus_x2,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,5,5,5,5,389,low_plus_zeta_high,1,1,1,0,v5,1,twist_branch0,1,1655,1729,1,1,1,-886,2734,plus_omega3_times_d,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,5,5,5,5,389,low_plus_zeta_high,1,1,1,0,v5,1,twist_branch0,1,1655,1729,1,2,2,1033,722,minus_x1_minus_omega3_times_d,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,261,261,261,261,645,low_plus_zeta_high,65,2,1,0,v6,1,twist_branch0,65,-124,1600,1,0,0,-147,1,x0_plus_x1_plus_x2,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,261,261,261,261,645,low_plus_zeta_high,65,2,1,0,v6,1,twist_branch0,65,-124,1600,1,1,2,1033,722,minus_x2_minus_omega3_times_d,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,261,261,261,261,645,low_plus_zeta_high,65,2,1,0,v6,1,twist_branch0,65,-124,1600,1,2,1,-886,2734,plus_omega3_times_d,133,5,261,33,1,65,1,1,v4,1,0,16,v6,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,265,265,265,265,649,low_plus_zeta_high,66,0,2,0,v4,2,twist_branch0,66,-62,800,2,0,0,-147,1,x0_plus_x1_plus_x2,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,265,265,265,265,649,low_plus_zeta_high,66,0,2,0,v4,2,twist_branch0,66,-62,800,2,1,0,-147,1,x0,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,265,265,265,265,649,low_plus_zeta_high,66,0,2,0,v4,2,twist_branch0,66,-62,800,2,2,0,-147,1,x0,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,137,137,137,137,521,low_plus_zeta_high,34,1,2,0,v5,2,twist_branch0,34,1558,2200,2,0,0,-147,1,x0_plus_x1_plus_x2,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,137,137,137,137,521,low_plus_zeta_high,34,1,2,0,v5,2,twist_branch0,34,1558,2200,2,1,1,-886,2734,plus_omega3_times_d,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,137,137,137,137,521,low_plus_zeta_high,34,1,2,0,v5,2,twist_branch0,34,1558,2200,2,2,2,1033,722,minus_x1_minus_omega3_times_d,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,9,9,9,9,393,low_plus_zeta_high,2,2,2,0,v6,2,twist_branch0,2,-901,2593,2,0,0,-147,1,x0_plus_x1_plus_x2,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,9,9,9,9,393,low_plus_zeta_high,2,2,2,0,v6,2,twist_branch0,2,-901,2593,2,1,2,1033,722,minus_x2_minus_omega3_times_d,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,9,9,9,9,393,low_plus_zeta_high,2,2,2,0,v6,2,twist_branch0,2,-901,2593,2,2,1,-886,2734,plus_omega3_times_d,265,137,9,66,34,2,2,2,v4,2,0,8,v5,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,13,13,13,13,397,low_plus_zeta_high,3,0,3,0,v4,3,twist_branch0,3,1278,3025,3,0,0,-147,1,x0_plus_x1_plus_x2,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,13,13,13,13,397,low_plus_zeta_high,3,0,3,0,v4,3,twist_branch0,3,1278,3025,3,1,0,-147,1,x0,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,13,13,13,13,397,low_plus_zeta_high,3,0,3,0,v4,3,twist_branch0,3,1278,3025,3,2,0,-147,1,x0,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,269,269,269,269,653,low_plus_zeta_high,67,1,3,0,v5,3,twist_branch0,67,-31,400,3,0,0,-147,1,x0_plus_x1_plus_x2,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,269,269,269,269,653,low_plus_zeta_high,67,1,3,0,v5,3,twist_branch0,67,-31,400,3,1,1,-886,2734,plus_omega3_times_d,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,269,269,269,269,653,low_plus_zeta_high,67,1,3,0,v5,3,twist_branch0,67,-31,400,3,2,2,1033,722,minus_x1_minus_omega3_times_d,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,141,141,141,141,525,low_plus_zeta_high,35,2,3,0,v6,3,twist_branch0,35,779,1100,3,0,0,-147,1,x0_plus_x1_plus_x2,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,141,141,141,141,525,low_plus_zeta_high,35,2,3,0,v6,3,twist_branch0,35,779,1100,3,1,2,1033,722,minus_x2_minus_omega3_times_d,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,141,141,141,141,525,low_plus_zeta_high,35,2,3,0,v6,3,twist_branch0,35,779,1100,3,2,1,-886,2734,plus_omega3_times_d,13,269,141,3,67,35,3,3,v4,3,0,24,v7,0,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,145,145,145,145,529,low_plus_zeta_high,36,0,4,0,v4,4,twist_branch0,36,-1339,550,4,0,0,-147,1,x0_plus_x1_plus_x2,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,145,145,145,145,529,low_plus_zeta_high,36,0,4,0,v4,4,twist_branch0,36,-1339,550,4,1,0,-147,1,x0,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,145,145,145,145,529,low_plus_zeta_high,36,0,4,0,v4,4,twist_branch0,36,-1339,550,4,2,0,-147,1,x0,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,17,17,17,17,401,low_plus_zeta_high,4,1,4,0,v5,4,twist_branch0,4,639,3241,4,0,0,-147,1,x0_plus_x1_plus_x2,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,17,17,17,17,401,low_plus_zeta_high,4,1,4,0,v5,4,twist_branch0,4,639,3241,4,1,1,-886,2734,plus_omega3_times_d,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,17,17,17,17,401,low_plus_zeta_high,4,1,4,0,v5,4,twist_branch0,4,639,3241,4,2,2,1033,722,minus_x1_minus_omega3_times_d,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,273,273,273,273,657,low_plus_zeta_high,68,2,4,0,v6,4,twist_branch0,68,1713,200,4,0,0,-147,1,x0_plus_x1_plus_x2,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,273,273,273,273,657,low_plus_zeta_high,68,2,4,0,v6,4,twist_branch0,68,1713,200,4,1,2,1033,722,minus_x2_minus_omega3_times_d,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,273,273,273,273,657,low_plus_zeta_high,68,2,4,0,v6,4,twist_branch0,68,1713,200,4,2,1,-886,2734,plus_omega3_times_d,145,17,273,36,4,68,4,4,v4,4,0,4,v4,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,277,277,277,277,661,low_plus_zeta_high,69,0,5,0,v4,5,twist_branch0,69,-872,100,5,0,0,-147,1,x0_plus_x1_plus_x2,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,277,277,277,277,661,low_plus_zeta_high,69,0,5,0,v4,5,twist_branch0,69,-872,100,5,1,0,-147,1,x0,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,277,277,277,277,661,low_plus_zeta_high,69,0,5,0,v4,5,twist_branch0,69,-872,100,5,2,0,-147,1,x0,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,149,149,149,149,533,low_plus_zeta_high,37,1,5,0,v5,5,twist_branch0,37,1059,275,5,0,0,-147,1,x0_plus_x1_plus_x2,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,149,149,149,149,533,low_plus_zeta_high,37,1,5,0,v5,5,twist_branch0,37,1059,275,5,1,1,-886,2734,plus_omega3_times_d,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,149,149,149,149,533,low_plus_zeta_high,37,1,5,0,v5,5,twist_branch0,37,1059,275,5,2,2,1033,722,minus_x1_minus_omega3_times_d,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,21,21,21,21,405,low_plus_zeta_high,5,2,5,0,v6,5,twist_branch0,5,-1409,3349,5,0,0,-147,1,x0_plus_x1_plus_x2,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,21,21,21,21,405,low_plus_zeta_high,5,2,5,0,v6,5,twist_branch0,5,-1409,3349,5,1,2,1033,722,minus_x2_minus_omega3_times_d,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,21,21,21,21,405,low_plus_zeta_high,5,2,5,0,v6,5,twist_branch0,5,-1409,3349,5,2,1,-886,2734,plus_omega3_times_d,277,149,21,69,37,5,5,5,v4,5,0,20,v6,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,25,25,25,25,409,low_plus_zeta_high,6,0,6,0,v4,6,twist_branch0,6,1024,3403,6,0,0,-147,1,x0_plus_x1_plus_x2,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,25,25,25,25,409,low_plus_zeta_high,6,0,6,0,v4,6,twist_branch0,6,1024,3403,6,1,0,-147,1,x0,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,25,25,25,25,409,low_plus_zeta_high,6,0,6,0,v4,6,twist_branch0,6,1024,3403,6,2,0,-147,1,x0,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,281,281,281,281,665,low_plus_zeta_high,70,1,6,0,v5,6,twist_branch0,70,-436,50,6,0,0,-147,1,x0_plus_x1_plus_x2,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,281,281,281,281,665,low_plus_zeta_high,70,1,6,0,v5,6,twist_branch0,70,-436,50,6,1,1,-886,2734,plus_omega3_times_d,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,281,281,281,281,665,low_plus_zeta_high,70,1,6,0,v5,6,twist_branch0,70,-436,50,6,2,2,1033,722,minus_x1_minus_omega3_times_d,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,153,153,153,153,537,low_plus_zeta_high,38,2,6,0,v6,6,twist_branch0,38,-1199,1866,6,0,0,-147,1,x0_plus_x1_plus_x2,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,153,153,153,153,537,low_plus_zeta_high,38,2,6,0,v6,6,twist_branch0,38,-1199,1866,6,1,2,1033,722,minus_x2_minus_omega3_times_d,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,153,153,153,153,537,low_plus_zeta_high,38,2,6,0,v6,6,twist_branch0,38,-1199,1866,6,2,1,-886,2734,plus_omega3_times_d,25,281,153,6,70,38,6,6,v4,6,0,12,v5,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,157,157,157,157,541,low_plus_zeta_high,39,0,7,0,v4,7,twist_branch0,39,1129,933,7,0,0,-147,1,x0_plus_x1_plus_x2,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,157,157,157,157,541,low_plus_zeta_high,39,0,7,0,v4,7,twist_branch0,39,1129,933,7,1,0,-147,1,x0,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,157,157,157,157,541,low_plus_zeta_high,39,0,7,0,v4,7,twist_branch0,39,1129,933,7,2,0,-147,1,x0,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,29,29,29,29,413,low_plus_zeta_high,7,1,7,0,v5,7,twist_branch0,7,512,3430,7,0,0,-147,1,x0_plus_x1_plus_x2,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,29,29,29,29,413,low_plus_zeta_high,7,1,7,0,v5,7,twist_branch0,7,512,3430,7,1,1,-886,2734,plus_omega3_times_d,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,29,29,29,29,413,low_plus_zeta_high,7,1,7,0,v5,7,twist_branch0,7,512,3430,7,2,2,1033,722,minus_x1_minus_omega3_times_d,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,285,285,285,285,669,low_plus_zeta_high,71,2,7,0,v6,7,twist_branch0,71,-218,25,7,0,0,-147,1,x0_plus_x1_plus_x2,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,285,285,285,285,669,low_plus_zeta_high,71,2,7,0,v6,7,twist_branch0,71,-218,25,7,1,2,1033,722,minus_x2_minus_omega3_times_d,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,285,285,285,285,669,low_plus_zeta_high,71,2,7,0,v6,7,twist_branch0,71,-218,25,7,2,1,-886,2734,plus_omega3_times_d,157,29,285,39,7,71,7,7,v4,7,0,28,v7,4,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,289,289,289,289,673,low_plus_zeta_high,72,0,8,1,v4,0,twist_branch0,72,-109,1741,8,0,0,-147,1,x0_plus_x1_plus_x2,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,289,289,289,289,673,low_plus_zeta_high,72,0,8,1,v4,0,twist_branch0,72,-109,1741,8,1,0,-147,1,x0,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,289,289,289,289,673,low_plus_zeta_high,72,0,8,1,v4,0,twist_branch0,72,-109,1741,8,2,0,-147,1,x0,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,161,161,161,161,545,low_plus_zeta_high,40,1,8,1,v5,0,twist_branch0,40,-1164,2195,8,0,0,-147,1,x0_plus_x1_plus_x2,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,161,161,161,161,545,low_plus_zeta_high,40,1,8,1,v5,0,twist_branch0,40,-1164,2195,8,1,1,-886,2734,plus_omega3_times_d,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,161,161,161,161,545,low_plus_zeta_high,40,1,8,1,v5,0,twist_branch0,40,-1164,2195,8,2,2,1033,722,minus_x1_minus_omega3_times_d,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,33,33,33,33,417,low_plus_zeta_high,8,2,8,1,v6,0,twist_branch0,8,256,1715,8,0,0,-147,1,x0_plus_x1_plus_x2,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,33,33,33,33,417,low_plus_zeta_high,8,2,8,1,v6,0,twist_branch0,8,256,1715,8,1,2,1033,722,minus_x2_minus_omega3_times_d,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,33,33,33,33,417,low_plus_zeta_high,8,2,8,1,v6,0,twist_branch0,8,256,1715,8,2,1,-886,2734,plus_omega3_times_d,289,161,33,72,40,8,8,8,v5,0,1,2,v4,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,37,37,37,37,421,low_plus_zeta_high,9,0,9,1,v4,1,twist_branch0,9,128,2586,9,0,0,-147,1,x0_plus_x1_plus_x2,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,37,37,37,37,421,low_plus_zeta_high,9,0,9,1,v4,1,twist_branch0,9,128,2586,9,1,0,-147,1,x0,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,37,37,37,37,421,low_plus_zeta_high,9,0,9,1,v4,1,twist_branch0,9,128,2586,9,2,0,-147,1,x0,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,293,293,293,293,677,low_plus_zeta_high,73,1,9,1,v5,1,twist_branch0,73,1674,2599,9,0,0,-147,1,x0_plus_x1_plus_x2,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,293,293,293,293,677,low_plus_zeta_high,73,1,9,1,v5,1,twist_branch0,73,1674,2599,9,1,1,-886,2734,plus_omega3_times_d,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,293,293,293,293,677,low_plus_zeta_high,73,1,9,1,v5,1,twist_branch0,73,1674,2599,9,2,2,1033,722,minus_x1_minus_omega3_times_d,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,165,165,165,165,549,low_plus_zeta_high,41,2,9,1,v6,1,twist_branch0,41,-582,2826,9,0,0,-147,1,x0_plus_x1_plus_x2,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,165,165,165,165,549,low_plus_zeta_high,41,2,9,1,v6,1,twist_branch0,41,-582,2826,9,1,2,1033,722,minus_x2_minus_omega3_times_d,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,165,165,165,165,549,low_plus_zeta_high,41,2,9,1,v6,1,twist_branch0,41,-582,2826,9,2,1,-886,2734,plus_omega3_times_d,37,293,165,9,73,41,9,9,v5,1,1,18,v6,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,169,169,169,169,553,low_plus_zeta_high,42,0,10,1,v4,2,twist_branch0,42,-291,1413,10,0,0,-147,1,x0_plus_x1_plus_x2,169,41,297,42,10,74,10,10,v5,2,1,10,v5,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,169,169,169,169,553,low_plus_zeta_high,42,0,10,1,v4,2,twist_branch0,42,-291,1413,10,1,0,-147,1,x0,169,41,297,42,10,74,10,10,v5,2,1,10,v5,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
0,1,169,169,169,169,553,low_plus_zeta_high,42,0,10,1,v4,2,twist_branch0,42,-291,1413,10,2,0,-147,1,x0,169,41,297,42,10,74,10,10,v5,2,1,10,v5,2,top_split_then_twist_then_dft3_contribution_then_natural_ntt32_input_bitrev_output
