pair_i,low_input_pos,high_input_pos,top_zeta_mont,top_zeta_normal,asm_loop_iter,asm_lane,asm_low_load_register,asm_high_load_register,asm_temp_register,branch0_output_pos,branch0_output_register,branch0_formula,branch1_output_pos,branch1_output_register,branch1_formula,notes
113,113,497,-1033,2735,6,1,v5,v11,v17,113,v5,t=fqmul_zeta_top_a[497];r[113]=a[113]+t,497,v11,t=fqmul_zeta_top_a[497];r[497]=a[113]+a[497]-t,matches_original_ntt_s_level0_load_shape
114,114,498,-1033,2735,6,2,v5,v11,v17,114,v5,t=fqmul_zeta_top_a[498];r[114]=a[114]+t,498,v11,t=fqmul_zeta_top_a[498];r[498]=a[114]+a[498]-t,matches_original_ntt_s_level0_load_shape
115,115,499,-1033,2735,6,3,v5,v11,v17,115,v5,t=fqmul_zeta_top_a[499];r[115]=a[115]+t,499,v11,t=fqmul_zeta_top_a[499];r[499]=a[115]+a[499]-t,matches_original_ntt_s_level0_load_shape
116,116,500,-1033,2735,6,4,v5,v11,v17,116,v5,t=fqmul_zeta_top_a[500];r[116]=a[116]+t,500,v11,t=fqmul_zeta_top_a[500];r[500]=a[116]+a[500]-t,matches_original_ntt_s_level0_load_shape
117,117,501,-1033,2735,6,5,v5,v11,v17,117,v5,t=fqmul_zeta_top_a[501];r[117]=a[117]+t,501,v11,t=fqmul_zeta_top_a[501];r[501]=a[117]+a[501]-t,matches_original_ntt_s_level0_load_shape
118,118,502,-1033,2735,6,6,v5,v11,v17,118,v5,t=fqmul_zeta_top_a[502];r[118]=a[118]+t,502,v11,t=fqmul_zeta_top_a[502];r[502]=a[118]+a[502]-t,matches_original_ntt_s_level0_load_shape
119,119,503,-1033,2735,6,7,v5,v11,v17,119,v5,t=fqmul_zeta_top_a[503];r[119]=a[119]+t,503,v11,t=fqmul_zeta_top_a[503];r[503]=a[119]+a[503]-t,matches_original_ntt_s_level0_load_shape
120,120,504,-1033,2735,7,0,v5,v11,v17,120,v5,t=fqmul_zeta_top_a[504];r[120]=a[120]+t,504,v11,t=fqmul_zeta_top_a[504];r[504]=a[120]+a[504]-t,matches_original_ntt_s_level0_load_shape
121,121,505,-1033,2735,7,1,v5,v11,v17,121,v5,t=fqmul_zeta_top_a[505];r[121]=a[121]+t,505,v11,t=fqmul_zeta_top_a[505];r[505]=a[121]+a[505]-t,matches_original_ntt_s_level0_load_shape
122,122,506,-1033,2735,7,2,v5,v11,v17,122,v5,t=fqmul_zeta_top_a[506];r[122]=a[122]+t,506,v11,t=fqmul_zeta_top_a[506];r[506]=a[122]+a[506]-t,matches_original_ntt_s_level0_load_shape
123,123,507,-1033,2735,7,3,v5,v11,v17,123,v5,t=fqmul_zeta_top_a[507];r[123]=a[123]+t,507,v11,t=fqmul_zeta_top_a[507];r[507]=a[123]+a[507]-t,matches_original_ntt_s_level0_load_shape
124,124,508,-1033,2735,7,4,v5,v11,v17,124,v5,t=fqmul_zeta_top_a[508];r[124]=a[124]+t,508,v11,t=fqmul_zeta_top_a[508];r[508]=a[124]+a[508]-t,matches_original_ntt_s_level0_load_shape
125,125,509,-1033,2735,7,5,v5,v11,v17,125,v5,t=fqmul_zeta_top_a[509];r[125]=a[125]+t,509,v11,t=fqmul_zeta_top_a[509];r[509]=a[125]+a[509]-t,matches_original_ntt_s_level0_load_shape
126,126,510,-1033,2735,7,6,v5,v11,v17,126,v5,t=fqmul_zeta_top_a[510];r[126]=a[126]+t,510,v11,t=fqmul_zeta_top_a[510];r[510]=a[126]+a[510]-t,matches_original_ntt_s_level0_load_shape
127,127,511,-1033,2735,7,7,v5,v11,v17,127,v5,t=fqmul_zeta_top_a[511];r[127]=a[127]+t,511,v11,t=fqmul_zeta_top_a[511];r[511]=a[127]+a[511]-t,matches_original_ntt_s_level0_load_shape
128,128,512,-1033,2735,0,0,v6,v12,v18,128,v6,t=fqmul_zeta_top_a[512];r[128]=a[128]+t,512,v12,t=fqmul_zeta_top_a[512];r[512]=a[128]+a[512]-t,matches_original_ntt_s_level0_load_shape
129,129,513,-1033,2735,0,1,v6,v12,v18,129,v6,t=fqmul_zeta_top_a[513];r[129]=a[129]+t,513,v12,t=fqmul_zeta_top_a[513];r[513]=a[129]+a[513]-t,matches_original_ntt_s_level0_load_shape
130,130,514,-1033,2735,0,2,v6,v12,v18,130,v6,t=fqmul_zeta_top_a[514];r[130]=a[130]+t,514,v12,t=fqmul_zeta_top_a[514];r[514]=a[130]+a[514]-t,matches_original_ntt_s_level0_load_shape
131,131,515,-1033,2735,0,3,v6,v12,v18,131,v6,t=fqmul_zeta_top_a[515];r[131]=a[131]+t,515,v12,t=fqmul_zeta_top_a[515];r[515]=a[131]+a[515]-t,matches_original_ntt_s_level0_load_shape
132,132,516,-1033,2735,0,4,v6,v12,v18,132,v6,t=fqmul_zeta_top_a[516];r[132]=a[132]+t,516,v12,t=fqmul_zeta_top_a[516];r[516]=a[132]+a[516]-t,matches_original_ntt_s_level0_load_shape
133,133,517,-1033,2735,0,5,v6,v12,v18,133,v6,t=fqmul_zeta_top_a[517];r[133]=a[133]+t,517,v12,t=fqmul_zeta_top_a[517];r[517]=a[133]+a[517]-t,matches_original_ntt_s_level0_load_shape
134,134,518,-1033,2735,0,6,v6,v12,v18,134,v6,t=fqmul_zeta_top_a[518];r[134]=a[134]+t,518,v12,t=fqmul_zeta_top_a[518];r[518]=a[134]+a[518]-t,matches_original_ntt_s_level0_load_shape
135,135,519,-1033,2735,0,7,v6,v12,v18,135,v6,t=fqmul_zeta_top_a[519];r[135]=a[135]+t,519,v12,t=fqmul_zeta_top_a[519];r[519]=a[135]+a[519]-t,matches_original_ntt_s_level0_load_shape
136,136,520,-1033,2735,1,0,v6,v12,v18,136,v6,t=fqmul_zeta_top_a[520];r[136]=a[136]+t,520,v12,t=fqmul_zeta_top_a[520];r[520]=a[136]+a[520]-t,matches_original_ntt_s_level0_load_shape
137,137,521,-1033,2735,1,1,v6,v12,v18,137,v6,t=fqmul_zeta_top_a[521];r[137]=a[137]+t,521,v12,t=fqmul_zeta_top_a[521];r[521]=a[137]+a[521]-t,matches_original_ntt_s_level0_load_shape
138,138,522,-1033,2735,1,2,v6,v12,v18,138,v6,t=fqmul_zeta_top_a[522];r[138]=a[138]+t,522,v12,t=fqmul_zeta_top_a[522];r[522]=a[138]+a[522]-t,matches_original_ntt_s_level0_load_shape
139,139,523,-1033,2735,1,3,v6,v12,v18,139,v6,t=fqmul_zeta_top_a[523];r[139]=a[139]+t,523,v12,t=fqmul_zeta_top_a[523];r[523]=a[139]+a[523]-t,matches_original_ntt_s_level0_load_shape
140,140,524,-1033,2735,1,4,v6,v12,v18,140,v6,t=fqmul_zeta_top_a[524];r[140]=a[140]+t,524,v12,t=fqmul_zeta_top_a[524];r[524]=a[140]+a[524]-t,matches_original_ntt_s_level0_load_shape
141,141,525,-1033,2735,1,5,v6,v12,v18,141,v6,t=fqmul_zeta_top_a[525];r[141]=a[141]+t,525,v12,t=fqmul_zeta_top_a[525];r[525]=a[141]+a[525]-t,matches_original_ntt_s_level0_load_shape
142,142,526,-1033,2735,1,6,v6,v12,v18,142,v6,t=fqmul_zeta_top_a[526];r[142]=a[142]+t,526,v12,t=fqmul_zeta_top_a[526];r[526]=a[142]+a[526]-t,matches_original_ntt_s_level0_load_shape
143,143,527,-1033,2735,1,7,v6,v12,v18,143,v6,t=fqmul_zeta_top_a[527];r[143]=a[143]+t,527,v12,t=fqmul_zeta_top_a[527];r[527]=a[143]+a[527]-t,matches_original_ntt_s_level0_load_shape
144,144,528,-1033,2735,2,0,v6,v12,v18,144,v6,t=fqmul_zeta_top_a[528];r[144]=a[144]+t,528,v12,t=fqmul_zeta_top_a[528];r[528]=a[144]+a[528]-t,matches_original_ntt_s_level0_load_shape
145,145,529,-1033,2735,2,1,v6,v12,v18,145,v6,t=fqmul_zeta_top_a[529];r[145]=a[145]+t,529,v12,t=fqmul_zeta_top_a[529];r[529]=a[145]+a[529]-t,matches_original_ntt_s_level0_load_shape
146,146,530,-1033,2735,2,2,v6,v12,v18,146,v6,t=fqmul_zeta_top_a[530];r[146]=a[146]+t,530,v12,t=fqmul_zeta_top_a[530];r[530]=a[146]+a[530]-t,matches_original_ntt_s_level0_load_shape
147,147,531,-1033,2735,2,3,v6,v12,v18,147,v6,t=fqmul_zeta_top_a[531];r[147]=a[147]+t,531,v12,t=fqmul_zeta_top_a[531];r[531]=a[147]+a[531]-t,matches_original_ntt_s_level0_load_shape
148,148,532,-1033,2735,2,4,v6,v12,v18,148,v6,t=fqmul_zeta_top_a[532];r[148]=a[148]+t,532,v12,t=fqmul_zeta_top_a[532];r[532]=a[148]+a[532]-t,matches_original_ntt_s_level0_load_shape
149,149,533,-1033,2735,2,5,v6,v12,v18,149,v6,t=fqmul_zeta_top_a[533];r[149]=a[149]+t,533,v12,t=fqmul_zeta_top_a[533];r[533]=a[149]+a[533]-t,matches_original_ntt_s_level0_load_shape
150,150,534,-1033,2735,2,6,v6,v12,v18,150,v6,t=fqmul_zeta_top_a[534];r[150]=a[150]+t,534,v12,t=fqmul_zeta_top_a[534];r[534]=a[150]+a[534]-t,matches_original_ntt_s_level0_load_shape
151,151,535,-1033,2735,2,7,v6,v12,v18,151,v6,t=fqmul_zeta_top_a[535];r[151]=a[151]+t,535,v12,t=fqmul_zeta_top_a[535];r[535]=a[151]+a[535]-t,matches_original_ntt_s_level0_load_shape
152,152,536,-1033,2735,3,0,v6,v12,v18,152,v6,t=fqmul_zeta_top_a[536];r[152]=a[152]+t,536,v12,t=fqmul_zeta_top_a[536];r[536]=a[152]+a[536]-t,matches_original_ntt_s_level0_load_shape
153,153,537,-1033,2735,3,1,v6,v12,v18,153,v6,t=fqmul_zeta_top_a[537];r[153]=a[153]+t,537,v12,t=fqmul_zeta_top_a[537];r[537]=a[153]+a[537]-t,matches_original_ntt_s_level0_load_shape
154,154,538,-1033,2735,3,2,v6,v12,v18,154,v6,t=fqmul_zeta_top_a[538];r[154]=a[154]+t,538,v12,t=fqmul_zeta_top_a[538];r[538]=a[154]+a[538]-t,matches_original_ntt_s_level0_load_shape
155,155,539,-1033,2735,3,3,v6,v12,v18,155,v6,t=fqmul_zeta_top_a[539];r[155]=a[155]+t,539,v12,t=fqmul_zeta_top_a[539];r[539]=a[155]+a[539]-t,matches_original_ntt_s_level0_load_shape
156,156,540,-1033,2735,3,4,v6,v12,v18,156,v6,t=fqmul_zeta_top_a[540];r[156]=a[156]+t,540,v12,t=fqmul_zeta_top_a[540];r[540]=a[156]+a[540]-t,matches_original_ntt_s_level0_load_shape
157,157,541,-1033,2735,3,5,v6,v12,v18,157,v6,t=fqmul_zeta_top_a[541];r[157]=a[157]+t,541,v12,t=fqmul_zeta_top_a[541];r[541]=a[157]+a[541]-t,matches_original_ntt_s_level0_load_shape
158,158,542,-1033,2735,3,6,v6,v12,v18,158,v6,t=fqmul_zeta_top_a[542];r[158]=a[158]+t,542,v12,t=fqmul_zeta_top_a[542];r[542]=a[158]+a[542]-t,matches_original_ntt_s_level0_load_shape
159,159,543,-1033,2735,3,7,v6,v12,v18,159,v6,t=fqmul_zeta_top_a[543];r[159]=a[159]+t,543,v12,t=fqmul_zeta_top_a[543];r[543]=a[159]+a[543]-t,matches_original_ntt_s_level0_load_shape
160,160,544,-1033,2735,4,0,v6,v12,v18,160,v6,t=fqmul_zeta_top_a[544];r[160]=a[160]+t,544,v12,t=fqmul_zeta_top_a[544];r[544]=a[160]+a[544]-t,matches_original_ntt_s_level0_load_shape
161,161,545,-1033,2735,4,1,v6,v12,v18,161,v6,t=fqmul_zeta_top_a[545];r[161]=a[161]+t,545,v12,t=fqmul_zeta_top_a[545];r[545]=a[161]+a[545]-t,matches_original_ntt_s_level0_load_shape
162,162,546,-1033,2735,4,2,v6,v12,v18,162,v6,t=fqmul_zeta_top_a[546];r[162]=a[162]+t,546,v12,t=fqmul_zeta_top_a[546];r[546]=a[162]+a[546]-t,matches_original_ntt_s_level0_load_shape
163,163,547,-1033,2735,4,3,v6,v12,v18,163,v6,t=fqmul_zeta_top_a[547];r[163]=a[163]+t,547,v12,t=fqmul_zeta_top_a[547];r[547]=a[163]+a[547]-t,matches_original_ntt_s_level0_load_shape
164,164,548,-1033,2735,4,4,v6,v12,v18,164,v6,t=fqmul_zeta_top_a[548];r[164]=a[164]+t,548,v12,t=fqmul_zeta_top_a[548];r[548]=a[164]+a[548]-t,matches_original_ntt_s_level0_load_shape
165,165,549,-1033,2735,4,5,v6,v12,v18,165,v6,t=fqmul_zeta_top_a[549];r[165]=a[165]+t,549,v12,t=fqmul_zeta_top_a[549];r[549]=a[165]+a[549]-t,matches_original_ntt_s_level0_load_shape
166,166,550,-1033,2735,4,6,v6,v12,v18,166,v6,t=fqmul_zeta_top_a[550];r[166]=a[166]+t,550,v12,t=fqmul_zeta_top_a[550];r[550]=a[166]+a[550]-t,matches_original_ntt_s_level0_load_shape
167,167,551,-1033,2735,4,7,v6,v12,v18,167,v6,t=fqmul_zeta_top_a[551];r[167]=a[167]+t,551,v12,t=fqmul_zeta_top_a[551];r[551]=a[167]+a[551]-t,matches_original_ntt_s_level0_load_shape
168,168,552,-1033,2735,5,0,v6,v12,v18,168,v6,t=fqmul_zeta_top_a[552];r[168]=a[168]+t,552,v12,t=fqmul_zeta_top_a[552];r[552]=a[168]+a[552]-t,matches_original_ntt_s_level0_load_shape
169,169,553,-1033,2735,5,1,v6,v12,v18,169,v6,t=fqmul_zeta_top_a[553];r[169]=a[169]+t,553,v12,t=fqmul_zeta_top_a[553];r[553]=a[169]+a[553]-t,matches_original_ntt_s_level0_load_shape
170,170,554,-1033,2735,5,2,v6,v12,v18,170,v6,t=fqmul_zeta_top_a[554];r[170]=a[170]+t,554,v12,t=fqmul_zeta_top_a[554];r[554]=a[170]+a[554]-t,matches_original_ntt_s_level0_load_shape
171,171,555,-1033,2735,5,3,v6,v12,v18,171,v6,t=fqmul_zeta_top_a[555];r[171]=a[171]+t,555,v12,t=fqmul_zeta_top_a[555];r[555]=a[171]+a[555]-t,matches_original_ntt_s_level0_load_shape
172,172,556,-1033,2735,5,4,v6,v12,v18,172,v6,t=fqmul_zeta_top_a[556];r[172]=a[172]+t,556,v12,t=fqmul_zeta_top_a[556];r[556]=a[172]+a[556]-t,matches_original_ntt_s_level0_load_shape
173,173,557,-1033,2735,5,5,v6,v12,v18,173,v6,t=fqmul_zeta_top_a[557];r[173]=a[173]+t,557,v12,t=fqmul_zeta_top_a[557];r[557]=a[173]+a[557]-t,matches_original_ntt_s_level0_load_shape
174,174,558,-1033,2735,5,6,v6,v12,v18,174,v6,t=fqmul_zeta_top_a[558];r[174]=a[174]+t,558,v12,t=fqmul_zeta_top_a[558];r[558]=a[174]+a[558]-t,matches_original_ntt_s_level0_load_shape
175,175,559,-1033,2735,5,7,v6,v12,v18,175,v6,t=fqmul_zeta_top_a[559];r[175]=a[175]+t,559,v12,t=fqmul_zeta_top_a[559];r[559]=a[175]+a[559]-t,matches_original_ntt_s_level0_load_shape
176,176,560,-1033,2735,6,0,v6,v12,v18,176,v6,t=fqmul_zeta_top_a[560];r[176]=a[176]+t,560,v12,t=fqmul_zeta_top_a[560];r[560]=a[176]+a[560]-t,matches_original_ntt_s_level0_load_shape
177,177,561,-1033,2735,6,1,v6,v12,v18,177,v6,t=fqmul_zeta_top_a[561];r[177]=a[177]+t,561,v12,t=fqmul_zeta_top_a[561];r[561]=a[177]+a[561]-t,matches_original_ntt_s_level0_load_shape
178,178,562,-1033,2735,6,2,v6,v12,v18,178,v6,t=fqmul_zeta_top_a[562];r[178]=a[178]+t,562,v12,t=fqmul_zeta_top_a[562];r[562]=a[178]+a[562]-t,matches_original_ntt_s_level0_load_shape
179,179,563,-1033,2735,6,3,v6,v12,v18,179,v6,t=fqmul_zeta_top_a[563];r[179]=a[179]+t,563,v12,t=fqmul_zeta_top_a[563];r[563]=a[179]+a[563]-t,matches_original_ntt_s_level0_load_shape
180,180,564,-1033,2735,6,4,v6,v12,v18,180,v6,t=fqmul_zeta_top_a[564];r[180]=a[180]+t,564,v12,t=fqmul_zeta_top_a[564];r[564]=a[180]+a[564]-t,matches_original_ntt_s_level0_load_shape
181,181,565,-1033,2735,6,5,v6,v12,v18,181,v6,t=fqmul_zeta_top_a[565];r[181]=a[181]+t,565,v12,t=fqmul_zeta_top_a[565];r[565]=a[181]+a[565]-t,matches_original_ntt_s_level0_load_shape
182,182,566,-1033,2735,6,6,v6,v12,v18,182,v6,t=fqmul_zeta_top_a[566];r[182]=a[182]+t,566,v12,t=fqmul_zeta_top_a[566];r[566]=a[182]+a[566]-t,matches_original_ntt_s_level0_load_shape
183,183,567,-1033,2735,6,7,v6,v12,v18,183,v6,t=fqmul_zeta_top_a[567];r[183]=a[183]+t,567,v12,t=fqmul_zeta_top_a[567];r[567]=a[183]+a[567]-t,matches_original_ntt_s_level0_load_shape
184,184,568,-1033,2735,7,0,v6,v12,v18,184,v6,t=fqmul_zeta_top_a[568];r[184]=a[184]+t,568,v12,t=fqmul_zeta_top_a[568];r[568]=a[184]+a[568]-t,matches_original_ntt_s_level0_load_shape
185,185,569,-1033,2735,7,1,v6,v12,v18,185,v6,t=fqmul_zeta_top_a[569];r[185]=a[185]+t,569,v12,t=fqmul_zeta_top_a[569];r[569]=a[185]+a[569]-t,matches_original_ntt_s_level0_load_shape
186,186,570,-1033,2735,7,2,v6,v12,v18,186,v6,t=fqmul_zeta_top_a[570];r[186]=a[186]+t,570,v12,t=fqmul_zeta_top_a[570];r[570]=a[186]+a[570]-t,matches_original_ntt_s_level0_load_shape
187,187,571,-1033,2735,7,3,v6,v12,v18,187,v6,t=fqmul_zeta_top_a[571];r[187]=a[187]+t,571,v12,t=fqmul_zeta_top_a[571];r[571]=a[187]+a[571]-t,matches_original_ntt_s_level0_load_shape
188,188,572,-1033,2735,7,4,v6,v12,v18,188,v6,t=fqmul_zeta_top_a[572];r[188]=a[188]+t,572,v12,t=fqmul_zeta_top_a[572];r[572]=a[188]+a[572]-t,matches_original_ntt_s_level0_load_shape
189,189,573,-1033,2735,7,5,v6,v12,v18,189,v6,t=fqmul_zeta_top_a[573];r[189]=a[189]+t,573,v12,t=fqmul_zeta_top_a[573];r[573]=a[189]+a[573]-t,matches_original_ntt_s_level0_load_shape
190,190,574,-1033,2735,7,6,v6,v12,v18,190,v6,t=fqmul_zeta_top_a[574];r[190]=a[190]+t,574,v12,t=fqmul_zeta_top_a[574];r[574]=a[190]+a[574]-t,matches_original_ntt_s_level0_load_shape
191,191,575,-1033,2735,7,7,v6,v12,v18,191,v6,t=fqmul_zeta_top_a[575];r[191]=a[191]+t,575,v12,t=fqmul_zeta_top_a[575];r[575]=a[191]+a[575]-t,matches_original_ntt_s_level0_load_shape
192,192,576,-1033,2735,0,0,v7,v13,v19,192,v7,t=fqmul_zeta_top_a[576];r[192]=a[192]+t,576,v13,t=fqmul_zeta_top_a[576];r[576]=a[192]+a[576]-t,matches_original_ntt_s_level0_load_shape
193,193,577,-1033,2735,0,1,v7,v13,v19,193,v7,t=fqmul_zeta_top_a[577];r[193]=a[193]+t,577,v13,t=fqmul_zeta_top_a[577];r[577]=a[193]+a[577]-t,matches_original_ntt_s_level0_load_shape
194,194,578,-1033,2735,0,2,v7,v13,v19,194,v7,t=fqmul_zeta_top_a[578];r[194]=a[194]+t,578,v13,t=fqmul_zeta_top_a[578];r[578]=a[194]+a[578]-t,matches_original_ntt_s_level0_load_shape
195,195,579,-1033,2735,0,3,v7,v13,v19,195,v7,t=fqmul_zeta_top_a[579];r[195]=a[195]+t,579,v13,t=fqmul_zeta_top_a[579];r[579]=a[195]+a[579]-t,matches_original_ntt_s_level0_load_shape
196,196,580,-1033,2735,0,4,v7,v13,v19,196,v7,t=fqmul_zeta_top_a[580];r[196]=a[196]+t,580,v13,t=fqmul_zeta_top_a[580];r[580]=a[196]+a[580]-t,matches_original_ntt_s_level0_load_shape
197,197,581,-1033,2735,0,5,v7,v13,v19,197,v7,t=fqmul_zeta_top_a[581];r[197]=a[197]+t,581,v13,t=fqmul_zeta_top_a[581];r[581]=a[197]+a[581]-t,matches_original_ntt_s_level0_load_shape
198,198,582,-1033,2735,0,6,v7,v13,v19,198,v7,t=fqmul_zeta_top_a[582];r[198]=a[198]+t,582,v13,t=fqmul_zeta_top_a[582];r[582]=a[198]+a[582]-t,matches_original_ntt_s_level0_load_shape
199,199,583,-1033,2735,0,7,v7,v13,v19,199,v7,t=fqmul_zeta_top_a[583];r[199]=a[199]+t,583,v13,t=fqmul_zeta_top_a[583];r[583]=a[199]+a[583]-t,matches_original_ntt_s_level0_load_shape
200,200,584,-1033,2735,1,0,v7,v13,v19,200,v7,t=fqmul_zeta_top_a[584];r[200]=a[200]+t,584,v13,t=fqmul_zeta_top_a[584];r[584]=a[200]+a[584]-t,matches_original_ntt_s_level0_load_shape
201,201,585,-1033,2735,1,1,v7,v13,v19,201,v7,t=fqmul_zeta_top_a[585];r[201]=a[201]+t,585,v13,t=fqmul_zeta_top_a[585];r[585]=a[201]+a[585]-t,matches_original_ntt_s_level0_load_shape
202,202,586,-1033,2735,1,2,v7,v13,v19,202,v7,t=fqmul_zeta_top_a[586];r[202]=a[202]+t,586,v13,t=fqmul_zeta_top_a[586];r[586]=a[202]+a[586]-t,matches_original_ntt_s_level0_load_shape
203,203,587,-1033,2735,1,3,v7,v13,v19,203,v7,t=fqmul_zeta_top_a[587];r[203]=a[203]+t,587,v13,t=fqmul_zeta_top_a[587];r[587]=a[203]+a[587]-t,matches_original_ntt_s_level0_load_shape
204,204,588,-1033,2735,1,4,v7,v13,v19,204,v7,t=fqmul_zeta_top_a[588];r[204]=a[204]+t,588,v13,t=fqmul_zeta_top_a[588];r[588]=a[204]+a[588]-t,matches_original_ntt_s_level0_load_shape
205,205,589,-1033,2735,1,5,v7,v13,v19,205,v7,t=fqmul_zeta_top_a[589];r[205]=a[205]+t,589,v13,t=fqmul_zeta_top_a[589];r[589]=a[205]+a[589]-t,matches_original_ntt_s_level0_load_shape
206,206,590,-1033,2735,1,6,v7,v13,v19,206,v7,t=fqmul_zeta_top_a[590];r[206]=a[206]+t,590,v13,t=fqmul_zeta_top_a[590];r[590]=a[206]+a[590]-t,matches_original_ntt_s_level0_load_shape
207,207,591,-1033,2735,1,7,v7,v13,v19,207,v7,t=fqmul_zeta_top_a[591];r[207]=a[207]+t,591,v13,t=fqmul_zeta_top_a[591];r[591]=a[207]+a[591]-t,matches_original_ntt_s_level0_load_shape
208,208,592,-1033,2735,2,0,v7,v13,v19,208,v7,t=fqmul_zeta_top_a[592];r[208]=a[208]+t,592,v13,t=fqmul_zeta_top_a[592];r[592]=a[208]+a[592]-t,matches_original_ntt_s_level0_load_shape
209,209,593,-1033,2735,2,1,v7,v13,v19,209,v7,t=fqmul_zeta_top_a[593];r[209]=a[209]+t,593,v13,t=fqmul_zeta_top_a[593];r[593]=a[209]+a[593]-t,matches_original_ntt_s_level0_load_shape
210,210,594,-1033,2735,2,2,v7,v13,v19,210,v7,t=fqmul_zeta_top_a[594];r[210]=a[210]+t,594,v13,t=fqmul_zeta_top_a[594];r[594]=a[210]+a[594]-t,matches_original_ntt_s_level0_load_shape
211,211,595,-1033,2735,2,3,v7,v13,v19,211,v7,t=fqmul_zeta_top_a[595];r[211]=a[211]+t,595,v13,t=fqmul_zeta_top_a[595];r[595]=a[211]+a[595]-t,matches_original_ntt_s_level0_load_shape
212,212,596,-1033,2735,2,4,v7,v13,v19,212,v7,t=fqmul_zeta_top_a[596];r[212]=a[212]+t,596,v13,t=fqmul_zeta_top_a[596];r[596]=a[212]+a[596]-t,matches_original_ntt_s_level0_load_shape
213,213,597,-1033,2735,2,5,v7,v13,v19,213,v7,t=fqmul_zeta_top_a[597];r[213]=a[213]+t,597,v13,t=fqmul_zeta_top_a[597];r[597]=a[213]+a[597]-t,matches_original_ntt_s_level0_load_shape
214,214,598,-1033,2735,2,6,v7,v13,v19,214,v7,t=fqmul_zeta_top_a[598];r[214]=a[214]+t,598,v13,t=fqmul_zeta_top_a[598];r[598]=a[214]+a[598]-t,matches_original_ntt_s_level0_load_shape
215,215,599,-1033,2735,2,7,v7,v13,v19,215,v7,t=fqmul_zeta_top_a[599];r[215]=a[215]+t,599,v13,t=fqmul_zeta_top_a[599];r[599]=a[215]+a[599]-t,matches_original_ntt_s_level0_load_shape
216,216,600,-1033,2735,3,0,v7,v13,v19,216,v7,t=fqmul_zeta_top_a[600];r[216]=a[216]+t,600,v13,t=fqmul_zeta_top_a[600];r[600]=a[216]+a[600]-t,matches_original_ntt_s_level0_load_shape
217,217,601,-1033,2735,3,1,v7,v13,v19,217,v7,t=fqmul_zeta_top_a[601];r[217]=a[217]+t,601,v13,t=fqmul_zeta_top_a[601];r[601]=a[217]+a[601]-t,matches_original_ntt_s_level0_load_shape
218,218,602,-1033,2735,3,2,v7,v13,v19,218,v7,t=fqmul_zeta_top_a[602];r[218]=a[218]+t,602,v13,t=fqmul_zeta_top_a[602];r[602]=a[218]+a[602]-t,matches_original_ntt_s_level0_load_shape
219,219,603,-1033,2735,3,3,v7,v13,v19,219,v7,t=fqmul_zeta_top_a[603];r[219]=a[219]+t,603,v13,t=fqmul_zeta_top_a[603];r[603]=a[219]+a[603]-t,matches_original_ntt_s_level0_load_shape
220,220,604,-1033,2735,3,4,v7,v13,v19,220,v7,t=fqmul_zeta_top_a[604];r[220]=a[220]+t,604,v13,t=fqmul_zeta_top_a[604];r[604]=a[220]+a[604]-t,matches_original_ntt_s_level0_load_shape
221,221,605,-1033,2735,3,5,v7,v13,v19,221,v7,t=fqmul_zeta_top_a[605];r[221]=a[221]+t,605,v13,t=fqmul_zeta_top_a[605];r[605]=a[221]+a[605]-t,matches_original_ntt_s_level0_load_shape
222,222,606,-1033,2735,3,6,v7,v13,v19,222,v7,t=fqmul_zeta_top_a[606];r[222]=a[222]+t,606,v13,t=fqmul_zeta_top_a[606];r[606]=a[222]+a[606]-t,matches_original_ntt_s_level0_load_shape
223,223,607,-1033,2735,3,7,v7,v13,v19,223,v7,t=fqmul_zeta_top_a[607];r[223]=a[223]+t,607,v13,t=fqmul_zeta_top_a[607];r[607]=a[223]+a[607]-t,matches_original_ntt_s_level0_load_shape
224,224,608,-1033,2735,4,0,v7,v13,v19,224,v7,t=fqmul_zeta_top_a[608];r[224]=a[224]+t,608,v13,t=fqmul_zeta_top_a[608];r[608]=a[224]+a[608]-t,matches_original_ntt_s_level0_load_shape
225,225,609,-1033,2735,4,1,v7,v13,v19,225,v7,t=fqmul_zeta_top_a[609];r[225]=a[225]+t,609,v13,t=fqmul_zeta_top_a[609];r[609]=a[225]+a[609]-t,matches_original_ntt_s_level0_load_shape
226,226,610,-1033,2735,4,2,v7,v13,v19,226,v7,t=fqmul_zeta_top_a[610];r[226]=a[226]+t,610,v13,t=fqmul_zeta_top_a[610];r[610]=a[226]+a[610]-t,matches_original_ntt_s_level0_load_shape
227,227,611,-1033,2735,4,3,v7,v13,v19,227,v7,t=fqmul_zeta_top_a[611];r[227]=a[227]+t,611,v13,t=fqmul_zeta_top_a[611];r[611]=a[227]+a[611]-t,matches_original_ntt_s_level0_load_shape
228,228,612,-1033,2735,4,4,v7,v13,v19,228,v7,t=fqmul_zeta_top_a[612];r[228]=a[228]+t,612,v13,t=fqmul_zeta_top_a[612];r[612]=a[228]+a[612]-t,matches_original_ntt_s_level0_load_shape
229,229,613,-1033,2735,4,5,v7,v13,v19,229,v7,t=fqmul_zeta_top_a[613];r[229]=a[229]+t,613,v13,t=fqmul_zeta_top_a[613];r[613]=a[229]+a[613]-t,matches_original_ntt_s_level0_load_shape
