pair_i,low_input_pos,high_input_pos,top_zeta_mont,top_zeta_normal,asm_loop_iter,asm_lane,asm_low_load_register,asm_high_load_register,asm_temp_register,branch0_output_pos,branch0_output_register,branch0_formula,branch1_output_pos,branch1_output_register,branch1_formula,notes
86,86,470,-1033,2735,2,6,v5,v11,v17,86,v5,t=fqmul_zeta_top_a[470];r[86]=a[86]+t,470,v11,t=fqmul_zeta_top_a[470];r[470]=a[86]+a[470]-t,matches_original_ntt_s_level0_load_shape
87,87,471,-1033,2735,2,7,v5,v11,v17,87,v5,t=fqmul_zeta_top_a[471];r[87]=a[87]+t,471,v11,t=fqmul_zeta_top_a[471];r[471]=a[87]+a[471]-t,matches_original_ntt_s_level0_load_shape
88,88,472,-1033,2735,3,0,v5,v11,v17,88,v5,t=fqmul_zeta_top_a[472];r[88]=a[88]+t,472,v11,t=fqmul_zeta_top_a[472];r[472]=a[88]+a[472]-t,matches_original_ntt_s_level0_load_shape
89,89,473,-1033,2735,3,1,v5,v11,v17,89,v5,t=fqmul_zeta_top_a[473];r[89]=a[89]+t,473,v11,t=fqmul_zeta_top_a[473];r[473]=a[89]+a[473]-t,matches_original_ntt_s_level0_load_shape
90,90,474,-1033,2735,3,2,v5,v11,v17,90,v5,t=fqmul_zeta_top_a[474];r[90]=a[90]+t,474,v11,t=fqmul_zeta_top_a[474];r[474]=a[90]+a[474]-t,matches_original_ntt_s_level0_load_shape
91,91,475,-1033,2735,3,3,v5,v11,v17,91,v5,t=fqmul_zeta_top_a[475];r[91]=a[91]+t,475,v11,t=fqmul_zeta_top_a[475];r[475]=a[91]+a[475]-t,matches_original_ntt_s_level0_load_shape
92,92,476,-1033,2735,3,4,v5,v11,v17,92,v5,t=fqmul_zeta_top_a[476];r[92]=a[92]+t,476,v11,t=fqmul_zeta_top_a[476];r[476]=a[92]+a[476]-t,matches_original_ntt_s_level0_load_shape
93,93,477,-1033,2735,3,5,v5,v11,v17,93,v5,t=fqmul_zeta_top_a[477];r[93]=a[93]+t,477,v11,t=fqmul_zeta_top_a[477];r[477]=a[93]+a[477]-t,matches_original_ntt_s_level0_load_shape
94,94,478,-1033,2735,3,6,v5,v11,v17,94,v5,t=fqmul_zeta_top_a[478];r[94]=a[94]+t,478,v11,t=fqmul_zeta_top_a[478];r[478]=a[94]+a[478]-t,matches_original_ntt_s_level0_load_shape
95,95,479,-1033,2735,3,7,v5,v11,v17,95,v5,t=fqmul_zeta_top_a[479];r[95]=a[95]+t,479,v11,t=fqmul_zeta_top_a[479];r[479]=a[95]+a[479]-t,matches_original_ntt_s_level0_load_shape
96,96,480,-1033,2735,4,0,v5,v11,v17,96,v5,t=fqmul_zeta_top_a[480];r[96]=a[96]+t,480,v11,t=fqmul_zeta_top_a[480];r[480]=a[96]+a[480]-t,matches_original_ntt_s_level0_load_shape
97,97,481,-1033,2735,4,1,v5,v11,v17,97,v5,t=fqmul_zeta_top_a[481];r[97]=a[97]+t,481,v11,t=fqmul_zeta_top_a[481];r[481]=a[97]+a[481]-t,matches_original_ntt_s_level0_load_shape
98,98,482,-1033,2735,4,2,v5,v11,v17,98,v5,t=fqmul_zeta_top_a[482];r[98]=a[98]+t,482,v11,t=fqmul_zeta_top_a[482];r[482]=a[98]+a[482]-t,matches_original_ntt_s_level0_load_shape
99,99,483,-1033,2735,4,3,v5,v11,v17,99,v5,t=fqmul_zeta_top_a[483];r[99]=a[99]+t,483,v11,t=fqmul_zeta_top_a[483];r[483]=a[99]+a[483]-t,matches_original_ntt_s_level0_load_shape
100,100,484,-1033,2735,4,4,v5,v11,v17,100,v5,t=fqmul_zeta_top_a[484];r[100]=a[100]+t,484,v11,t=fqmul_zeta_top_a[484];r[484]=a[100]+a[484]-t,matches_original_ntt_s_level0_load_shape
101,101,485,-1033,2735,4,5,v5,v11,v17,101,v5,t=fqmul_zeta_top_a[485];r[101]=a[101]+t,485,v11,t=fqmul_zeta_top_a[485];r[485]=a[101]+a[485]-t,matches_original_ntt_s_level0_load_shape
102,102,486,-1033,2735,4,6,v5,v11,v17,102,v5,t=fqmul_zeta_top_a[486];r[102]=a[102]+t,486,v11,t=fqmul_zeta_top_a[486];r[486]=a[102]+a[486]-t,matches_original_ntt_s_level0_load_shape
103,103,487,-1033,2735,4,7,v5,v11,v17,103,v5,t=fqmul_zeta_top_a[487];r[103]=a[103]+t,487,v11,t=fqmul_zeta_top_a[487];r[487]=a[103]+a[487]-t,matches_original_ntt_s_level0_load_shape
104,104,488,-1033,2735,5,0,v5,v11,v17,104,v5,t=fqmul_zeta_top_a[488];r[104]=a[104]+t,488,v11,t=fqmul_zeta_top_a[488];r[488]=a[104]+a[488]-t,matches_original_ntt_s_level0_load_shape
105,105,489,-1033,2735,5,1,v5,v11,v17,105,v5,t=fqmul_zeta_top_a[489];r[105]=a[105]+t,489,v11,t=fqmul_zeta_top_a[489];r[489]=a[105]+a[489]-t,matches_original_ntt_s_level0_load_shape
106,106,490,-1033,2735,5,2,v5,v11,v17,106,v5,t=fqmul_zeta_top_a[490];r[106]=a[106]+t,490,v11,t=fqmul_zeta_top_a[490];r[490]=a[106]+a[490]-t,matches_original_ntt_s_level0_load_shape
107,107,491,-1033,2735,5,3,v5,v11,v17,107,v5,t=fqmul_zeta_top_a[491];r[107]=a[107]+t,491,v11,t=fqmul_zeta_top_a[491];r[491]=a[107]+a[491]-t,matches_original_ntt_s_level0_load_shape
108,108,492,-1033,2735,5,4,v5,v11,v17,108,v5,t=fqmul_zeta_top_a[492];r[108]=a[108]+t,492,v11,t=fqmul_zeta_top_a[492];r[492]=a[108]+a[492]-t,matches_original_ntt_s_level0_load_shape
109,109,493,-1033,2735,5,5,v5,v11,v17,109,v5,t=fqmul_zeta_top_a[493];r[109]=a[109]+t,493,v11,t=fqmul_zeta_top_a[493];r[493]=a[109]+a[493]-t,matches_original_ntt_s_level0_load_shape
110,110,494,-1033,2735,5,6,v5,v11,v17,110,v5,t=fqmul_zeta_top_a[494];r[110]=a[110]+t,494,v11,t=fqmul_zeta_top_a[494];r[494]=a[110]+a[494]-t,matches_original_ntt_s_level0_load_shape
111,111,495,-1033,2735,5,7,v5,v11,v17,111,v5,t=fqmul_zeta_top_a[495];r[111]=a[111]+t,495,v11,t=fqmul_zeta_top_a[495];r[495]=a[111]+a[495]-t,matches_original_ntt_s_level0_load_shape
112,112,496,-1033,2735,6,0,v5,v11,v17,112,v5,t=fqmul_zeta_top_a[496];r[112]=a[112]+t,496,v11,t=fqmul_zeta_top_a[496];r[496]=a[112]+a[496]-t,matches_original_ntt_s_level0_load_shape
