branch,base_F,block_k,position_start,position_end,lane_count,exponent,twist_table,twist_index,twist_mont,twist_normal,operation,expanded_positions,notes
1,22,56,608,611,4,-56,twist_branch1,56,1521,3235,r[608..611]=r[608..611]*22^(-56),r[608]|r[609]|r[610]|r[611],same_twist_for_four_quartic_lanes
1,22,57,612,615,4,-57,twist_branch1,57,-88,1247,r[612..615]=r[612..615]*22^(-57),r[612]|r[613]|r[614]|r[615],same_twist_for_four_quartic_lanes
1,22,58,616,619,4,-58,twist_branch1,58,-4,2728,r[616..619]=r[616..619]*22^(-58),r[616]|r[617]|r[618]|r[619],same_twist_for_four_quartic_lanes
1,22,59,620,623,4,-59,twist_branch1,59,-943,124,r[620..623]=r[620..623]*22^(-59),r[620]|r[621]|r[622]|r[623],same_twist_for_four_quartic_lanes
1,22,60,624,627,4,-60,twist_branch1,60,-200,1577,r[624..627]=r[624..627]*22^(-60),r[624]|r[625]|r[626]|r[627],same_twist_for_four_quartic_lanes
1,22,61,628,631,4,-61,twist_branch1,61,1248,2743,r[628..631]=r[628..631]*22^(-61),r[628]|r[629]|r[630]|r[631],same_twist_for_four_quartic_lanes
1,22,62,632,635,4,-62,twist_branch1,62,371,2796,r[632..635]=r[632..635]*22^(-62),r[632]|r[633]|r[634]|r[635],same_twist_for_four_quartic_lanes
1,22,63,636,639,4,-63,twist_branch1,63,174,2327,r[636..639]=r[636..639]*22^(-63),r[636]|r[637]|r[638]|r[639],same_twist_for_four_quartic_lanes
1,22,64,640,643,4,-64,twist_branch1,64,1265,1520,r[640..643]=r[640..643]*22^(-64),r[640]|r[641]|r[642]|r[643],same_twist_for_four_quartic_lanes
1,22,65,644,647,4,-65,twist_branch1,65,-1671,2269,r[644..647]=r[644..647]*22^(-65),r[644]|r[645]|r[646]|r[647],same_twist_for_four_quartic_lanes
1,22,66,648,651,4,-66,twist_branch1,66,1024,3403,r[648..651]=r[648..651]*22^(-66),r[648]|r[649]|r[650]|r[651],same_twist_for_four_quartic_lanes
1,22,67,652,655,4,-67,twist_branch1,67,-582,2826,r[652..655]=r[652..655]*22^(-67),r[652]|r[653]|r[654]|r[655],same_twist_for_four_quartic_lanes
1,22,68,656,659,4,-68,twist_branch1,68,-655,757,r[656..659]=r[656..659]*22^(-68),r[656]|r[657]|r[658]|r[659],same_twist_for_four_quartic_lanes
1,22,69,660,663,4,-69,twist_branch1,69,-1444,3020,r[660..663]=r[660..663]*22^(-69),r[660]|r[661]|r[662]|r[663],same_twist_for_four_quartic_lanes
1,22,70,664,667,4,-70,twist_branch1,70,-1637,3280,r[664..667]=r[664..667]*22^(-70),r[664]|r[665]|r[666]|r[667],same_twist_for_four_quartic_lanes
1,22,71,668,671,4,-71,twist_branch1,71,397,2349,r[668..671]=r[668..671]*22^(-71),r[668]|r[669]|r[670]|r[671],same_twist_for_four_quartic_lanes
1,22,72,672,675,4,-72,twist_branch1,72,1118,1521,r[672..675]=r[672..675]*22^(-72),r[672]|r[673]|r[674]|r[675],same_twist_for_four_quartic_lanes
1,22,73,676,679,4,-73,twist_branch1,73,-892,3369,r[676..679]=r[676..679]*22^(-73),r[676]|r[677]|r[678]|r[679],same_twist_for_four_quartic_lanes
1,22,74,680,683,4,-74,twist_branch1,74,588,3453,r[680..683]=r[680..683]*22^(-74),r[680]|r[681]|r[682]|r[683],same_twist_for_four_quartic_lanes
1,22,75,684,687,4,-75,twist_branch1,75,341,2514,r[684..687]=r[684..687]*22^(-75),r[684]|r[685]|r[686]|r[687],same_twist_for_four_quartic_lanes
1,22,76,688,691,4,-76,twist_branch1,76,-1713,3257,r[688..691]=r[688..691]*22^(-76),r[688]|r[689]|r[690]|r[691],same_twist_for_four_quartic_lanes
1,22,77,692,695,4,-77,twist_branch1,77,-235,1248,r[692..695]=r[692..695]*22^(-77),r[692]|r[693]|r[694]|r[695],same_twist_for_four_quartic_lanes
1,22,78,696,699,4,-78,twist_branch1,78,775,371,r[696..699]=r[696..699]*22^(-78),r[696]|r[697]|r[698]|r[699],same_twist_for_four_quartic_lanes
1,22,79,700,703,4,-79,twist_branch1,79,-1379,174,r[700..703]=r[700..703]*22^(-79),r[700]|r[701]|r[702]|r[703],same_twist_for_four_quartic_lanes
1,22,80,704,707,4,-80,twist_branch1,80,723,1265,r[704..707]=r[704..707]*22^(-80),r[704]|r[705]|r[706]|r[707],same_twist_for_four_quartic_lanes
1,22,81,708,711,4,-81,twist_branch1,81,190,1786,r[708..711]=r[708..711]*22^(-81),r[708]|r[709]|r[710]|r[711],same_twist_for_four_quartic_lanes
1,22,82,712,715,4,-82,twist_branch1,82,1580,1024,r[712..715]=r[712..715]*22^(-82),r[712]|r[713]|r[714]|r[715],same_twist_for_four_quartic_lanes
1,22,83,716,719,4,-83,twist_branch1,83,-871,2875,r[716..719]=r[716..719]*22^(-83),r[716]|r[717]|r[718]|r[719],same_twist_for_four_quartic_lanes
1,22,84,720,723,4,-84,twist_branch1,84,-511,2802,r[720..723]=r[720..723]*22^(-84),r[720]|r[721]|r[722]|r[723],same_twist_for_four_quartic_lanes
1,22,85,724,727,4,-85,twist_branch1,85,1391,2013,r[724..727]=r[724..727]*22^(-85),r[724]|r[725]|r[726]|r[727],same_twist_for_four_quartic_lanes
1,22,86,728,731,4,-86,twist_branch1,86,-1351,1820,r[728..731]=r[728..731]*22^(-86),r[728]|r[729]|r[730]|r[731],same_twist_for_four_quartic_lanes
1,22,87,732,735,4,-87,twist_branch1,87,410,397,r[732..735]=r[732..735]*22^(-87),r[732]|r[733]|r[734]|r[735],same_twist_for_four_quartic_lanes
1,22,88,736,739,4,-88,twist_branch1,88,1590,1118,r[736..739]=r[736..739]*22^(-88),r[736]|r[737]|r[738]|r[739],same_twist_for_four_quartic_lanes
1,22,89,740,743,4,-89,twist_branch1,89,-242,2565,r[740..743]=r[740..743]*22^(-89),r[740]|r[741]|r[742]|r[743],same_twist_for_four_quartic_lanes
1,22,90,744,747,4,-90,twist_branch1,90,-11,588,r[744..747]=r[744..747]*22^(-90),r[744]|r[745]|r[746]|r[747],same_twist_for_four_quartic_lanes
1,22,91,748,751,4,-91,twist_branch1,91,1728,341,r[748..751]=r[748..751]*22^(-91),r[748]|r[749]|r[750]|r[751],same_twist_for_four_quartic_lanes
1,22,92,752,755,4,-92,twist_branch1,92,-550,1744,r[752..755]=r[752..755]*22^(-92),r[752]|r[753]|r[754]|r[755],same_twist_for_four_quartic_lanes
1,22,93,756,759,4,-93,twist_branch1,93,-25,3222,r[756..759]=r[756..759]*22^(-93),r[756]|r[757]|r[758]|r[759],same_twist_for_four_quartic_lanes
1,22,94,760,763,4,-94,twist_branch1,94,156,775,r[760..763]=r[760..763]*22^(-94),r[760]|r[761]|r[762]|r[763],same_twist_for_four_quartic_lanes
1,22,95,764,767,4,-95,twist_branch1,95,-1250,2078,r[764..767]=r[764..767]*22^(-95),r[764]|r[765]|r[766]|r[767],same_twist_for_four_quartic_lanes
