branch,quartic_lane,n32,vector_group,register_lane,matrix_lane_stream,x0_offsets_8,x1_offsets_8,x2_offsets_8,x0_pos,x0_block,x0_twist_mont,x0_twist_normal,x1_pos,x1_block,x1_twist_mont,x1_twist_normal,x2_pos,x2_block,x2_twist_mont,x2_twist_normal,input_pack_registers,d_mont_constant,dft_y0_formula,dft_y1_formula,dft_y2_formula,y0_row_k3,y1_row_k3,y2_row_k3,notes
0,1,27,3,3,"Branch0 lane1: r[1,5,9,...,381]","r97 r229 r361 r109 r241 r373 r121 r253","r353 r101 r233 r365 r113 r245 r377 r125","r225 r357 r105 r237 r369 r117 r249 r381",109,27,-1082,1583,365,91,1514,1095,237,59,-1022,2147,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,1,28,3,4,"Branch0 lane1: r[1,5,9,...,381]","r97 r229 r361 r109 r241 r373 r121 r253","r353 r101 r233 r365 r113 r245 r377 r125","r225 r357 r105 r237 r369 r117 r249 r381",241,60,-511,2802,113,28,-541,2520,369,92,757,2276,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,1,29,3,5,"Branch0 lane1: r[1,5,9,...,381]","r97 r229 r361 r109 r241 r373 r121 r253","r353 r101 r233 r365 r113 r245 r377 r125","r225 r357 r105 r237 r369 r117 r249 r381",373,93,-1350,1138,245,61,1473,1401,117,29,1458,1260,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,1,30,3,6,"Branch0 lane1: r[1,5,9,...,381]","r97 r229 r361 r109 r241 r373 r121 r253","r353 r101 r233 r365 r113 r245 r377 r125","r225 r357 r105 r237 r369 r117 r249 r381",121,30,729,630,377,94,-675,569,249,62,-992,2429,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,1,31,3,7,"Branch0 lane1: r[1,5,9,...,381]","r97 r229 r361 r109 r241 r373 r121 r253","r353 r101 r233 r365 r113 r245 r377 r125","r225 r357 r105 r237 r369 r117 r249 r381",253,63,-496,2943,125,31,-1364,315,381,95,1391,2013,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,0,0,0,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",2,0,-147,1,258,64,-248,3200,130,32,-682,1886,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,1,0,1,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",134,33,-341,943,6,1,1655,1729,262,65,-124,1600,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,2,0,2,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",266,66,-62,800,138,34,1558,2200,10,2,-901,2593,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,3,0,3,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",14,3,1278,3025,270,67,-31,400,142,35,779,1100,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,4,0,4,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",146,36,-1339,550,18,4,639,3241,274,68,1713,200,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,5,0,5,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",278,69,-872,100,150,37,1059,275,22,5,-1409,3349,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,6,0,6,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",26,6,1024,3403,282,70,-436,50,154,38,-1199,1866,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,7,0,7,"Branch0 lane2: r[2,6,10,...,382]","r2 r134 r266 r14 r146 r278 r26 r158","r258 r6 r138 r270 r18 r150 r282 r30","r130 r262 r10 r142 r274 r22 r154 r286",158,39,1129,933,30,7,512,3430,286,71,-218,25,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,8,1,0,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",290,72,-109,1741,162,40,-1164,2195,34,8,256,1715,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,9,1,1,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",38,9,128,2586,294,73,1674,2599,166,41,-582,2826,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,10,1,2,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",170,42,-291,1413,42,10,64,1293,298,74,837,3028,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,11,1,3,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",302,75,-1310,1514,174,43,1583,2435,46,11,32,2375,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,12,1,4,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",50,12,16,2916,306,76,-655,757,178,44,-937,2946,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,13,1,5,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",182,45,1260,1473,54,13,8,1458,310,77,1401,2107,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,14,1,6,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",314,78,-1028,2782,186,46,630,2465,58,14,4,729,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,15,1,7,"Branch0 lane2: r[2,6,10,...,382]","r290 r38 r170 r302 r50 r182 r314 r62","r162 r294 r42 r174 r306 r54 r186 r318","r34 r166 r298 r46 r178 r310 r58 r190",62,15,2,2093,318,79,-514,1391,190,47,315,2961,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,16,2,0,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",194,48,-1571,3209,66,16,1,2775,322,80,-257,2424,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,17,2,1,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",326,81,1600,1212,198,49,943,3333,70,17,-1728,3116,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,18,2,2,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",74,18,-864,1558,330,82,800,606,202,50,-1257,3395,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,19,2,3,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",206,51,1100,3426,78,19,-432,779,334,83,400,303,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,20,2,4,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",338,84,200,1880,210,52,550,1713,82,20,-216,2118,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,21,2,5,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",86,21,-108,1059,342,85,100,940,214,53,275,2585,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,22,2,6,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",218,54,-1591,3021,90,22,-54,2258,346,86,50,470,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,23,2,7,"Branch0 lane2: r[2,6,10,...,382]","r194 r326 r74 r206 r338 r86 r218 r350","r66 r198 r330 r78 r210 r342 r90 r222","r322 r70 r202 r334 r82 r214 r346 r94",350,87,25,235,222,55,933,3239,94,23,-27,1129,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,24,3,0,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",98,24,1715,2293,354,88,-1716,1846,226,56,-1262,3348,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,25,3,1,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",230,57,-631,1674,102,25,-871,2875,358,89,-858,923,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,26,3,2,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",362,90,-429,2190,234,58,1413,837,106,26,1293,3166,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,27,3,3,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",110,27,-1082,1583,366,91,1514,1095,238,59,-1022,2147,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,28,3,4,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",242,60,-511,2802,114,28,-541,2520,370,92,757,2276,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,29,3,5,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",374,93,-1350,1138,246,61,1473,1401,118,29,1458,1260,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,30,3,6,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",122,30,729,630,378,94,-675,569,250,62,-992,2429,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,2,31,3,7,"Branch0 lane2: r[2,6,10,...,382]","r98 r230 r362 r110 r242 r374 r122 r254","r354 r102 r234 r366 r114 r246 r378 r126","r226 r358 r106 r238 r370 r118 r250 r382",254,63,-496,2943,126,31,-1364,315,382,95,1391,2013,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,0,0,0,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",3,0,-147,1,259,64,-248,3200,131,32,-682,1886,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,1,0,1,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",135,33,-341,943,7,1,1655,1729,263,65,-124,1600,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,2,0,2,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",267,66,-62,800,139,34,1558,2200,11,2,-901,2593,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,3,0,3,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",15,3,1278,3025,271,67,-31,400,143,35,779,1100,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,4,0,4,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",147,36,-1339,550,19,4,639,3241,275,68,1713,200,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,5,0,5,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",279,69,-872,100,151,37,1059,275,23,5,-1409,3349,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,6,0,6,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",27,6,1024,3403,283,70,-436,50,155,38,-1199,1866,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,7,0,7,"Branch0 lane3: r[3,7,11,...,383]","r3 r135 r267 r15 r147 r279 r27 r159","r259 r7 r139 r271 r19 r151 r283 r31","r131 r263 r11 r143 r275 r23 r155 r287",159,39,1129,933,31,7,512,3430,287,71,-218,25,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,8,1,0,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",291,72,-109,1741,163,40,-1164,2195,35,8,256,1715,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,9,1,1,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",39,9,128,2586,295,73,1674,2599,167,41,-582,2826,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,10,1,2,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",171,42,-291,1413,43,10,64,1293,299,74,837,3028,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,11,1,3,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",303,75,-1310,1514,175,43,1583,2435,47,11,32,2375,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,12,1,4,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",51,12,16,2916,307,76,-655,757,179,44,-937,2946,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,13,1,5,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",183,45,1260,1473,55,13,8,1458,311,77,1401,2107,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,14,1,6,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",315,78,-1028,2782,187,46,630,2465,59,14,4,729,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,15,1,7,"Branch0 lane3: r[3,7,11,...,383]","r291 r39 r171 r303 r51 r183 r315 r63","r163 r295 r43 r175 r307 r55 r187 r319","r35 r167 r299 r47 r179 r311 r59 r191",63,15,2,2093,319,79,-514,1391,191,47,315,2961,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,16,2,0,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",195,48,-1571,3209,67,16,1,2775,323,80,-257,2424,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,17,2,1,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",327,81,1600,1212,199,49,943,3333,71,17,-1728,3116,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,18,2,2,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",75,18,-864,1558,331,82,800,606,203,50,-1257,3395,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,19,2,3,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",207,51,1100,3426,79,19,-432,779,335,83,400,303,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,20,2,4,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",339,84,200,1880,211,52,550,1713,83,20,-216,2118,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,21,2,5,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",87,21,-108,1059,343,85,100,940,215,53,275,2585,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,22,2,6,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",219,54,-1591,3021,91,22,-54,2258,347,86,50,470,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
0,3,23,2,7,"Branch0 lane3: r[3,7,11,...,383]","r195 r327 r75 r207 r339 r87 r219 r351","r67 r199 r331 r79 r211 r343 r91 r223","r323 r71 r203 r335 r83 r215 r347 r95",351,87,25,235,223,55,933,3239,95,23,-27,1129,v4=x0_v5=x1_v6=x2,-886,y0=x0+x1+x2,y1=x0-x2+omega3*(x1-x2),y2=x0-x1-omega3*(x1-x2),0,1,2,one_multiply_dft3_column
