branch,k3,pair,pair_role,physical_j,paired_physical_j,position_start,position_end,k32_pre_len2,logical_k32_after_len2,logical_j_after_len2,lambda_table,lambda_mont,lambda_normal,asm_zeta_vector_index,asm_zeta_vector_lane,operation,notes
1,1,2,plus,44,47,560,563,4,4,44,gt_rowbitrev_lambda[1][44],32,2375,17,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,2,minus,47,44,572,575,5,20,92,gt_rowbitrev_lambda[1][47],-32,1082,17,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,3,plus,50,53,584,587,6,12,68,gt_rowbitrev_lambda[1][50],1543,2059,18,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,3,minus,53,50,596,599,7,28,20,gt_rowbitrev_lambda[1][53],-1543,1398,18,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,4,plus,56,59,608,611,8,2,38,gt_rowbitrev_lambda[1][56],-1248,714,19,0,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,4,minus,59,56,620,623,9,18,86,gt_rowbitrev_lambda[1][59],1248,2743,19,3,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,5,plus,62,65,632,635,10,10,62,gt_rowbitrev_lambda[1][62],-1408,2667,19,6,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,5,minus,65,62,644,647,11,26,14,gt_rowbitrev_lambda[1][65],1408,790,20,1,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,6,plus,68,71,656,659,12,6,50,gt_rowbitrev_lambda[1][68],-1685,1446,20,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,6,minus,71,68,668,671,13,22,2,gt_rowbitrev_lambda[1][71],1685,2011,20,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,7,plus,74,77,680,683,14,14,74,gt_rowbitrev_lambda[1][74],315,2961,21,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,7,minus,77,74,692,695,15,30,26,gt_rowbitrev_lambda[1][77],-315,496,21,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,8,plus,80,83,704,707,16,1,35,gt_rowbitrev_lambda[1][80],1379,3283,22,0,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,8,minus,83,80,716,719,17,17,83,gt_rowbitrev_lambda[1][83],-1379,174,22,3,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,9,plus,86,89,728,731,18,9,59,gt_rowbitrev_lambda[1][86],-1458,2197,22,6,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,9,minus,89,86,740,743,19,25,11,gt_rowbitrev_lambda[1][89],1458,1260,23,1,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,10,plus,92,95,752,755,20,5,47,gt_rowbitrev_lambda[1][92],-1681,2175,23,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,10,minus,95,92,764,767,21,21,95,gt_rowbitrev_lambda[1][95],1681,1282,23,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,11,plus,2,5,392,395,22,13,71,gt_rowbitrev_lambda[1][2],940,1922,12,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,11,minus,5,2,404,407,23,29,23,gt_rowbitrev_lambda[1][5],-940,1535,12,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,12,plus,8,11,416,419,24,3,41,gt_rowbitrev_lambda[1][8],-124,1600,13,0,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,12,minus,11,8,428,431,25,19,89,gt_rowbitrev_lambda[1][11],124,1857,13,3,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,13,plus,14,17,440,443,26,11,65,gt_rowbitrev_lambda[1][14],1367,1096,13,6,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,13,minus,17,14,452,455,27,27,17,gt_rowbitrev_lambda[1][17],-1367,2361,14,1,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,14,plus,20,23,464,467,28,7,53,gt_rowbitrev_lambda[1][20],1550,742,14,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,14,minus,23,20,476,479,29,23,5,gt_rowbitrev_lambda[1][23],-1550,2715,14,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,15,plus,26,29,488,491,30,15,77,gt_rowbitrev_lambda[1][26],-1531,128,15,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,1,15,minus,29,26,500,503,31,31,29,gt_rowbitrev_lambda[1][29],1531,3329,15,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,0,plus,64,67,640,643,0,0,64,gt_rowbitrev_lambda[1][64],-1053,2547,20,0,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,0,minus,67,64,652,655,1,16,16,gt_rowbitrev_lambda[1][67],1053,910,20,3,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,1,plus,70,73,664,667,2,8,88,gt_rowbitrev_lambda[1][70],-1188,1278,20,6,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,1,minus,73,70,676,679,3,24,40,gt_rowbitrev_lambda[1][73],1188,2179,21,1,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,2,plus,76,79,688,691,4,4,76,gt_rowbitrev_lambda[1][76],1063,1004,21,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,2,minus,79,76,700,703,5,20,28,gt_rowbitrev_lambda[1][79],-1063,2453,21,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,3,plus,82,85,712,715,6,12,4,gt_rowbitrev_lambda[1][82],1022,1310,22,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,3,minus,85,82,724,727,7,28,52,gt_rowbitrev_lambda[1][85],-1022,2147,22,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,4,plus,88,91,736,739,8,2,70,gt_rowbitrev_lambda[1][88],27,2328,23,0,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,4,minus,91,88,748,751,9,18,22,gt_rowbitrev_lambda[1][91],-27,1129,23,3,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,5,plus,94,1,760,763,10,10,94,gt_rowbitrev_lambda[1][94],1626,765,23,6,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,5,minus,1,94,388,391,11,26,46,gt_rowbitrev_lambda[1][1],-1626,2692,12,1,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,6,plus,4,7,400,403,12,6,82,gt_rowbitrev_lambda[1][4],1391,2013,12,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,6,minus,7,4,412,415,13,22,34,gt_rowbitrev_lambda[1][7],-1391,1444,12,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,7,plus,10,13,424,427,14,14,10,gt_rowbitrev_lambda[1][10],417,2537,13,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,7,minus,13,10,436,439,15,30,58,gt_rowbitrev_lambda[1][13],-417,920,13,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,8,plus,16,19,448,451,16,1,67,gt_rowbitrev_lambda[1][16],-1401,1350,14,0,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,8,minus,19,16,460,463,17,17,19,gt_rowbitrev_lambda[1][19],1401,2107,14,3,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,9,plus,22,25,472,475,18,9,91,gt_rowbitrev_lambda[1][22],-251,1789,14,6,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,9,minus,25,22,484,487,19,25,43,gt_rowbitrev_lambda[1][25],251,1668,15,1,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,10,plus,28,31,496,499,20,5,79,gt_rowbitrev_lambda[1][28],-1501,410,15,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,10,minus,31,28,508,511,21,21,31,gt_rowbitrev_lambda[1][31],1501,3047,15,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,11,plus,34,37,520,523,22,13,7,gt_rowbitrev_lambda[1][34],1409,108,16,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,11,minus,37,34,532,535,23,29,55,gt_rowbitrev_lambda[1][37],-1409,3349,16,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,12,plus,40,43,544,547,24,3,73,gt_rowbitrev_lambda[1][40],-230,1295,17,0,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,12,minus,43,40,556,559,25,19,25,gt_rowbitrev_lambda[1][43],230,2162,17,3,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,13,plus,46,49,568,571,26,11,1,gt_rowbitrev_lambda[1][46],361,2702,17,6,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,13,minus,49,46,580,583,27,27,49,gt_rowbitrev_lambda[1][49],-361,755,18,1,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,14,plus,52,55,592,595,28,7,85,gt_rowbitrev_lambda[1][52],-582,2826,18,4,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,14,minus,55,52,604,607,29,23,37,gt_rowbitrev_lambda[1][55],582,631,18,7,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,15,plus,58,61,616,619,30,15,13,gt_rowbitrev_lambda[1][58],673,795,19,2,complete_pair_lo_plus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
1,2,15,minus,61,58,628,631,31,31,61,gt_rowbitrev_lambda[1][61],-673,2662,19,5,complete_pair_lo_minus_hi_then_basemul,incomplete_pair_basemul_then_uncomplete_with_half
