region,variant,block,slot,cycles
2,2,20,2,1600
2,3,20,3,1576
2,3,20,4,1583
2,2,20,5,1594
2,1,20,6,1571
2,0,20,7,1573
2,3,21,0,1578
2,2,21,1,1625
2,1,21,2,1585
2,0,21,3,1594
2,0,21,4,1593
2,1,21,5,1620
2,2,21,6,1603
2,3,21,7,1602
2,0,22,0,1592
2,1,22,1,1612
2,2,22,2,1620
2,3,22,3,1576
2,3,22,4,1581
2,2,22,5,1617
2,1,22,6,1590
2,0,22,7,1564
2,3,23,0,1567
2,2,23,1,1582
2,1,23,2,1604
2,0,23,3,1586
2,0,23,4,1602
2,1,23,5,1625
2,2,23,6,1581
2,3,23,7,1571
2,0,24,0,1600
2,1,24,1,1622
2,2,24,2,1599
2,3,24,3,1605
2,3,24,4,1583
2,2,24,5,1607
2,1,24,6,1604
2,0,24,7,1575
2,3,25,0,1551
2,2,25,1,1606
2,1,25,2,1563
2,0,25,3,1583
2,0,25,4,1599
2,1,25,5,1609
2,2,25,6,1600
2,3,25,7,1595
2,0,26,0,1579
2,1,26,1,1596
2,2,26,2,1586
2,3,26,3,1630
2,3,26,4,1595
2,2,26,5,1621
2,1,26,6,1606
2,0,26,7,1582
2,3,27,0,1560
2,2,27,1,1614
2,1,27,2,1605
2,0,27,3,1598
2,0,27,4,1561
2,1,27,5,1616
2,2,27,6,1614
2,3,27,7,1571
2,0,28,0,1562
2,1,28,1,1604
2,2,28,2,1605
2,3,28,3,1580
2,3,28,4,1554
2,2,28,5,1614
2,1,28,6,1622
2,0,28,7,1583
2,3,29,0,1550
2,2,29,1,1568
2,1,29,2,1604
2,0,29,3,1594
2,0,29,4,1604
2,1,29,5,1582
2,2,29,6,1589
2,3,29,7,1636
2,0,30,0,1565
2,1,30,1,1618
2,2,30,2,1588
2,3,30,3,1584
2,3,30,4,1600
2,2,30,5,1593
2,1,30,6,1584
2,0,30,7,1591
2,3,31,0,1582
2,2,31,1,1611
2,1,31,2,1613
2,0,31,3,1598
2,0,31,4,1617
2,1,31,5,1583
2,2,31,6,1566
2,3,31,7,1594
3,0,0,0,1178
3,1,0,1,1220
3,2,0,2,1102
3,3,0,3,1150
3,3,0,4,1131
3,2,0,5,1129
3,1,0,6,1089
3,0,0,7,1148
3,3,1,0,1141
3,2,1,1,1071
3,1,1,2,1076
3,0,1,3,1137
3,0,1,4,1161
3,1,1,5,1099
3,2,1,6,1099
3,3,1,7,1138
3,0,2,0,1130
3,1,2,1,1105
3,2,2,2,1098
3,3,2,3,1140
3,3,2,4,1153
3,2,2,5,1112
3,1,2,6,1134
3,0,2,7,1142
3,3,3,0,1129
3,2,3,1,1099
3,1,3,2,1114
3,0,3,3,1161
3,0,3,4,1132
3,1,3,5,1096
3,2,3,6,1098
3,3,3,7,1159
3,0,4,0,1155
3,1,4,1,1127
3,2,4,2,1101
3,3,4,3,1154
3,3,4,4,1176
3,2,4,5,1106
3,1,4,6,1119
3,0,4,7,1145
3,3,5,0,1159
3,2,5,1,1107
3,1,5,2,1095
3,0,5,3,1149
3,0,5,4,1140
3,1,5,5,1131
3,2,5,6,1106
3,3,5,7,1132
3,0,6,0,1119
3,1,6,1,1089
3,2,6,2,1056
3,3,6,3,1156
3,3,6,4,1143
3,2,6,5,1082
3,1,6,6,1090
3,0,6,7,1157
3,3,7,0,1168
3,2,7,1,1105
3,1,7,2,1114
3,0,7,3,1151
3,0,7,4,1145
3,1,7,5,1098
3,2,7,6,1148
3,3,7,7,1131
3,0,8,0,1156
3,1,8,1,1092
3,2,8,2,1069
3,3,8,3,1159
3,3,8,4,1127
3,2,8,5,1076
3,1,8,6,1083
3,0,8,7,1177
3,3,9,0,1146
3,2,9,1,1108
3,1,9,2,1117
3,0,9,3,1148
3,0,9,4,1153
3,1,9,5,1102
3,2,9,6,1078
3,3,9,7,1149
3,0,10,0,1169
3,1,10,1,1095
3,2,10,2,1092
3,3,10,3,1141
3,3,10,4,1156
3,2,10,5,1100
3,1,10,6,1080
3,0,10,7,1129
3,3,11,0,1163
3,2,11,1,1087
3,1,11,2,1067
3,0,11,3,1131
3,0,11,4,1139
3,1,11,5,1116
3,2,11,6,1098
3,3,11,7,1136
3,0,12,0,1138
3,1,12,1,1075
3,2,12,2,1092
3,3,12,3,1134
3,3,12,4,1139
3,2,12,5,1108
3,1,12,6,1098
3,0,12,7,1145
3,3,13,0,1147
3,2,13,1,1066
3,1,13,2,1075
3,0,13,3,1152
3,0,13,4,1134
3,1,13,5,1101
3,2,13,6,1101
3,3,13,7,1138
3,0,14,0,1133
3,1,14,1,1088
3,2,14,2,1097
3,3,14,3,1134
3,3,14,4,1138
3,2,14,5,1093
3,1,14,6,1098
3,0,14,7,1141
3,3,15,0,1150
3,2,15,1,1091
3,1,15,2,1113
3,0,15,3,1167
3,0,15,4,1147
3,1,15,5,1107
3,2,15,6,1094
3,3,15,7,1183
3,0,16,0,1137
3,1,16,1,1102
3,2,16,2,1106
3,3,16,3,1141
3,3,16,4,1161
3,2,16,5,1090
3,1,16,6,1084
3,0,16,7,1160
3,3,17,0,1153
3,2,17,1,1085
3,1,17,2,1111
3,0,17,3,1137
3,0,17,4,1124
3,1,17,5,1106
3,2,17,6,1108
3,3,17,7,1133
3,0,18,0,1137
3,1,18,1,1103
3,2,18,2,1100
3,3,18,3,1132
3,3,18,4,1152
3,2,18,5,1087
3,1,18,6,1100
3,0,18,7,1141
3,3,19,0,1166
3,2,19,1,1147
3,1,19,2,1089
3,0,19,3,1141
3,0,19,4,1139
3,1,19,5,1104
3,2,19,6,1100
3,3,19,7,1146
3,0,20,0,1128
3,1,20,1,1091
3,2,20,2,1096
3,3,20,3,1126
3,3,20,4,1152
3,2,20,5,1121
3,1,20,6,1079
3,0,20,7,1180
3,3,21,0,1151
3,2,21,1,1131
3,1,21,2,1080
3,0,21,3,1152
3,0,21,4,1141
3,1,21,5,1099
3,2,21,6,1119
3,3,21,7,1146
3,0,22,0,1154
3,1,22,1,1126
3,2,22,2,1098
3,3,22,3,1142
3,3,22,4,1136
3,2,22,5,1106
3,1,22,6,1070
3,0,22,7,1149
3,3,23,0,1150
3,2,23,1,1108
3,1,23,2,1103
3,0,23,3,1151
3,0,23,4,1136
3,1,23,5,1106
3,2,23,6,1115
3,3,23,7,1148
3,0,24,0,1150
3,1,24,1,1097
3,2,24,2,1103
3,3,24,3,1147
3,3,24,4,1137
3,2,24,5,1092
3,1,24,6,1100
3,0,24,7,1156
3,3,25,0,1142
3,2,25,1,1092
3,1,25,2,1082
3,0,25,3,1161
3,0,25,4,1123
3,1,25,5,1084
3,2,25,6,1109
3,3,25,7,1149
3,0,26,0,1118
3,1,26,1,1103
3,2,26,2,1118
3,3,26,3,1141
3,3,26,4,1156
3,2,26,5,1093
3,1,26,6,1101
3,0,26,7,1133
3,3,27,0,1551
3,2,27,1,1128
3,1,27,2,1084
3,0,27,3,1165
3,0,27,4,1159
3,1,27,5,1098
3,2,27,6,1099
3,3,27,7,1149
3,0,28,0,1147
3,1,28,1,1114
3,2,28,2,1089
3,3,28,3,1145
3,3,28,4,1164
3,2,28,5,1109
3,1,28,6,1101
3,0,28,7,1145
3,3,29,0,1150
3,2,29,1,1100
3,1,29,2,1097
3,0,29,3,1139
3,0,29,4,1137
3,1,29,5,1095
3,2,29,6,1104
3,3,29,7,1140
3,0,30,0,1156
3,1,30,1,1106
3,2,30,2,1094
3,3,30,3,1153
3,3,30,4,1139
3,2,30,5,1080
3,1,30,6,1088
3,0,30,7,1159
3,3,31,0,1174
3,2,31,1,1085
3,1,31,2,1083
3,0,31,3,1169
3,0,31,4,1158
3,1,31,5,1107
3,2,31,6,1084
3,3,31,7,1164
4,0,0,0,3215
4,1,0,1,3587
4,2,0,2,3408
4,3,0,3,2939
4,3,0,4,2918
4,2,0,5,3448
4,1,0,6,3326
4,0,0,7,3003
4,3,1,0,2867
4,2,1,1,3326
4,1,1,2,3313
4,0,1,3,2970
4,0,1,4,2945
4,1,1,5,3303
4,2,1,6,3358
4,3,1,7,2905
4,0,2,0,2929
4,1,2,1,3314
4,2,2,2,3369
4,3,2,3,2873
4,3,2,4,2881
4,2,2,5,3370
4,1,2,6,3237
4,0,2,7,2948
4,3,3,0,2866
4,2,3,1,3358
4,1,3,2,3300
4,0,3,3,2924
4,0,3,4,2908
4,1,3,5,3299
4,2,3,6,3401
4,3,3,7,2888
4,0,4,0,2893
4,1,4,1,3286
4,2,4,2,3378
4,3,4,3,2927
4,3,4,4,2893
4,2,4,5,3336
4,1,4,6,3277
4,0,4,7,2931
4,3,5,0,2863
4,2,5,1,3291
4,1,5,2,3326
4,0,5,3,2950
4,0,5,4,2905
4,1,5,5,3258
4,2,5,6,3351
4,3,5,7,2904
4,0,6,0,2921
4,1,6,1,3252
4,2,6,2,3391
4,3,6,3,2876
4,3,6,4,2904
4,2,6,5,3410
4,1,6,6,3294
4,0,6,7,2999
4,3,7,0,2849
4,2,7,1,3427
4,1,7,2,3306
4,0,7,3,2956
4,0,7,4,2906
4,1,7,5,3355
4,2,7,6,3382
4,3,7,7,2978
4,0,8,0,2918
4,1,8,1,3285
4,2,8,2,3372
4,3,8,3,2883
4,3,8,4,2872
4,2,8,5,3293
4,1,8,6,3345
4,0,8,7,2952
4,3,9,0,2889
4,2,9,1,3385
4,1,9,2,3292
4,0,9,3,2957
4,0,9,4,2928
4,1,9,5,3292
4,2,9,6,3406
4,3,9,7,2874
4,0,10,0,2902
4,1,10,1,3325
4,2,10,2,3454
4,3,10,3,2835
4,3,10,4,2952
4,2,10,5,3357
4,1,10,6,3255
4,0,10,7,2995
4,3,11,0,2897
4,2,11,1,3361
4,1,11,2,3364
4,0,11,3,3017
4,0,11,4,2948
4,1,11,5,3294
4,2,11,6,3408
4,3,11,7,2899
4,0,12,0,2928
4,1,12,1,3272
4,2,12,2,3336
4,3,12,3,2919
4,3,12,4,2834
4,2,12,5,3356
4,1,12,6,3260
4,0,12,7,2967
4,3,13,0,2844
4,2,13,1,3417
4,1,13,2,3278
4,0,13,3,2961
4,0,13,4,2908
4,1,13,5,3257
4,2,13,6,3361
4,3,13,7,2921
4,0,14,0,2961
4,1,14,1,3324
4,2,14,2,3375
4,3,14,3,2889
4,3,14,4,2878
4,2,14,5,3340
4,1,14,6,3305
4,0,14,7,2988
4,3,15,0,2875
4,2,15,1,3370
4,1,15,2,3307
4,0,15,3,2933
4,0,15,4,2932
4,1,15,5,3289
4,2,15,6,3379
4,3,15,7,2933
4,0,16,0,2949
4,1,16,1,3272
4,2,16,2,3404
4,3,16,3,2881
4,3,16,4,2867
4,2,16,5,3359
4,1,16,6,3289
4,0,16,7,2941
4,3,17,0,2833
4,2,17,1,3389
4,1,17,2,3265
4,0,17,3,2996
4,0,17,4,2931
4,1,17,5,3355
4,2,17,6,3427
4,3,17,7,2898
4,0,18,0,2921
4,1,18,1,3276
4,2,18,2,3383
4,3,18,3,2927
4,3,18,4,2886
4,2,18,5,3366
4,1,18,6,3242
4,0,18,7,2970
4,3,19,0,2885
4,2,19,1,3380
4,1,19,2,3249
4,0,19,3,2962
4,0,19,4,2956
4,1,19,5,3313
4,2,19,6,3429
4,3,19,7,2889
4,0,20,0,2934
4,1,20,1,3289
4,2,20,2,3314
4,3,20,3,2908
4,3,20,4,2891
4,2,20,5,3404
4,1,20,6,3319
4,0,20,7,2961
4,3,21,0,2896
4,2,21,1,3368
4,1,21,2,3284
4,0,21,3,2971
4,0,21,4,2943
4,1,21,5,3270
4,2,21,6,3413
4,3,21,7,2884
4,0,22,0,2934
4,1,22,1,3292
4,2,22,2,3370
4,3,22,3,2870
4,3,22,4,2859
4,2,22,5,3284
4,1,22,6,3347
4,0,22,7,2924
4,3,23,0,2863
4,2,23,1,3356
4,1,23,2,3277
4,0,23,3,2971
4,0,23,4,2964
4,1,23,5,3300
4,2,23,6,3367
4,3,23,7,2969
4,0,24,0,2922
4,1,24,1,3290
4,2,24,2,3368
4,3,24,3,2924
4,3,24,4,2882
4,2,24,5,3385
4,1,24,6,3252
4,0,24,7,2935
4,3,25,0,2860
4,2,25,1,3325
4,1,25,2,3349
4,0,25,3,2963
4,0,25,4,2917
4,1,25,5,3345
4,2,25,6,3345
4,3,25,7,2877
4,0,26,0,2946
4,1,26,1,3273
4,2,26,2,3400
4,3,26,3,2889
4,3,26,4,2925
4,2,26,5,3364
4,1,26,6,3275
4,0,26,7,2951
4,3,27,0,2896
4,2,27,1,3399
4,1,27,2,3247
4,0,27,3,2987
4,0,27,4,2904
4,1,27,5,3366
4,2,27,6,3355
4,3,27,7,2906
4,0,28,0,2906
4,1,28,1,3302
4,2,28,2,3372
4,3,28,3,2930
4,3,28,4,2893
4,2,28,5,3413
4,1,28,6,3312
4,0,28,7,2930
4,3,29,0,2888
4,2,29,1,3397
4,1,29,2,3302
4,0,29,3,2943
4,0,29,4,2944
4,1,29,5,3370
4,2,29,6,3328
4,3,29,7,2903
4,0,30,0,2968
4,1,30,1,3295
4,2,30,2,3333
4,3,30,3,2897
4,3,30,4,2882
4,2,30,5,3400
4,1,30,6,3247
4,0,30,7,2962
4,3,31,0,2853
4,2,31,1,3429
4,1,31,2,3229
4,0,31,3,2957
4,0,31,4,2933
4,1,31,5,3260
4,2,31,6,3404
4,3,31,7,2920
