region,variant,block,slot,cycles
0,0,0,0,1274
0,1,0,1,1408
0,2,0,2,1008
0,3,0,3,951
0,3,0,4,923
0,2,0,5,904
0,1,0,6,906
0,0,0,7,888
0,3,1,0,897
0,2,1,1,913
0,1,1,2,905
0,0,1,3,916
0,0,1,4,906
0,1,1,5,925
0,2,1,6,896
0,3,1,7,900
0,0,2,0,921
0,1,2,1,905
0,2,2,2,917
0,3,2,3,918
0,3,2,4,913
0,2,2,5,915
0,1,2,6,911
0,0,2,7,920
0,3,3,0,897
0,2,3,1,900
0,1,3,2,929
0,0,3,3,911
0,0,3,4,895
0,1,3,5,918
0,2,3,6,890
0,3,3,7,896
0,0,4,0,909
0,1,4,1,906
0,2,4,2,905
0,3,4,3,896
0,3,4,4,906
0,2,4,5,891
0,1,4,6,892
0,0,4,7,904
0,3,5,0,880
0,2,5,1,896
0,1,5,2,896
0,0,5,3,908
0,0,5,4,882
0,1,5,5,914
0,2,5,6,901
0,3,5,7,906
0,0,6,0,911
0,1,6,1,921
0,2,6,2,916
0,3,6,3,901
0,3,6,4,913
0,2,6,5,887
0,1,6,6,920
0,0,6,7,913
0,3,7,0,905
0,2,7,1,926
0,1,7,2,914
0,0,7,3,914
0,0,7,4,912
0,1,7,5,877
0,2,7,6,934
0,3,7,7,935
0,0,8,0,908
0,1,8,1,897
0,2,8,2,936
0,3,8,3,887
0,3,8,4,895
0,2,8,5,889
0,1,8,6,896
0,0,8,7,925
0,3,9,0,901
0,2,9,1,900
0,1,9,2,899
0,0,9,3,875
0,0,9,4,911
0,1,9,5,890
0,2,9,6,913
0,3,9,7,902
0,0,10,0,876
0,1,10,1,891
0,2,10,2,916
0,3,10,3,897
0,3,10,4,936
0,2,10,5,924
0,1,10,6,933
0,0,10,7,911
0,3,11,0,888
0,2,11,1,920
0,1,11,2,917
0,0,11,3,895
0,0,11,4,883
0,1,11,5,929
0,2,11,6,911
0,3,11,7,920
0,0,12,0,887
0,1,12,1,911
0,2,12,2,906
0,3,12,3,908
0,3,12,4,916
0,2,12,5,921
0,1,12,6,925
0,0,12,7,896
0,3,13,0,910
0,2,13,1,910
0,1,13,2,918
0,0,13,3,895
0,0,13,4,895
0,1,13,5,913
0,2,13,6,930
0,3,13,7,907
0,0,14,0,864
0,1,14,1,897
0,2,14,2,916
0,3,14,3,899
0,3,14,4,896
0,2,14,5,890
0,1,14,6,917
0,0,14,7,892
0,3,15,0,890
0,2,15,1,922
0,1,15,2,944
0,0,15,3,891
0,0,15,4,889
0,1,15,5,920
0,2,15,6,896
0,3,15,7,925
0,0,16,0,913
0,1,16,1,912
0,2,16,2,929
0,3,16,3,882
0,3,16,4,881
0,2,16,5,896
0,1,16,6,903
0,0,16,7,904
0,3,17,0,885
0,2,17,1,900
0,1,17,2,895
0,0,17,3,885
0,0,17,4,902
0,1,17,5,907
0,2,17,6,902
0,3,17,7,903
0,0,18,0,899
0,1,18,1,905
0,2,18,2,896
0,3,18,3,915
0,3,18,4,892
0,2,18,5,915
0,1,18,6,916
0,0,18,7,892
0,3,19,0,916
0,2,19,1,922
0,1,19,2,940
0,0,19,3,888
0,0,19,4,877
0,1,19,5,910
0,2,19,6,893
0,3,19,7,886
0,0,20,0,900
0,1,20,1,937
0,2,20,2,938
0,3,20,3,911
0,3,20,4,897
0,2,20,5,889
0,1,20,6,908
0,0,20,7,897
0,3,21,0,896
0,2,21,1,890
0,1,21,2,893
0,0,21,3,906
0,0,21,4,877
0,1,21,5,907
0,2,21,6,894
0,3,21,7,917
0,0,22,0,948
0,1,22,1,898
0,2,22,2,931
0,3,22,3,896
0,3,22,4,902
0,2,22,5,908
0,1,22,6,897
0,0,22,7,907
0,3,23,0,898
0,2,23,1,916
0,1,23,2,911
0,0,23,3,886
0,0,23,4,890
0,1,23,5,902
0,2,23,6,902
0,3,23,7,897
0,0,24,0,899
0,1,24,1,923
0,2,24,2,903
0,3,24,3,909
0,3,24,4,900
0,2,24,5,894
0,1,24,6,900
0,0,24,7,892
0,3,25,0,891
0,2,25,1,937
0,1,25,2,906
0,0,25,3,902
0,0,25,4,899
0,1,25,5,904
0,2,25,6,909
0,3,25,7,900
0,0,26,0,893
0,1,26,1,942
0,2,26,2,898
0,3,26,3,891
0,3,26,4,985
0,2,26,5,901
0,1,26,6,931
0,0,26,7,900
0,3,27,0,904
0,2,27,1,889
0,1,27,2,917
0,0,27,3,893
0,0,27,4,899
0,1,27,5,891
0,2,27,6,907
0,3,27,7,930
0,0,28,0,897
0,1,28,1,916
0,2,28,2,926
0,3,28,3,891
0,3,28,4,891
0,2,28,5,891
0,1,28,6,924
0,0,28,7,886
0,3,29,0,884
0,2,29,1,911
0,1,29,2,893
0,0,29,3,896
0,0,29,4,902
0,1,29,5,933
0,2,29,6,904
0,3,29,7,910
0,0,30,0,893
0,1,30,1,915
0,2,30,2,921
0,3,30,3,880
0,3,30,4,900
0,2,30,5,898
0,1,30,6,892
0,0,30,7,918
0,3,31,0,889
0,2,31,1,899
0,1,31,2,910
0,0,31,3,908
0,0,31,4,891
0,1,31,5,920
0,2,31,6,931
0,3,31,7,895
1,0,0,0,1033
1,1,0,1,1044
1,2,0,2,917
1,3,0,3,885
1,3,0,4,881
1,2,0,5,901
1,1,0,6,885
1,0,0,7,890
1,3,1,0,909
1,2,1,1,907
1,1,1,2,906
1,0,1,3,899
1,0,1,4,888
1,1,1,5,889
1,2,1,6,921
1,3,1,7,916
1,0,2,0,930
1,1,2,1,929
1,2,2,2,910
1,3,2,3,900
1,3,2,4,905
1,2,2,5,917
1,1,2,6,895
1,0,2,7,896
1,3,3,0,908
1,2,3,1,905
1,1,3,2,907
1,0,3,3,918
1,0,3,4,886
1,1,3,5,921
1,2,3,6,884
1,3,3,7,882
1,0,4,0,914
1,1,4,1,924
1,2,4,2,895
1,3,4,3,884
1,3,4,4,893
1,2,4,5,864
1,1,4,6,895
1,0,4,7,902
1,3,5,0,891
1,2,5,1,913
1,1,5,2,921
1,0,5,3,905
1,0,5,4,874
1,1,5,5,878
1,2,5,6,935
1,3,5,7,886
1,0,6,0,903
1,1,6,1,917
1,2,6,2,912
1,3,6,3,882
1,3,6,4,885
1,2,6,5,901
1,1,6,6,923
1,0,6,7,898
1,3,7,0,886
1,2,7,1,926
1,1,7,2,889
1,0,7,3,907
1,0,7,4,892
1,1,7,5,928
1,2,7,6,889
1,3,7,7,897
1,0,8,0,907
1,1,8,1,896
1,2,8,2,922
1,3,8,3,902
1,3,8,4,905
1,2,8,5,915
1,1,8,6,910
1,0,8,7,898
1,3,9,0,916
1,2,9,1,905
1,1,9,2,887
1,0,9,3,871
1,0,9,4,876
1,1,9,5,910
1,2,9,6,906
1,3,9,7,909
1,0,10,0,873
1,1,10,1,914
1,2,10,2,912
1,3,10,3,912
1,3,10,4,885
1,2,10,5,904
1,1,10,6,916
1,0,10,7,902
1,3,11,0,925
1,2,11,1,894
1,1,11,2,892
1,0,11,3,911
1,0,11,4,894
1,1,11,5,896
1,2,11,6,901
1,3,11,7,899
1,0,12,0,893
1,1,12,1,922
1,2,12,2,894
1,3,12,3,910
1,3,12,4,888
1,2,12,5,873
1,1,12,6,910
1,0,12,7,880
1,3,13,0,897
1,2,13,1,886
1,1,13,2,896
1,0,13,3,890
1,0,13,4,876
1,1,13,5,902
1,2,13,6,925
1,3,13,7,887
1,0,14,0,917
1,1,14,1,895
1,2,14,2,912
1,3,14,3,909
1,3,14,4,899
1,2,14,5,894
1,1,14,6,902
1,0,14,7,897
1,3,15,0,884
1,2,15,1,885
1,1,15,2,910
1,0,15,3,881
1,0,15,4,872
1,1,15,5,899
1,2,15,6,885
1,3,15,7,879
1,0,16,0,903
1,1,16,1,902
1,2,16,2,873
1,3,16,3,885
1,3,16,4,891
1,2,16,5,905
1,1,16,6,900
1,0,16,7,873
1,3,17,0,892
1,2,17,1,906
1,1,17,2,905
1,0,17,3,904
1,0,17,4,913
1,1,17,5,913
1,2,17,6,916
1,3,17,7,888
1,0,18,0,873
1,1,18,1,907
1,2,18,2,911
1,3,18,3,890
1,3,18,4,896
1,2,18,5,889
1,1,18,6,888
1,0,18,7,902
1,3,19,0,912
