region,variant,block,slot,cycles
1,2,19,1,897
1,1,19,2,888
1,0,19,3,895
1,0,19,4,891
1,1,19,5,914
1,2,19,6,883
1,3,19,7,913
1,0,20,0,902
1,1,20,1,873
1,2,20,2,919
1,3,20,3,888
1,3,20,4,879
1,2,20,5,906
1,1,20,6,900
1,0,20,7,884
1,3,21,0,885
1,2,21,1,888
1,1,21,2,896
1,0,21,3,923
1,0,21,4,874
1,1,21,5,885
1,2,21,6,894
1,3,21,7,894
1,0,22,0,880
1,1,22,1,892
1,2,22,2,920
1,3,22,3,912
1,3,22,4,885
1,2,22,5,912
1,1,22,6,891
1,0,22,7,915
1,3,23,0,893
1,2,23,1,890
1,1,23,2,901
1,0,23,3,898
1,0,23,4,899
1,1,23,5,912
1,2,23,6,907
1,3,23,7,907
1,0,24,0,898
1,1,24,1,884
1,2,24,2,915
1,3,24,3,889
1,3,24,4,897
1,2,24,5,883
1,1,24,6,896
1,0,24,7,907
1,3,25,0,917
1,2,25,1,880
1,1,25,2,883
1,0,25,3,900
1,0,25,4,883
1,1,25,5,899
1,2,25,6,896
1,3,25,7,911
1,0,26,0,881
1,1,26,1,903
1,2,26,2,893
1,3,26,3,906
1,3,26,4,896
1,2,26,5,901
1,1,26,6,905
1,0,26,7,901
1,3,27,0,917
1,2,27,1,899
1,1,27,2,901
1,0,27,3,903
1,0,27,4,908
1,1,27,5,924
1,2,27,6,889
1,3,27,7,897
1,0,28,0,933
1,1,28,1,905
1,2,28,2,910
1,3,28,3,893
1,3,28,4,886
1,2,28,5,881
1,1,28,6,917
1,0,28,7,886
1,3,29,0,895
1,2,29,1,913
1,1,29,2,909
1,0,29,3,910
1,0,29,4,878
1,1,29,5,888
1,2,29,6,906
1,3,29,7,906
1,0,30,0,909
1,1,30,1,918
1,2,30,2,902
1,3,30,3,912
1,3,30,4,914
1,2,30,5,925
1,1,30,6,919
1,0,30,7,891
1,3,31,0,888
1,2,31,1,899
1,1,31,2,901
1,0,31,3,900
1,0,31,4,916
1,1,31,5,892
1,2,31,6,925
1,3,31,7,904
2,0,0,0,1639
2,1,0,1,1633
2,2,0,2,1626
2,3,0,3,1643
2,3,0,4,1615
2,2,0,5,1611
2,1,0,6,1616
2,0,0,7,1596
2,3,1,0,1572
2,2,1,1,1603
2,1,1,2,1606
2,0,1,3,1594
2,0,1,4,1589
2,1,1,5,1594
2,2,1,6,1591
2,3,1,7,1567
2,0,2,0,1578
2,1,2,1,1575
2,2,2,2,1572
2,3,2,3,1588
2,3,2,4,1589
2,2,2,5,1581
2,1,2,6,1610
2,0,2,7,1624
2,3,3,0,1563
2,2,3,1,1638
2,1,3,2,1551
2,0,3,3,1586
2,0,3,4,1591
2,1,3,5,1625
2,2,3,6,1557
2,3,3,7,1585
2,0,4,0,1596
2,1,4,1,1603
2,2,4,2,1598
2,3,4,3,1596
2,3,4,4,1610
2,2,4,5,1595
2,1,4,6,1621
2,0,4,7,1578
2,3,5,0,1592
2,2,5,1,1590
2,1,5,2,1598
2,0,5,3,1560
2,0,5,4,1589
2,1,5,5,1612
2,2,5,6,1572
2,3,5,7,1580
2,0,6,0,1608
2,1,6,1,1613
2,2,6,2,1607
2,3,6,3,1598
2,3,6,4,1557
2,2,6,5,1622
2,1,6,6,1604
2,0,6,7,1596
2,3,7,0,1545
2,2,7,1,1596
2,1,7,2,1623
2,0,7,3,1570
2,0,7,4,1548
2,1,7,5,1624
2,2,7,6,1630
2,3,7,7,1575
2,0,8,0,1571
2,1,8,1,1577
2,2,8,2,1602
2,3,8,3,1583
2,3,8,4,1568
2,2,8,5,1626
2,1,8,6,1637
2,0,8,7,1575
2,3,9,0,1562
2,2,9,1,1590
2,1,9,2,1577
2,0,9,3,1581
2,0,9,4,1590
2,1,9,5,1585
2,2,9,6,1603
2,3,9,7,1615
2,0,10,0,1569
2,1,10,1,1568
2,2,10,2,1593
2,3,10,3,1579
2,3,10,4,1584
2,2,10,5,1597
2,1,10,6,1586
2,0,10,7,1582
2,3,11,0,1586
2,2,11,1,1608
2,1,11,2,1617
2,0,11,3,1608
2,0,11,4,1568
2,1,11,5,1615
2,2,11,6,1589
2,3,11,7,1566
2,0,12,0,1552
2,1,12,1,1599
2,2,12,2,1592
2,3,12,3,1599
2,3,12,4,1581
2,2,12,5,1597
2,1,12,6,1576
2,0,12,7,1577
2,3,13,0,1570
2,2,13,1,1620
2,1,13,2,1590
2,0,13,3,1581
2,0,13,4,1570
2,1,13,5,1610
2,2,13,6,1576
2,3,13,7,1578
2,0,14,0,1617
2,1,14,1,1605
2,2,14,2,1612
2,3,14,3,1565
2,3,14,4,1564
2,2,14,5,1619
2,1,14,6,1623
2,0,14,7,1607
2,3,15,0,1594
2,2,15,1,1593
2,1,15,2,1597
2,0,15,3,1587
2,0,15,4,1593
2,1,15,5,1633
2,2,15,6,1581
2,3,15,7,1612
2,0,16,0,1576
2,1,16,1,1621
2,2,16,2,1567
2,3,16,3,1558
2,3,16,4,1566
2,2,16,5,1616
2,1,16,6,1578
2,0,16,7,1596
2,3,17,0,1573
2,2,17,1,1600
2,1,17,2,1617
2,0,17,3,1591
2,0,17,4,1587
2,1,17,5,1607
2,2,17,6,1658
2,3,17,7,1595
2,0,18,0,1585
2,1,18,1,1604
2,2,18,2,1583
2,3,18,3,1579
2,3,18,4,1595
2,2,18,5,1605
2,1,18,6,1595
2,0,18,7,1572
2,3,19,0,1607
2,2,19,1,1617
2,1,19,2,1621
2,0,19,3,1590
2,0,19,4,1580
2,1,19,5,1616
2,2,19,6,1594
2,3,19,7,1585
2,0,20,0,1555
2,1,20,1,1584
2,2,20,2,1589
2,3,20,3,1573
2,3,20,4,1582
2,2,20,5,1585
2,1,20,6,1602
2,0,20,7,1604
2,3,21,0,1600
2,2,21,1,1633
2,1,21,2,1609
2,0,21,3,1586
2,0,21,4,1575
2,1,21,5,1654
2,2,21,6,1598
2,3,21,7,1573
2,0,22,0,1584
2,1,22,1,1593
2,2,22,2,1577
2,3,22,3,1582
2,3,22,4,1593
2,2,22,5,1589
2,1,22,6,1593
2,0,22,7,1577
2,3,23,0,1561
2,2,23,1,1590
2,1,23,2,1554
2,0,23,3,1592
2,0,23,4,1581
2,1,23,5,1595
2,2,23,6,1583
2,3,23,7,1597
2,0,24,0,1572
2,1,24,1,1584
2,2,24,2,1618
2,3,24,3,1579
2,3,24,4,1576
2,2,24,5,1594
2,1,24,6,1598
2,0,24,7,1571
2,3,25,0,1556
2,2,25,1,1640
2,1,25,2,1600
2,0,25,3,1566
2,0,25,4,1615
2,1,25,5,1602
2,2,25,6,1593
2,3,25,7,1591
2,0,26,0,1564
2,1,26,1,1578
2,2,26,2,1622
2,3,26,3,1597
2,3,26,4,1595
2,2,26,5,1615
2,1,26,6,1603
2,0,26,7,1560
2,3,27,0,1551
2,2,27,1,1582
2,1,27,2,1577
2,0,27,3,1588
2,0,27,4,1562
2,1,27,5,1604
2,2,27,6,1597
2,3,27,7,1575
2,0,28,0,1564
2,1,28,1,1608
2,2,28,2,1596
2,3,28,3,1586
2,3,28,4,1556
2,2,28,5,1571
2,1,28,6,1585
2,0,28,7,1614
2,3,29,0,1610
2,2,29,1,1610
2,1,29,2,1622
2,0,29,3,1575
2,0,29,4,1566
2,1,29,5,1620
2,2,29,6,1620
2,3,29,7,1618
2,0,30,0,1570
2,1,30,1,1627
2,2,30,2,1577
2,3,30,3,1597
2,3,30,4,1568
2,2,30,5,1614
2,1,30,6,1605
2,0,30,7,1574
2,3,31,0,1582
2,2,31,1,1599
2,1,31,2,1629
2,0,31,3,1566
2,0,31,4,1587
2,1,31,5,1567
2,2,31,6,1575
2,3,31,7,1578
3,0,0,0,1288
3,1,0,1,1198
3,2,0,2,1101
3,3,0,3,1162
3,3,0,4,1164
3,2,0,5,1087
3,1,0,6,1128
3,0,0,7,1173
3,3,1,0,1149
3,2,1,1,1107
3,1,1,2,1106
3,0,1,3,1132
3,0,1,4,1141
3,1,1,5,1078
3,2,1,6,1088
3,3,1,7,1128
3,0,2,0,1143
3,1,2,1,1107
3,2,2,2,1108
3,3,2,3,1118
3,3,2,4,1129
3,2,2,5,1093
3,1,2,6,1106
3,0,2,7,1167
3,3,3,0,1138
3,2,3,1,1091
3,1,3,2,1069
3,0,3,3,1141
3,0,3,4,1142
3,1,3,5,1095
3,2,3,6,1091
3,3,3,7,1171
3,0,4,0,1148
3,1,4,1,1101
3,2,4,2,1061
3,3,4,3,1139
3,3,4,4,1138
3,2,4,5,1090
3,1,4,6,1072
3,0,4,7,1164
3,3,5,0,1132
3,2,5,1,1116
3,1,5,2,1080
3,0,5,3,1138
3,0,5,4,1154
3,1,5,5,1112
3,2,5,6,1105
3,3,5,7,1145
3,0,6,0,1169
3,1,6,1,1059
3,2,6,2,1096
3,3,6,3,1141
3,3,6,4,1134
3,2,6,5,1087
3,1,6,6,1083
3,0,6,7,1138
3,3,7,0,1131
3,2,7,1,1113
3,1,7,2,1097
3,0,7,3,1158
3,0,7,4,1145
3,1,7,5,1110
3,2,7,6,1105
3,3,7,7,1154
3,0,8,0,1167
3,1,8,1,1066
3,2,8,2,1099
3,3,8,3,1146
3,3,8,4,1135
3,2,8,5,1114
3,1,8,6,1097
3,0,8,7,1121
3,3,9,0,1127
3,2,9,1,1082
3,1,9,2,1109
3,0,9,3,1145
3,0,9,4,1155
3,1,9,5,1090
3,2,9,6,1092
3,3,9,7,1140
3,0,10,0,1135
3,1,10,1,1086
3,2,10,2,1115
3,3,10,3,1142
3,3,10,4,1130
3,2,10,5,1098
3,1,10,6,1109
3,0,10,7,1166
3,3,11,0,1149
3,2,11,1,1105
3,1,11,2,1116
3,0,11,3,1153
3,0,11,4,1136
3,1,11,5,1093
3,2,11,6,1125
3,3,11,7,1185
3,0,12,0,1133
3,1,12,1,1102
3,2,12,2,1089
3,3,12,3,1131
3,3,12,4,1160
3,2,12,5,1080
3,1,12,6,1096
3,0,12,7,1147
3,3,13,0,1143
3,2,13,1,1114
3,1,13,2,1079
3,0,13,3,1145
3,0,13,4,1151
3,1,13,5,1108
3,2,13,6,1106
3,3,13,7,1165
3,0,14,0,1149
3,1,14,1,1112
3,2,14,2,1096
3,3,14,3,1163
3,3,14,4,1148
3,2,14,5,1103
3,1,14,6,1090
3,0,14,7,1175
3,3,15,0,1140
3,2,15,1,1100
3,1,15,2,1091
3,0,15,3,1174
3,0,15,4,1148
3,1,15,5,1075
3,2,15,6,1091
3,3,15,7,1130
3,0,16,0,1145
3,1,16,1,1119
3,2,16,2,1083
3,3,16,3,1149
3,3,16,4,1136
3,2,16,5,1122
3,1,16,6,1098
3,0,16,7,1148
3,3,17,0,1138
3,2,17,1,1090
3,1,17,2,1102
3,0,17,3,1146
3,0,17,4,1138
3,1,17,5,1089
3,2,17,6,1121
3,3,17,7,1163
3,0,18,0,1144
3,1,18,1,1074
3,2,18,2,1091
3,3,18,3,1133
3,3,18,4,1122
3,2,18,5,1105
3,1,18,6,1099
3,0,18,7,1142
3,3,19,0,1143
3,2,19,1,1086
3,1,19,2,1111
3,0,19,3,1133
3,0,19,4,1136
3,1,19,5,1085
3,2,19,6,1110
3,3,19,7,1144
3,0,20,0,1138
3,1,20,1,1085
3,2,20,2,1094
3,3,20,3,1165
3,3,20,4,1140
3,2,20,5,1090
3,1,20,6,1105
3,0,20,7,1153
3,3,21,0,1168
3,2,21,1,1077
3,1,21,2,1093
3,0,21,3,1127
3,0,21,4,1174
3,1,21,5,1111
3,2,21,6,1097
3,3,21,7,1155
3,0,22,0,1158
3,1,22,1,1102
3,2,22,2,1091
3,3,22,3,1146
3,3,22,4,1141
3,2,22,5,1089
3,1,22,6,1088
3,0,22,7,1171
3,3,23,0,1156
3,2,23,1,1100
3,1,23,2,1088
3,0,23,3,1149
3,0,23,4,1153
3,1,23,5,1085
3,2,23,6,1107
3,3,23,7,1132
3,0,24,0,1144
3,1,24,1,1085
3,2,24,2,1085
3,3,24,3,1153
3,3,24,4,1121
3,2,24,5,1094
3,1,24,6,1105
3,0,24,7,1153
3,3,25,0,1169
3,2,25,1,1138
3,1,25,2,1127
3,0,25,3,1135
3,0,25,4,1159
3,1,25,5,1102
3,2,25,6,1080
3,3,25,7,1151
3,0,26,0,1151
3,1,26,1,1112
3,2,26,2,1082
3,3,26,3,1149
3,3,26,4,1141
3,2,26,5,1099
3,1,26,6,1106
3,0,26,7,1148
3,3,27,0,1148
3,2,27,1,1106
3,1,27,2,1092
3,0,27,3,1143
3,0,27,4,1164
3,1,27,5,1073
3,2,27,6,1108
3,3,27,7,1149
3,0,28,0,1137
3,1,28,1,1120
3,2,28,2,1123
3,3,28,3,1140
3,3,28,4,1138
3,2,28,5,1067
3,1,28,6,1086
3,0,28,7,1172
3,3,29,0,1160
3,2,29,1,1076
3,1,29,2,1091
3,0,29,3,1166
3,0,29,4,1151
3,1,29,5,1112
3,2,29,6,1075
3,3,29,7,1152
3,0,30,0,1142
3,1,30,1,1122
3,2,30,2,1110
3,3,30,3,1152
3,3,30,4,1159
3,2,30,5,1109
3,1,30,6,1124
3,0,30,7,1150
3,3,31,0,1157
3,2,31,1,1085
3,1,31,2,1108
3,0,31,3,1128
3,0,31,4,1155
3,1,31,5,1109
3,2,31,6,1102
3,3,31,7,1144
4,0,0,0,3373
4,1,0,1,3820
4,2,0,2,3439
4,3,0,3,2984
4,3,0,4,2851
4,2,0,5,3419
4,1,0,6,3313
4,0,0,7,2957
4,3,1,0,2892
4,2,1,1,3367
4,1,1,2,3273
4,0,1,3,2945
4,0,1,4,2938
4,1,1,5,3310
4,2,1,6,3423
4,3,1,7,2895
4,0,2,0,2922
4,1,2,1,3298
4,2,2,2,3426
4,3,2,3,2903
4,3,2,4,2865
4,2,2,5,3401
4,1,2,6,3201
4,0,2,7,2974
4,3,3,0,2877
4,2,3,1,3349
4,1,3,2,3321
4,0,3,3,2936
4,0,3,4,2916
4,1,3,5,3301
4,2,3,6,3382
4,3,3,7,2899
4,0,4,0,2948
4,1,4,1,3293
4,2,4,2,3383
4,3,4,3,2898
4,3,4,4,2858
4,2,4,5,3390
4,1,4,6,3305
4,0,4,7,2952
4,3,5,0,2851
4,2,5,1,3358
4,1,5,2,3312
4,0,5,3,2909
4,0,5,4,2890
4,1,5,5,3285
4,2,5,6,3354
4,3,5,7,2904
4,0,6,0,2916
4,1,6,1,3313
4,2,6,2,3343
4,3,6,3,2884
4,3,6,4,2887
4,2,6,5,3406
4,1,6,6,3363
4,0,6,7,2923
4,3,7,0,2865
4,2,7,1,3432
4,1,7,2,3344
4,0,7,3,2934
4,0,7,4,2930
4,1,7,5,3310
4,2,7,6,3349
4,3,7,7,2941
4,0,8,0,2925
4,1,8,1,3282
4,2,8,2,3435
4,3,8,3,2896
4,3,8,4,2884
4,2,8,5,3341
4,1,8,6,3259
4,0,8,7,2937
4,3,9,0,2892
4,2,9,1,3430
4,1,9,2,3298
4,0,9,3,2955
4,0,9,4,2929
4,1,9,5,3243
4,2,9,6,3309
4,3,9,7,2879
4,0,10,0,2935
4,1,10,1,3252
4,2,10,2,3371
4,3,10,3,2904
4,3,10,4,2918
4,2,10,5,3335
4,1,10,6,3297
4,0,10,7,2941
4,3,11,0,2876
4,2,11,1,3397
4,1,11,2,3260
4,0,11,3,3011
4,0,11,4,2898
4,1,11,5,3263
4,2,11,6,3370
4,3,11,7,2908
4,0,12,0,2921
4,1,12,1,3325
4,2,12,2,3411
4,3,12,3,2900
4,3,12,4,2865
4,2,12,5,3426
4,1,12,6,3355
4,0,12,7,2980
4,3,13,0,2881
4,2,13,1,3405
4,1,13,2,3280
4,0,13,3,2980
4,0,13,4,2909
4,1,13,5,3279
4,2,13,6,3360
4,3,13,7,2934
4,0,14,0,3004
4,1,14,1,3339
4,2,14,2,3387
4,3,14,3,2930
4,3,14,4,2878
4,2,14,5,3401
4,1,14,6,3253
4,0,14,7,2982
4,3,15,0,2866
4,2,15,1,3396
4,1,15,2,3250
4,0,15,3,2975
4,0,15,4,2945
4,1,15,5,3286
4,2,15,6,3444
4,3,15,7,2923
4,0,16,0,2915
4,1,16,1,3385
4,2,16,2,3327
4,3,16,3,2909
4,3,16,4,2901
4,2,16,5,3313
4,1,16,6,3442
4,0,16,7,2964
4,3,17,0,2830
4,2,17,1,3397
4,1,17,2,3290
4,0,17,3,2974
4,0,17,4,2907
4,1,17,5,3269
4,2,17,6,3373
4,3,17,7,2913
4,0,18,0,2954
4,1,18,1,3300
4,2,18,2,3388
4,3,18,3,2903
4,3,18,4,2867
4,2,18,5,3398
4,1,18,6,3246
4,0,18,7,2970
4,3,19,0,2868
4,2,19,1,3381
4,1,19,2,3276
4,0,19,3,2980
4,0,19,4,2919
4,1,19,5,3319
4,2,19,6,3371
4,3,19,7,2908
4,0,20,0,2926
4,1,20,1,3273
4,2,20,2,3404
4,3,20,3,2890
4,3,20,4,2893
4,2,20,5,3396
4,1,20,6,3692
4,0,20,7,3044
4,3,21,0,2857
4,2,21,1,3424
4,1,21,2,3354
4,0,21,3,2969
4,0,21,4,2940
4,1,21,5,3258
4,2,21,6,3346
4,3,21,7,2981
4,0,22,0,2913
4,1,22,1,3362
4,2,22,2,3361
4,3,22,3,2906
4,3,22,4,2910
4,2,22,5,3340
4,1,22,6,3242
4,0,22,7,3019
4,3,23,0,2872
4,2,23,1,3355
4,1,23,2,3279
4,0,23,3,2944
4,0,23,4,2919
4,1,23,5,3252
4,2,23,6,3397
4,3,23,7,2949
4,0,24,0,2910
4,1,24,1,3287
4,2,24,2,3400
4,3,24,3,2925
4,3,24,4,2869
4,2,24,5,3357
4,1,24,6,3320
4,0,24,7,2929
4,3,25,0,2864
4,2,25,1,3411
4,1,25,2,3356
4,0,25,3,2940
4,0,25,4,2943
4,1,25,5,3292
4,2,25,6,3387
4,3,25,7,2907
4,0,26,0,2918
4,1,26,1,3312
4,2,26,2,3427
4,3,26,3,2920
4,3,26,4,2925
4,2,26,5,3377
4,1,26,6,3231
4,0,26,7,2926
4,3,27,0,2881
4,2,27,1,3407
4,1,27,2,3238
4,0,27,3,3026
4,0,27,4,2914
4,1,27,5,3246
4,2,27,6,3408
4,3,27,7,2921
4,0,28,0,2912
4,1,28,1,3270
4,2,28,2,3418
4,3,28,3,2914
4,3,28,4,2896
4,2,28,5,3371
4,1,28,6,3274
4,0,28,7,2981
4,3,29,0,2886
4,2,29,1,3370
4,1,29,2,3278
4,0,29,3,2943
4,0,29,4,2964
4,1,29,5,3282
4,2,29,6,3418
4,3,29,7,2920
4,0,30,0,2982
4,1,30,1,3343
4,2,30,2,3391
4,3,30,3,2893
4,3,30,4,2903
4,2,30,5,3368
4,1,30,6,3236
4,0,30,7,2961
4,3,31,0,2833
4,2,31,1,3365
4,1,31,2,3259
4,0,31,3,2951
4,0,31,4,2906
4,1,31,5,3234
4,2,31,6,3354
4,3,31,7,2895
