parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
864,normal-aslr-on,keypair_cycles,-4972.124565972223,-4969.406250000002,-4987.778645833332,-4956.985677083334,48,48,candidate-faster
864,normal-aslr-on,enc_cycles,-8555.971788194443,-8567.427083333336,-8580.756944444443,-8531.003038194443,48,48,candidate-faster
864,normal-aslr-on,dec_cycles,-4901.5859375,-4873.197916666668,-4928.830729166667,-4878.41796875,48,48,candidate-faster
