parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
768,normal-aslr-on,keypair_cycles,-4530.424479166667,-4526.291666666664,-4543.083333333334,-4517.995659722223,48,48,candidate-faster
768,normal-aslr-on,enc_cycles,-7523.75173611111,-7487.468750000002,-7560.05642361111,-7492.914930555556,48,48,candidate-faster
768,normal-aslr-on,dec_cycles,-4193.161024305556,-4192.583333333332,-4208.518663194444,-4177.667534722223,48,48,candidate-faster
