parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
1152,normal-aslr-on,keypair_cycles,-474.136284722222,-432.0312500000073,-748.3194444444435,-202.47960069444403,33,48,candidate-faster
1152,normal-aslr-on,enc_cycles,-312.9032118055558,-327.46875000000364,-400.3676215277774,-229.39105902777828,45,48,candidate-faster
1152,normal-aslr-on,dec_cycles,-199.03211805555557,-228.8645833333303,-248.77083333333312,-149.36241319444517,44,48,candidate-faster
