parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
768,normal-aslr-on,keypair_cycles,50.22309027777836,50.80208333333576,39.474392361111846,61.290798611111846,5,48,candidate-slower
768,normal-aslr-on,enc_cycles,-118.58940972222263,-145.63541666666424,-146.74131944444488,-76.77039930555581,46,48,candidate-faster
768,normal-aslr-on,dec_cycles,-303.2317708333338,-300.0833333333321,-315.2395833333339,-291.97178819444485,48,48,candidate-faster
