parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
1152,reversed-aslr-on,keypair_cycles,116.55034722222179,120.63541666666788,-127.96614583333341,357.421440972222,23,48,candidate-slower
1152,reversed-aslr-on,enc_cycles,-83.40798611111161,-83.86458333333212,-106.3945312500003,-60.44270833333394,39,48,candidate-faster
1152,reversed-aslr-on,dec_cycles,-418.9895833333337,-419.5625,-436.08506944444474,-403.66145833333366,48,48,candidate-faster
