# started on Thu Jul 23 17:04:55 2026

4210336933,,cycles:u,0.05%,1755426584,100.00,,
9796054015,,instructions:u,0.00%,1755426584,100.00,2.33,insn per cycle
191892,,branch-misses:u,44.66%,1755426584,100.00,,
