# started on Thu Jul 23 17:04:43 2026

103994,,L1-icache-load-misses:u,0.65%,2010247972,100.00,,
652879,,stalled-cycles-frontend:u,8.02%,2010247972,100.00,,
959855183,,stalled-cycles-backend:u,0.23%,2010247972,100.00,,
