# started on Thu Jul 23 17:06:48 2026

1220661,,L1-icache-load-misses:u,0.18%,1754404496,100.00,,
528361,,stalled-cycles-frontend:u,1.77%,1754404496,100.00,,
1291472398,,stalled-cycles-backend:u,0.05%,1754404496,100.00,,
