# started on Thu Jul 23 17:05:18 2026

116488,,L1-icache-load-misses:u,0.79%,2015424900,100.00,,
566834,,stalled-cycles-frontend:u,1.23%,2015424900,100.00,,
1506884146,,stalled-cycles-backend:u,0.11%,2015424900,100.00,,
