# started on Thu Jul 23 17:06:43 2026

4208959833,,cycles:u,0.00%,1755675250,100.00,,
9796054098,,instructions:u,0.00%,1755675250,100.00,2.33,insn per cycle
9076,,branch-misses:u,2.17%,1755675250,100.00,,
