# started on Thu Jul 23 17:06:12 2026

116679,,L1-icache-load-misses:u,1.41%,2014168549,100.00,,
1119653,,stalled-cycles-frontend:u,15.07%,2014168549,100.00,,
1505276047,,stalled-cycles-backend:u,0.05%,2014168549,100.00,,
