# started on Thu Jul 23 17:07:25 2026

108995,,L1-icache-load-misses:u,0.38%,2007286566,100.00,,
663169,,stalled-cycles-frontend:u,1.70%,2007286566,100.00,,
960717251,,stalled-cycles-backend:u,0.22%,2007286566,100.00,,
