# started on Thu Jul 23 17:05:37 2026

94212,,L1-icache-load-misses:u,0.59%,2007713342,100.00,,
560021,,stalled-cycles-frontend:u,4.09%,2007713342,100.00,,
959014027,,stalled-cycles-backend:u,0.32%,2007713342,100.00,,
