# started on Thu Jul 23 17:06:31 2026

100262,,L1-icache-load-misses:u,1.17%,2007480309,100.00,,
535840,,stalled-cycles-frontend:u,1.48%,2007480309,100.00,,
964850058,,stalled-cycles-backend:u,0.13%,2007480309,100.00,,
