# started on Thu Jul 23 17:04:24 2026

120455,,L1-icache-load-misses:u,1.15%,2014768620,100.00,,
1078339,,stalled-cycles-frontend:u,13.47%,2014768620,100.00,,
1508097405,,stalled-cycles-backend:u,0.12%,2014768620,100.00,,
