# started on Thu Jul 23 17:05:49 2026

4209143685,,cycles:u,0.03%,1754634382,100.00,,
9796054134,,instructions:u,0.00%,1754634382,100.00,2.33,insn per cycle
8885,,branch-misses:u,0.91%,1754634382,100.00,,
