family,cut,block,observation,cycles
cpucycles tracesetup 0 amd64-perfpmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 1 amd64-perfpmc precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 2 amd64-pmcff precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 3 amd64-tsc precision 1080 scaling 0.467415 only32 0
cpucycles tracesetup 4 amd64-tscasm precision 1090 scaling 0.467415 only32 0
cpucycles tracesetup 5 default-perfevent precision 204 scaling 1.000000 only32 0
cpucycles tracesetup 6 default-mach precision 0 scaling 0.000000 only32 0
cpucycles tracesetup 7 default-monotonic precision 1076 scaling 1.400000 only32 0
cpucycles tracesetup 8 default-gettimeofday precision 2440 scaling 1400.000000 only32 0
cpucycles tracesetup 9 default-zero precision 0 scaling 0.000000 only32 0
0,0,0,0,3377
0,0,0,1,2860
0,0,0,2,2782
0,0,0,3,2802
0,0,0,4,2887
0,0,0,5,2815
0,0,0,6,2833
0,0,0,7,2826
0,0,0,8,2813
0,0,0,9,2792
0,0,0,10,2786
0,0,0,11,2804
0,0,0,12,2809
0,0,0,13,2811
0,0,0,14,2784
0,0,0,15,2792
0,0,0,16,2815
0,0,0,17,2821
0,0,0,18,2826
0,0,0,19,2837
0,0,0,20,2846
0,0,0,21,2796
0,0,0,22,2834
0,0,0,23,2846
0,0,0,24,2861
0,0,0,25,2817
0,0,0,26,2815
0,0,0,27,2818
0,0,0,28,2796
0,0,0,29,2803
0,0,0,30,2812
0,0,0,31,2799
0,1,0,0,3546
0,1,0,1,3533
0,1,0,2,3528
0,1,0,3,3512
0,1,0,4,3558
0,1,0,5,3557
0,1,0,6,3542
0,1,0,7,3559
0,1,0,8,3571
0,1,0,9,3544
0,1,0,10,3510
0,1,0,11,3532
0,1,0,12,3529
0,1,0,13,3545
0,1,0,14,3552
0,1,0,15,3569
0,1,0,16,3528
0,1,0,17,3554
0,1,0,18,3527
0,1,0,19,3554
0,1,0,20,3501
0,1,0,21,3528
0,1,0,22,3540
0,1,0,23,3552
0,1,0,24,3538
0,1,0,25,3512
0,1,0,26,3543
0,1,0,27,3518
0,1,0,28,3579
0,1,0,29,3531
0,1,0,30,3565
0,1,0,31,3515
0,2,0,0,4548
0,2,0,1,4585
0,2,0,2,4608
0,2,0,3,4623
0,2,0,4,4510
0,2,0,5,4542
0,2,0,6,4573
0,2,0,7,4650
0,2,0,8,4593
0,2,0,9,4590
0,2,0,10,4614
0,2,0,11,4551
0,2,0,12,4630
0,2,0,13,4585
0,2,0,14,4570
0,2,0,15,4598
0,2,0,16,4613
0,2,0,17,4656
0,2,0,18,4613
0,2,0,19,4595
0,2,0,20,4586
0,2,0,21,4612
0,2,0,22,4577
0,2,0,23,4608
0,2,0,24,4560
0,2,0,25,4542
0,2,0,26,4620
0,2,0,27,4593
0,2,0,28,4562
0,2,0,29,4577
0,2,0,30,4595
0,2,0,31,4567
0,3,0,0,7190
0,3,0,1,7100
0,3,0,2,7139
0,3,0,3,7098
0,3,0,4,7156
0,3,0,5,7115
0,3,0,6,7129
0,3,0,7,7037
0,3,0,8,7146
0,3,0,9,7097
0,3,0,10,7155
0,3,0,11,7142
0,3,0,12,7169
0,3,0,13,7205
0,3,0,14,7085
0,3,0,15,7103
0,3,0,16,7140
0,3,0,17,7209
0,3,0,18,7114
0,3,0,19,7133
0,3,0,20,7124
0,3,0,21,7120
0,3,0,22,7148
0,3,0,23,7223
0,3,0,24,7105
0,3,0,25,7658
0,3,0,26,7221
0,3,0,27,7127
0,3,0,28,7139
0,3,0,29,7109
0,3,0,30,7191
0,3,0,31,7116
0,4,0,0,7968
0,4,0,1,7908
0,4,0,2,7899
0,4,0,3,7915
0,4,0,4,7881
0,4,0,5,7928
0,4,0,6,7843
0,4,0,7,8047
0,4,0,8,7980
0,4,0,9,7863
0,4,0,10,7757
0,4,0,11,7918
0,4,0,12,7879
0,4,0,13,7872
0,4,0,14,7854
0,4,0,15,7896
0,4,0,16,7912
0,4,0,17,7909
0,4,0,18,7955
0,4,0,19,7882
0,4,0,20,7863
0,4,0,21,7893
0,4,0,22,7970
0,4,0,23,7872
0,4,0,24,7915
0,4,0,25,7890
0,4,0,26,7914
0,4,0,27,8037
0,4,0,28,7832
0,4,0,29,7964
0,4,0,30,7907
0,4,0,31,7922
0,5,0,0,8922
0,5,0,1,8906
0,5,0,2,8976
0,5,0,3,8914
0,5,0,4,8912
0,5,0,5,8930
0,5,0,6,8947
0,5,0,7,8898
0,5,0,8,8923
0,5,0,9,8890
0,5,0,10,8883
0,5,0,11,8833
0,5,0,12,8910
0,5,0,13,8841
0,5,0,14,9053
0,5,0,15,8903
0,5,0,16,8909
0,5,0,17,8910
0,5,0,18,8911
0,5,0,19,8938
0,5,0,20,8900
0,5,0,21,8840
0,5,0,22,8909
0,5,0,23,8918
0,5,0,24,8906
0,5,0,25,8870
0,5,0,26,8908
0,5,0,27,8863
0,5,0,28,8903
0,5,0,29,8880
0,5,0,30,8965
0,5,0,31,8947
0,6,0,0,21616
0,6,0,1,21659
0,6,0,2,21597
0,6,0,3,21688
0,6,0,4,21771
0,6,0,5,21807
0,6,0,6,21667
0,6,0,7,21680
0,6,0,8,21653
0,6,0,9,21573
0,6,0,10,21732
0,6,0,11,21733
0,6,0,12,21873
0,6,0,13,21716
0,6,0,14,21625
0,6,0,15,21725
0,6,0,16,21649
0,6,0,17,21495
0,6,0,18,21762
0,6,0,19,21662
0,6,0,20,21600
0,6,0,21,21803
0,6,0,22,21689
0,6,0,23,21722
0,6,0,24,21799
0,6,0,25,21690
0,6,0,26,21671
0,6,0,27,22079
0,6,0,28,21821
0,6,0,29,21797
0,6,0,30,21701
0,6,0,31,21763
1,0,0,0,428
1,0,0,1,358
1,0,0,2,389
1,0,0,3,374
1,0,0,4,383
1,0,0,5,376
1,0,0,6,367
1,0,0,7,369
1,0,0,8,370
1,0,0,9,359
1,0,0,10,365
1,0,0,11,370
1,0,0,12,363
1,0,0,13,354
1,0,0,14,363
1,0,0,15,367
1,0,0,16,399
1,0,0,17,360
1,0,0,18,370
1,0,0,19,370
1,0,0,20,372
1,0,0,21,367
1,0,0,22,359
1,0,0,23,357
1,0,0,24,355
1,0,0,25,360
1,0,0,26,355
1,0,0,27,353
1,0,0,28,358
1,0,0,29,357
1,0,0,30,356
1,0,0,31,353
1,1,0,0,13804
1,1,0,1,13784
1,1,0,2,13742
1,1,0,3,13693
1,1,0,4,13462
1,1,0,5,13516
1,1,0,6,13531
1,1,0,7,13720
1,1,0,8,14149
1,1,0,9,13731
1,1,0,10,13498
1,1,0,11,13743
1,1,0,12,13677
1,1,0,13,13412
1,1,0,14,13750
1,1,0,15,13834
1,1,0,16,13486
1,1,0,17,13709
1,1,0,18,13546
1,1,0,19,13522
1,1,0,20,13695
1,1,0,21,13544
1,1,0,22,13434
1,1,0,23,13459
1,1,0,24,13576
1,1,0,25,13498
1,1,0,26,13534
1,1,0,27,13484
1,1,0,28,13503
1,1,0,29,13661
1,1,0,30,13455
1,1,0,31,13578
1,2,0,0,14399
1,2,0,1,14223
1,2,0,2,14248
1,2,0,3,14563
1,2,0,4,14256
1,2,0,5,14523
1,2,0,6,14235
1,2,0,7,14228
1,2,0,8,14398
1,2,0,9,14286
1,2,0,10,14194
1,2,0,11,14549
1,2,0,12,14430
1,2,0,13,14195
1,2,0,14,14497
1,2,0,15,14251
1,2,0,16,14445
1,2,0,17,14198
1,2,0,18,14309
1,2,0,19,14420
1,2,0,20,14242
1,2,0,21,14262
1,2,0,22,14501
1,2,0,23,14356
1,2,0,24,14220
1,2,0,25,14241
1,2,0,26,14212
1,2,0,27,14202
1,2,0,28,14192
1,2,0,29,14478
1,2,0,30,14498
1,2,0,31,14447
1,3,0,0,26735
1,3,0,1,26719
1,3,0,2,26702
1,3,0,3,26646
1,3,0,4,26414
1,3,0,5,26640
1,3,0,6,26582
1,3,0,7,26700
1,3,0,8,26306
1,3,0,9,26605
1,3,0,10,26300
1,3,0,11,26672
1,3,0,12,26742
1,3,0,13,26633
1,3,0,14,26619
1,3,0,15,26644
1,3,0,16,26548
1,3,0,17,26589
1,3,0,18,26687
1,3,0,19,26757
1,3,0,20,26632
1,3,0,21,26730
1,3,0,22,26550
1,3,0,23,26623
1,3,0,24,26642
1,3,0,25,26678
1,3,0,26,26619
1,3,0,27,26576
1,3,0,28,26476
1,3,0,29,26654
1,3,0,30,27210
1,3,0,31,26339
1,4,0,0,26735
1,4,0,1,26187
1,4,0,2,26579
1,4,0,3,26855
1,4,0,4,27256
1,4,0,5,26794
1,4,0,6,26392
1,4,0,7,26422
1,4,0,8,26443
1,4,0,9,26450
1,4,0,10,26331
1,4,0,11,26290
1,4,0,12,26240
1,4,0,13,26586
1,4,0,14,26689
1,4,0,15,26865
1,4,0,16,26807
1,4,0,17,26859
1,4,0,18,26421
1,4,0,19,26836
1,4,0,20,26811
1,4,0,21,26820
1,4,0,22,26584
1,4,0,23,26935
1,4,0,24,26896
1,4,0,25,26852
1,4,0,26,26599
1,4,0,27,26724
1,4,0,28,26800
1,4,0,29,26387
1,4,0,30,26809
1,4,0,31,26781
1,5,0,0,27478
1,5,0,1,27574
1,5,0,2,27372
1,5,0,3,27457
1,5,0,4,27534
1,5,0,5,27639
1,5,0,6,27457
1,5,0,7,27513
1,5,0,8,27385
1,5,0,9,27497
1,5,0,10,27502
1,5,0,11,27516
1,5,0,12,27551
1,5,0,13,27578
1,5,0,14,27581
1,5,0,15,27513
1,5,0,16,27522
1,5,0,17,27183
1,5,0,18,27487
1,5,0,19,27550
1,5,0,20,27504
1,5,0,21,27563
1,5,0,22,27488
1,5,0,23,27552
1,5,0,24,27541
1,5,0,25,27497
1,5,0,26,27554
1,5,0,27,27463
1,5,0,28,27460
1,5,0,29,27176
1,5,0,30,27194
1,5,0,31,27194
1,6,0,0,28135
1,6,0,1,27775
1,6,0,2,27942
1,6,0,3,27535
1,6,0,4,27783
1,6,0,5,27849
1,6,0,6,27804
1,6,0,7,27854
1,6,0,8,27625
1,6,0,9,28035
1,6,0,10,28001
1,6,0,11,28128
1,6,0,12,28126
1,6,0,13,27995
1,6,0,14,27627
1,6,0,15,27712
1,6,0,16,27790
1,6,0,17,28371
1,6,0,18,28253
1,6,0,19,28295
1,6,0,20,28090
1,6,0,21,28108
1,6,0,22,27862
1,6,0,23,28626
1,6,0,24,28129
1,6,0,25,27837
1,6,0,26,32633
1,6,0,27,28336
1,6,0,28,28191
1,6,0,29,28080
1,6,0,30,28163
1,6,0,31,28087
1,7,0,0,28135
1,7,0,1,28344
1,7,0,2,27802
1,7,0,3,28380
1,7,0,4,28242
1,7,0,5,28380
1,7,0,6,28359
1,7,0,7,27933
1,7,0,8,28252
1,7,0,9,28166
1,7,0,10,28299
1,7,0,11,28255
1,7,0,12,28308
1,7,0,13,28280
1,7,0,14,33911
1,7,0,15,28227
1,7,0,16,28351
1,7,0,17,28545
1,7,0,18,28400
1,7,0,19,29354
1,7,0,20,28403
1,7,0,21,28305
1,7,0,22,28205
1,7,0,23,28002
1,7,0,24,28344
1,7,0,25,28025
1,7,0,26,27997
1,7,0,27,28376
1,7,0,28,27871
1,7,0,29,27957
1,7,0,30,28084
1,7,0,31,27829
1,8,0,0,27791
1,8,0,1,27946
1,8,0,2,27840
1,8,0,3,28133
1,8,0,4,27839
1,8,0,5,27957
1,8,0,6,27962
1,8,0,7,28004
1,8,0,8,28235
1,8,0,9,28169
1,8,0,10,28548
1,8,0,11,28449
1,8,0,12,28360
1,8,0,13,28387
1,8,0,14,28346
1,8,0,15,28318
1,8,0,16,28379
1,8,0,17,28456
1,8,0,18,28343
