region,variant,block,slot,cycles
0,0,0,0,3805
0,1,0,1,1822
0,1,0,2,1158
0,0,0,3,1221
0,1,1,0,1064
0,0,1,1,1176
0,0,1,2,1087
0,1,1,3,1154
0,0,2,0,1125
0,1,2,1,1142
0,1,2,2,1073
0,0,2,3,1152
0,1,3,0,1113
0,0,3,1,1102
0,0,3,2,1074
0,1,3,3,1176
0,0,4,0,1087
0,1,4,1,1129
0,1,4,2,1082
0,0,4,3,1165
0,1,5,0,1102
0,0,5,1,1148
0,0,5,2,1044
0,1,5,3,1172
0,0,6,0,1068
0,1,6,1,1160
0,1,6,2,1089
0,0,6,3,1204
0,1,7,0,1117
0,0,7,1,1114
0,0,7,2,1059
0,1,7,3,1193
0,0,8,0,1135
0,1,8,1,1147
0,1,8,2,1087
0,0,8,3,1148
0,1,9,0,1117
0,0,9,1,1106
0,0,9,2,1032
0,1,9,3,1157
0,0,10,0,1109
0,1,10,1,1140
0,1,10,2,1053
0,0,10,3,1150
0,1,11,0,1115
0,0,11,1,1119
0,0,11,2,1053
0,1,11,3,1166
0,0,12,0,1071
0,1,12,1,1146
0,1,12,2,1107
0,0,12,3,1176
0,1,13,0,1113
0,0,13,1,1122
0,0,13,2,1081
0,1,13,3,1191
0,0,14,0,1095
0,1,14,1,1146
0,1,14,2,1089
0,0,14,3,1113
0,1,15,0,1124
0,0,15,1,1109
0,0,15,2,1051
0,1,15,3,1141
0,0,16,0,1063
0,1,16,1,1111
0,1,16,2,1110
0,0,16,3,1089
0,1,17,0,1098
0,0,17,1,1108
0,0,17,2,1034
0,1,17,3,1123
0,0,18,0,1105
0,1,18,1,1125
0,1,18,2,1082
0,0,18,3,1092
0,1,19,0,1096
0,0,19,1,1083
0,0,19,2,1057
0,1,19,3,1109
0,0,20,0,1084
0,1,20,1,1117
0,1,20,2,1078
0,0,20,3,1097
0,1,21,0,1113
0,0,21,1,1107
0,0,21,2,1050
0,1,21,3,1101
0,0,22,0,1082
0,1,22,1,1118
0,1,22,2,1078
0,0,22,3,1124
0,1,23,0,1091
0,0,23,1,1121
0,0,23,2,1055
0,1,23,3,1118
0,0,24,0,1086
0,1,24,1,1110
