parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
1152,normal-aslr-on,keypair_cycles,-7768.752604166666,-7688.0,-8049.107638888889,-7497.346788194444,48,48,candidate-faster
1152,normal-aslr-on,enc_cycles,-11914.601996527777,-11905.572916666666,-11951.670572916668,-11880.47222222222,48,48,candidate-faster
1152,normal-aslr-on,dec_cycles,-7069.398871527778,-7071.010416666666,-7094.815538194445,-7046.045138888889,48,48,candidate-faster
