parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
768,normal-aslr-on,keypair_cycles,-5098.25564236111,-5094.802083333334,-5116.787326388889,-5081.632812499999,48,48,candidate-faster
768,normal-aslr-on,enc_cycles,-7725.183159722223,-7691.875000000002,-7760.285156250001,-7693.159722222222,48,48,candidate-faster
768,normal-aslr-on,dec_cycles,-4449.828559027777,-4443.770833333332,-4467.231770833334,-4432.624131944443,48,48,candidate-faster
