parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
864,normal-aslr-on,keypair_cycles,-209.63020833333348,-210.26041666666788,-227.4214409722224,-191.24696180555566,47,48,candidate-faster
864,normal-aslr-on,enc_cycles,-176.15451388888883,-221.79166666666242,-230.9535590277779,-110.44401041666681,43,48,candidate-faster
864,normal-aslr-on,dec_cycles,-222.2986111111114,-223.02083333333394,-249.8815104166672,-194.9574652777776,46,48,candidate-faster
