parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
768,normal-aslr-on,keypair_cycles,-292.7621527777779,-289.0625,-302.6167534722228,-282.8758680555558,48,48,candidate-faster
768,normal-aslr-on,enc_cycles,-60.97005208333371,-55.37500000000182,-78.6974826388893,-44.07248263888869,42,48,candidate-faster
768,normal-aslr-on,dec_cycles,-99.12239583333307,-97.52083333333212,-106.84461805555524,-91.66319444444404,48,48,candidate-faster
