parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
864,normal-aslr-on,keypair_cycles,-729.9236111111114,-726.3124999999964,-757.2530381944449,-709.3177083333328,48,48,candidate-faster
864,normal-aslr-on,enc_cycles,-597.7738715277777,-610.7500000000018,-651.9618055555549,-536.1527777777777,47,48,candidate-faster
864,normal-aslr-on,dec_cycles,-1263.5863715277785,-1247.0104166666679,-1298.6844618055566,-1233.1302083333335,48,48,candidate-faster
