region,variant,block,slot,cycles
0,0,0,0,3523
0,1,0,1,1280
0,1,0,2,1115
0,0,0,3,1202
0,1,1,0,1090
0,0,1,1,1119
0,0,1,2,1085
0,1,1,3,1193
0,0,2,0,1097
0,1,2,1,1092
0,1,2,2,1069
0,0,2,3,1135
0,1,3,0,1103
0,0,3,1,1150
0,0,3,2,1075
0,1,3,3,1130
0,0,4,0,1111
0,1,4,1,1114
0,1,4,2,1090
0,0,4,3,1160
0,1,5,0,1107
0,0,5,1,1141
0,0,5,2,1085
0,1,5,3,1135
0,0,6,0,1108
0,1,6,1,1119
0,1,6,2,1073
0,0,6,3,1146
0,1,7,0,1110
0,0,7,1,1129
0,0,7,2,1054
0,1,7,3,1110
0,0,8,0,1503
0,1,8,1,1135
0,1,8,2,1097
0,0,8,3,1158
0,1,9,0,1088
0,0,9,1,1085
0,0,9,2,1049
0,1,9,3,1139
0,0,10,0,1058
0,1,10,1,1112
0,1,10,2,1095
0,0,10,3,1103
0,1,11,0,1121
0,0,11,1,1122
0,0,11,2,1028
0,1,11,3,1121
0,0,12,0,1112
0,1,12,1,1118
0,1,12,2,1093
0,0,12,3,1128
0,1,13,0,1102
0,0,13,1,1115
0,0,13,2,1071
0,1,13,3,1113
0,0,14,0,1093
0,1,14,1,1103
0,1,14,2,1082
0,0,14,3,1126
0,1,15,0,1102
0,0,15,1,1124
0,0,15,2,1097
0,1,15,3,1145
0,0,16,0,1082
0,1,16,1,1127
0,1,16,2,1130
0,0,16,3,1104
0,1,17,0,1108
0,0,17,1,1121
0,0,17,2,1049
0,1,17,3,1121
0,0,18,0,1066
0,1,18,1,1094
0,1,18,2,1099
0,0,18,3,1136
0,1,19,0,1114
0,0,19,1,1103
0,0,19,2,1057
0,1,19,3,1113
0,0,20,0,1099
0,1,20,1,1113
0,1,20,2,1081
0,0,20,3,1135
0,1,21,0,1088
0,0,21,1,1107
0,0,21,2,1060
0,1,21,3,1124
0,0,22,0,1079
0,1,22,1,1112
0,1,22,2,1096
0,0,22,3,1379
0,1,23,0,1131
0,0,23,1,1095
0,0,23,2,1052
0,1,23,3,1123
0,0,24,0,1076
0,1,24,1,1115
0,1,24,2,1090
0,0,24,3,1124
0,1,25,0,1088
0,0,25,1,1115
0,0,25,2,1072
0,1,25,3,1125
0,0,26,0,1088
0,1,26,1,1106
0,1,26,2,1082
0,0,26,3,1138
0,1,27,0,1103
0,0,27,1,1122
0,0,27,2,1047
0,1,27,3,1117
0,0,28,0,1128
0,1,28,1,1121
0,1,28,2,1107
0,0,28,3,1140
0,1,29,0,1102
0,0,29,1,1096
0,0,29,2,1077
0,1,29,3,1124
0,0,30,0,1089
0,1,30,1,1116
0,1,30,2,1074
0,0,30,3,1085
0,1,31,0,1101
0,0,31,1,1106
0,0,31,2,1036
0,1,31,3,1148
1,0,0,0,3654
1,1,0,1,3116
1,1,0,2,2904
1,0,0,3,3025
1,1,1,0,2855
1,0,1,1,2872
1,0,1,2,2908
1,1,1,3,2865
1,0,2,0,2900
1,1,2,1,2900
1,1,2,2,2866
1,0,2,3,2947
1,1,3,0,2849
1,0,3,1,2886
1,0,3,2,2872
1,1,3,3,2928
1,0,4,0,2937
1,1,4,1,2875
1,1,4,2,2864
1,0,4,3,2921
1,1,5,0,2886
1,0,5,1,2906
1,0,5,2,2882
1,1,5,3,2872
1,0,6,0,2881
1,1,6,1,2814
1,1,6,2,2856
1,0,6,3,2953
1,1,7,0,2890
1,0,7,1,2894
1,0,7,2,2872
1,1,7,3,2931
1,0,8,0,2888
1,1,8,1,2852
1,1,8,2,2842
1,0,8,3,2955
1,1,9,0,2912
1,0,9,1,2912
1,0,9,2,2867
1,1,9,3,3031
1,0,10,0,2856
1,1,10,1,2876
1,1,10,2,2857
1,0,10,3,2929
1,1,11,0,2873
1,0,11,1,2858
1,0,11,2,2856
1,1,11,3,3011
1,0,12,0,2905
1,1,12,1,2859
1,1,12,2,2854
1,0,12,3,2900
1,1,13,0,2874
1,0,13,1,2882
1,0,13,2,2847
1,1,13,3,2916
1,0,14,0,2896
1,1,14,1,2850
1,1,14,2,2860
1,0,14,3,2914
1,1,15,0,2899
1,0,15,1,2865
1,0,15,2,2936
1,1,15,3,2923
1,0,16,0,2882
1,1,16,1,2865
1,1,16,2,2873
1,0,16,3,2883
1,1,17,0,2904
1,0,17,1,2904
1,0,17,2,2873
1,1,17,3,2903
1,0,18,0,2898
1,1,18,1,2919
1,1,18,2,2876
1,0,18,3,2911
1,1,19,0,2899
1,0,19,1,2874
1,0,19,2,2871
1,1,19,3,2864
1,0,20,0,2887
1,1,20,1,2841
1,1,20,2,2855
1,0,20,3,2928
1,1,21,0,2865
1,0,21,1,2903
1,0,21,2,2874
1,1,21,3,2887
1,0,22,0,2886
1,1,22,1,2840
1,1,22,2,2885
1,0,22,3,2880
1,1,23,0,2849
1,0,23,1,2897
1,0,23,2,2898
1,1,23,3,2892
1,0,24,0,2893
1,1,24,1,2888
1,1,24,2,2858
1,0,24,3,2897
1,1,25,0,2878
1,0,25,1,2947
1,0,25,2,2838
1,1,25,3,2883
1,0,26,0,2829
1,1,26,1,2885
1,1,26,2,2879
1,0,26,3,2895
1,1,27,0,2904
1,0,27,1,2879
1,0,27,2,2830
1,1,27,3,2889
1,0,28,0,2855
1,1,28,1,2883
1,1,28,2,2840
1,0,28,3,2912
1,1,29,0,2908
1,0,29,1,2847
1,0,29,2,2865
1,1,29,3,2892
1,0,30,0,2877
1,1,30,1,2842
1,1,30,2,2891
1,0,30,3,2923
1,1,31,0,2864
1,0,31,1,2899
1,0,31,2,2886
1,1,31,3,2920
