target_coefficient,packet,packet_lane,block,source_vector,source_word,message_word,degree,lane,branch,k3,q4,physical_Q,logical_k32,representative,next_operation
0,0,0,0,0,7,7,0,7,0,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
1,0,1,0,1,23,23,1,7,0,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
2,0,2,0,2,39,39,2,7,0,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
3,0,3,0,3,55,55,3,7,0,0,0,13,22,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
4,0,4,0,0,3,3,0,3,0,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
5,0,5,0,1,19,19,1,3,0,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
6,0,6,0,2,35,35,2,3,0,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
7,0,7,0,3,51,51,3,3,0,0,0,12,6,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
8,0,8,0,0,15,15,0,15,0,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
9,0,9,0,1,31,31,1,15,0,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
10,0,10,0,2,47,47,2,15,0,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
11,0,11,0,3,63,63,3,15,0,0,0,15,30,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
12,0,12,0,0,11,11,0,11,0,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
13,0,13,0,1,27,27,1,11,0,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
14,0,14,0,2,43,43,2,11,0,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
15,0,15,0,3,59,59,3,11,0,0,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
16,1,0,0,0,14,14,0,14,0,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
17,1,1,0,1,30,30,1,14,0,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
18,1,2,0,2,46,46,2,14,0,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
19,1,3,0,3,62,62,3,14,0,0,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
20,1,4,0,0,10,10,0,10,0,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
21,1,5,0,1,26,26,1,10,0,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
22,1,6,0,2,42,42,2,10,0,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
23,1,7,0,3,58,58,3,10,0,0,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
24,1,8,0,0,2,2,0,2,0,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
25,1,9,0,1,18,18,1,2,0,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
26,1,10,0,2,34,34,2,2,0,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
27,1,11,0,3,50,50,3,2,0,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
28,1,12,0,0,6,6,0,6,0,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
29,1,13,0,1,22,22,1,6,0,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
30,1,14,0,2,38,38,2,6,0,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
31,1,15,0,3,54,54,3,6,0,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
32,2,0,0,0,12,12,0,12,0,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
33,2,1,0,1,28,28,1,12,0,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
34,2,2,0,2,44,44,2,12,0,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
35,2,3,0,3,60,60,3,12,0,0,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
36,2,4,0,0,8,8,0,8,0,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
37,2,5,0,1,24,24,1,8,0,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
38,2,6,0,2,40,40,2,8,0,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
39,2,7,0,3,56,56,3,8,0,0,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
40,2,8,0,0,0,0,0,0,0,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
41,2,9,0,1,16,16,1,0,0,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
42,2,10,0,2,32,32,2,0,0,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
43,2,11,0,3,48,48,3,0,0,0,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
44,2,12,0,0,4,4,0,4,0,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
45,2,13,0,1,20,20,1,4,0,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
46,2,14,0,2,36,36,2,4,0,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
47,2,15,0,3,52,52,3,4,0,0,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
48,3,0,0,0,13,13,0,13,0,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
49,3,1,0,1,29,29,1,13,0,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
50,3,2,0,2,45,45,2,13,0,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
51,3,3,0,3,61,61,3,13,0,0,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
52,3,4,0,0,9,9,0,9,0,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
53,3,5,0,1,25,25,1,9,0,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
54,3,6,0,2,41,41,2,9,0,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
55,3,7,0,3,57,57,3,9,0,0,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
56,3,8,0,0,1,1,0,1,0,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
57,3,9,0,1,17,17,1,1,0,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
58,3,10,0,2,33,33,2,1,0,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
59,3,11,0,3,49,49,3,1,0,0,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
60,3,12,0,0,5,5,0,5,0,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
61,3,13,0,1,21,21,1,5,0,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
62,3,14,0,2,37,37,2,5,0,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
63,3,15,0,3,53,53,3,5,0,0,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
64,4,0,1,4,71,71,0,7,0,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
65,4,1,1,5,87,87,1,7,0,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
66,4,2,1,6,103,103,2,7,0,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
67,4,3,1,7,119,119,3,7,0,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
68,4,4,1,4,67,67,0,3,0,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
69,4,5,1,5,83,83,1,3,0,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
70,4,6,1,6,99,99,2,3,0,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
71,4,7,1,7,115,115,3,3,0,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
72,4,8,1,4,79,79,0,15,0,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
73,4,9,1,5,95,95,1,15,0,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
74,4,10,1,6,111,111,2,15,0,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
75,4,11,1,7,127,127,3,15,0,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
76,4,12,1,4,75,75,0,11,0,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
77,4,13,1,5,91,91,1,11,0,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
78,4,14,1,6,107,107,2,11,0,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
79,4,15,1,7,123,123,3,11,0,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
80,5,0,1,4,78,78,0,14,0,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
81,5,1,1,5,94,94,1,14,0,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
82,5,2,1,6,110,110,2,14,0,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
83,5,3,1,7,126,126,3,14,0,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
84,5,4,1,4,74,74,0,10,0,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
85,5,5,1,5,90,90,1,10,0,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
86,5,6,1,6,106,106,2,10,0,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
87,5,7,1,7,122,122,3,10,0,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
88,5,8,1,4,66,66,0,2,0,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
89,5,9,1,5,82,82,1,2,0,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
90,5,10,1,6,98,98,2,2,0,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
91,5,11,1,7,114,114,3,2,0,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
92,5,12,1,4,70,70,0,6,0,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
93,5,13,1,5,86,86,1,6,0,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
94,5,14,1,6,102,102,2,6,0,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
95,5,15,1,7,118,118,3,6,0,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
96,6,0,1,4,76,76,0,12,0,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
97,6,1,1,5,92,92,1,12,0,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
98,6,2,1,6,108,108,2,12,0,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
99,6,3,1,7,124,124,3,12,0,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
100,6,4,1,4,72,72,0,8,0,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
101,6,5,1,5,88,88,1,8,0,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
102,6,6,1,6,104,104,2,8,0,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
103,6,7,1,7,120,120,3,8,0,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
104,6,8,1,4,64,64,0,0,0,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
105,6,9,1,5,80,80,1,0,0,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
106,6,10,1,6,96,96,2,0,0,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
107,6,11,1,7,112,112,3,0,0,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
108,6,12,1,4,68,68,0,4,0,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
109,6,13,1,5,84,84,1,4,0,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
110,6,14,1,6,100,100,2,4,0,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
111,6,15,1,7,116,116,3,4,0,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
112,7,0,1,4,77,77,0,13,0,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
113,7,1,1,5,93,93,1,13,0,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
114,7,2,1,6,109,109,2,13,0,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
115,7,3,1,7,125,125,3,13,0,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
116,7,4,1,4,73,73,0,9,0,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
117,7,5,1,5,89,89,1,9,0,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
118,7,6,1,6,105,105,2,9,0,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
119,7,7,1,7,121,121,3,9,0,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
120,7,8,1,4,65,65,0,1,0,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
121,7,9,1,5,81,81,1,1,0,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
122,7,10,1,6,97,97,2,1,0,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
123,7,11,1,7,113,113,3,1,0,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
124,7,12,1,4,69,69,0,5,0,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
125,7,13,1,5,85,85,1,5,0,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
126,7,14,1,6,101,101,2,5,0,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
127,7,15,1,7,117,117,3,5,0,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
128,8,0,9,36,576,576,0,0,0,2,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
129,8,1,9,37,592,592,1,0,0,2,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
130,8,2,9,38,608,608,2,0,0,2,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
131,8,3,9,39,624,624,3,0,0,2,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
132,8,4,9,36,580,580,0,4,0,2,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
133,8,5,9,37,596,596,1,4,0,2,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
134,8,6,9,38,612,612,2,4,0,2,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
135,8,7,9,39,628,628,3,4,0,2,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
136,8,8,9,36,584,584,0,8,0,2,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
137,8,9,9,37,600,600,1,8,0,2,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
138,8,10,9,38,616,616,2,8,0,2,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
139,8,11,9,39,632,632,3,8,0,2,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
140,8,12,9,36,588,588,0,12,0,2,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
141,8,13,9,37,604,604,1,12,0,2,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
142,8,14,9,38,620,620,2,12,0,2,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
143,8,15,9,39,636,636,3,12,0,2,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
144,9,0,9,36,577,577,0,1,0,2,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
145,9,1,9,37,593,593,1,1,0,2,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
146,9,2,9,38,609,609,2,1,0,2,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
147,9,3,9,39,625,625,3,1,0,2,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
148,9,4,9,36,581,581,0,5,0,2,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
149,9,5,9,37,597,597,1,5,0,2,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
150,9,6,9,38,613,613,2,5,0,2,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
151,9,7,9,39,629,629,3,5,0,2,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
152,9,8,9,36,585,585,0,9,0,2,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
153,9,9,9,37,601,601,1,9,0,2,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
154,9,10,9,38,617,617,2,9,0,2,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
155,9,11,9,39,633,633,3,9,0,2,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
156,9,12,9,36,589,589,0,13,0,2,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
157,9,13,9,37,605,605,1,13,0,2,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
158,9,14,9,38,621,621,2,13,0,2,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
159,9,15,9,39,637,637,3,13,0,2,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
160,10,0,9,36,578,578,0,2,0,2,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
161,10,1,9,37,594,594,1,2,0,2,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
162,10,2,9,38,610,610,2,2,0,2,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
163,10,3,9,39,626,626,3,2,0,2,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
164,10,4,9,36,582,582,0,6,0,2,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
165,10,5,9,37,598,598,1,6,0,2,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
166,10,6,9,38,614,614,2,6,0,2,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
167,10,7,9,39,630,630,3,6,0,2,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
168,10,8,9,36,586,586,0,10,0,2,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
169,10,9,9,37,602,602,1,10,0,2,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
170,10,10,9,38,618,618,2,10,0,2,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
171,10,11,9,39,634,634,3,10,0,2,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
172,10,12,9,36,590,590,0,14,0,2,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
173,10,13,9,37,606,606,1,14,0,2,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
174,10,14,9,38,622,622,2,14,0,2,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
175,10,15,9,39,638,638,3,14,0,2,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
176,11,0,9,36,579,579,0,3,0,2,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
177,11,1,9,37,595,595,1,3,0,2,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
178,11,2,9,38,611,611,2,3,0,2,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
179,11,3,9,39,627,627,3,3,0,2,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
180,11,4,9,36,583,583,0,7,0,2,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
181,11,5,9,37,599,599,1,7,0,2,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
182,11,6,9,38,615,615,2,7,0,2,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
183,11,7,9,39,631,631,3,7,0,2,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
184,11,8,9,36,587,587,0,11,0,2,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
