target_coefficient,packet,packet_lane,block,source_vector,source_word,message_word,degree,lane,branch,k3,q4,physical_Q,logical_k32,representative,next_operation
527,32,15,6,27,443,443,3,11,1,1,0,14,14,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
528,33,0,6,24,398,398,0,14,1,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
529,33,1,6,25,414,414,1,14,1,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
530,33,2,6,26,430,430,2,14,1,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
531,33,3,6,27,446,446,3,14,1,1,0,11,26,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
532,33,4,6,24,394,394,0,10,1,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
533,33,5,6,25,410,410,1,10,1,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
534,33,6,6,26,426,426,2,10,1,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
535,33,7,6,27,442,442,3,10,1,1,0,10,10,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
536,33,8,6,24,386,386,0,2,1,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
537,33,9,6,25,402,402,1,2,1,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
538,33,10,6,26,418,418,2,2,1,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
539,33,11,6,27,434,434,3,2,1,1,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
540,33,12,6,24,390,390,0,6,1,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
541,33,13,6,25,406,406,1,6,1,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
542,33,14,6,26,422,422,2,6,1,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
543,33,15,6,27,438,438,3,6,1,1,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
544,34,0,6,24,396,396,0,12,1,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
545,34,1,6,25,412,412,1,12,1,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
546,34,2,6,26,428,428,2,12,1,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
547,34,3,6,27,444,444,3,12,1,1,0,3,24,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
548,34,4,6,24,392,392,0,8,1,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
549,34,5,6,25,408,408,1,8,1,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
550,34,6,6,26,424,424,2,8,1,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
551,34,7,6,27,440,440,3,8,1,1,0,2,8,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
552,34,8,6,24,384,384,0,0,1,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
553,34,9,6,25,400,400,1,0,1,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
554,34,10,6,26,416,416,2,0,1,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
555,34,11,6,27,432,432,3,0,1,1,0,0,0,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
556,34,12,6,24,388,388,0,4,1,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
557,34,13,6,25,404,404,1,4,1,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
558,34,14,6,26,420,420,2,4,1,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
559,34,15,6,27,436,436,3,4,1,1,0,1,16,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
560,35,0,6,24,397,397,0,13,1,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
561,35,1,6,25,413,413,1,13,1,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
562,35,2,6,26,429,429,2,13,1,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
563,35,3,6,27,445,445,3,13,1,1,0,7,28,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
564,35,4,6,24,393,393,0,9,1,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
565,35,5,6,25,409,409,1,9,1,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
566,35,6,6,26,425,425,2,9,1,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
567,35,7,6,27,441,441,3,9,1,1,0,6,12,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
568,35,8,6,24,385,385,0,1,1,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
569,35,9,6,25,401,401,1,1,1,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
570,35,10,6,26,417,417,2,1,1,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
571,35,11,6,27,433,433,3,1,1,1,0,4,4,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
572,35,12,6,24,389,389,0,5,1,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
573,35,13,6,25,405,405,1,5,1,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
574,35,14,6,26,421,421,2,5,1,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
575,35,15,6,27,437,437,3,5,1,1,0,5,20,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
576,36,0,7,28,455,455,0,7,1,1,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
577,36,1,7,29,471,471,1,7,1,1,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
578,36,2,7,30,487,487,2,7,1,1,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
579,36,3,7,31,503,503,3,7,1,1,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
580,36,4,7,28,451,451,0,3,1,1,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
581,36,5,7,29,467,467,1,3,1,1,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
582,36,6,7,30,483,483,2,3,1,1,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
583,36,7,7,31,499,499,3,3,1,1,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
584,36,8,7,28,463,463,0,15,1,1,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
585,36,9,7,29,479,479,1,15,1,1,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
586,36,10,7,30,495,495,2,15,1,1,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
587,36,11,7,31,511,511,3,15,1,1,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
588,36,12,7,28,459,459,0,11,1,1,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
589,36,13,7,29,475,475,1,11,1,1,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
590,36,14,7,30,491,491,2,11,1,1,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
591,36,15,7,31,507,507,3,11,1,1,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
592,37,0,7,28,462,462,0,14,1,1,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
593,37,1,7,29,478,478,1,14,1,1,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
594,37,2,7,30,494,494,2,14,1,1,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
595,37,3,7,31,510,510,3,14,1,1,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
596,37,4,7,28,458,458,0,10,1,1,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
597,37,5,7,29,474,474,1,10,1,1,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
598,37,6,7,30,490,490,2,10,1,1,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
599,37,7,7,31,506,506,3,10,1,1,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
600,37,8,7,28,450,450,0,2,1,1,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
601,37,9,7,29,466,466,1,2,1,1,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
602,37,10,7,30,482,482,2,2,1,1,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
603,37,11,7,31,498,498,3,2,1,1,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
604,37,12,7,28,454,454,0,6,1,1,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
605,37,13,7,29,470,470,1,6,1,1,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
606,37,14,7,30,486,486,2,6,1,1,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
607,37,15,7,31,502,502,3,6,1,1,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
608,38,0,7,28,460,460,0,12,1,1,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
609,38,1,7,29,476,476,1,12,1,1,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
610,38,2,7,30,492,492,2,12,1,1,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
611,38,3,7,31,508,508,3,12,1,1,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
612,38,4,7,28,456,456,0,8,1,1,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
613,38,5,7,29,472,472,1,8,1,1,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
614,38,6,7,30,488,488,2,8,1,1,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
615,38,7,7,31,504,504,3,8,1,1,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
616,38,8,7,28,448,448,0,0,1,1,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
617,38,9,7,29,464,464,1,0,1,1,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
618,38,10,7,30,480,480,2,0,1,1,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
619,38,11,7,31,496,496,3,0,1,1,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
620,38,12,7,28,452,452,0,4,1,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
621,38,13,7,29,468,468,1,4,1,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
622,38,14,7,30,484,484,2,4,1,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
623,38,15,7,31,500,500,3,4,1,1,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
624,39,0,7,28,461,461,0,13,1,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
625,39,1,7,29,477,477,1,13,1,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
626,39,2,7,30,493,493,2,13,1,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
627,39,3,7,31,509,509,3,13,1,1,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
628,39,4,7,28,457,457,0,9,1,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
629,39,5,7,29,473,473,1,9,1,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
630,39,6,7,30,489,489,2,9,1,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
631,39,7,7,31,505,505,3,9,1,1,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
632,39,8,7,28,449,449,0,1,1,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
633,39,9,7,29,465,465,1,1,1,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
634,39,10,7,30,481,481,2,1,1,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
635,39,11,7,31,497,497,3,1,1,1,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
636,39,12,7,28,453,453,0,5,1,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
637,39,13,7,29,469,469,1,5,1,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
638,39,14,7,30,485,485,2,5,1,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
639,39,15,7,31,501,501,3,5,1,1,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
640,40,0,3,12,192,192,0,0,1,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
641,40,1,3,13,208,208,1,0,1,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
642,40,2,3,14,224,224,2,0,1,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
643,40,3,3,15,240,240,3,0,1,0,1,16,1,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
644,40,4,3,12,196,196,0,4,1,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
645,40,5,3,13,212,212,1,4,1,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
646,40,6,3,14,228,228,2,4,1,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
647,40,7,3,15,244,244,3,4,1,0,1,17,17,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
648,40,8,3,12,200,200,0,8,1,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
649,40,9,3,13,216,216,1,8,1,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
650,40,10,3,14,232,232,2,8,1,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
651,40,11,3,15,248,248,3,8,1,0,1,18,9,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
652,40,12,3,12,204,204,0,12,1,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
653,40,13,3,13,220,220,1,12,1,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
654,40,14,3,14,236,236,2,12,1,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
655,40,15,3,15,252,252,3,12,1,0,1,19,25,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
656,41,0,3,12,193,193,0,1,1,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
657,41,1,3,13,209,209,1,1,1,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
658,41,2,3,14,225,225,2,1,1,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
659,41,3,3,15,241,241,3,1,1,0,1,20,5,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
660,41,4,3,12,197,197,0,5,1,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
661,41,5,3,13,213,213,1,5,1,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
662,41,6,3,14,229,229,2,5,1,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
663,41,7,3,15,245,245,3,5,1,0,1,21,21,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
664,41,8,3,12,201,201,0,9,1,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
665,41,9,3,13,217,217,1,9,1,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
666,41,10,3,14,233,233,2,9,1,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
667,41,11,3,15,249,249,3,9,1,0,1,22,13,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
668,41,12,3,12,205,205,0,13,1,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
669,41,13,3,13,221,221,1,13,1,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
670,41,14,3,14,237,237,2,13,1,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
671,41,15,3,15,253,253,3,13,1,0,1,23,29,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
672,42,0,3,12,194,194,0,2,1,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
673,42,1,3,13,210,210,1,2,1,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
674,42,2,3,14,226,226,2,2,1,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
675,42,3,3,15,242,242,3,2,1,0,1,24,3,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
676,42,4,3,12,198,198,0,6,1,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
677,42,5,3,13,214,214,1,6,1,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
678,42,6,3,14,230,230,2,6,1,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
679,42,7,3,15,246,246,3,6,1,0,1,25,19,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
680,42,8,3,12,202,202,0,10,1,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
681,42,9,3,13,218,218,1,10,1,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
682,42,10,3,14,234,234,2,10,1,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
683,42,11,3,15,250,250,3,10,1,0,1,26,11,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
684,42,12,3,12,206,206,0,14,1,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
685,42,13,3,13,222,222,1,14,1,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
686,42,14,3,14,238,238,2,14,1,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
687,42,15,3,15,254,254,3,14,1,0,1,27,27,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
688,43,0,3,12,195,195,0,3,1,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
689,43,1,3,13,211,211,1,3,1,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
690,43,2,3,14,227,227,2,3,1,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
691,43,3,3,15,243,243,3,3,1,0,1,28,7,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
692,43,4,3,12,199,199,0,7,1,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
693,43,5,3,13,215,215,1,7,1,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
694,43,6,3,14,231,231,2,7,1,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
695,43,7,3,15,247,247,3,7,1,0,1,29,23,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
696,43,8,3,12,203,203,0,11,1,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
697,43,9,3,13,219,219,1,11,1,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
698,43,10,3,14,235,235,2,11,1,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
699,43,11,3,15,251,251,3,11,1,0,1,30,15,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
700,43,12,3,12,207,207,0,15,1,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
701,43,13,3,13,223,223,1,15,1,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
702,43,14,3,14,239,239,2,15,1,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
703,43,15,3,15,255,255,3,15,1,0,1,31,31,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
704,44,0,2,8,130,130,0,2,1,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
705,44,1,2,9,146,146,1,2,1,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
706,44,2,2,10,162,162,2,2,1,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
707,44,3,2,11,178,178,3,2,1,0,0,8,2,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
708,44,4,2,8,134,134,0,6,1,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
709,44,5,2,9,150,150,1,6,1,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
710,44,6,2,10,166,166,2,6,1,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
711,44,7,2,11,182,182,3,6,1,0,0,9,18,B3_general_R2_final_e0 + message_M_e0,signed-int16-v9-reduce-then-canonical-Q24-pack
