parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
768,normal-aslr-on,keypair_cycles,-4806.126302083333,-4801.822916666668,-4818.841145833332,-4795.195312499999,48,48,candidate-faster
768,normal-aslr-on,enc_cycles,-7649.940104166667,-7625.864583333332,-7698.500434027778,-7612.233940972223,48,48,candidate-faster
768,normal-aslr-on,dec_cycles,-4353.140625,-4342.281249999999,-4372.239149305555,-4335.348524305555,48,48,candidate-faster
