parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
864,normal-aslr-on,keypair_cycles,-5906.569878472221,-5889.708333333332,-5935.0290798611095,-5884.177083333332,48,48,candidate-faster
864,normal-aslr-on,enc_cycles,-9406.484809027777,-9395.656249999998,-9436.700954861111,-9379.016059027777,48,48,candidate-faster
864,normal-aslr-on,dec_cycles,-6371.04079861111,-6341.21875,-6396.618489583333,-6346.881076388888,48,48,candidate-faster
