parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
864,normal-aslr-on,keypair_cycles,-7.160590277777753,-6.656249999998181,-17.7690972222224,3.2986111111107825,25,48,candidate-faster
864,normal-aslr-on,enc_cycles,-126.29730902777798,-125.8020833333303,-138.05598958333357,-114.57552083333417,48,48,candidate-faster
864,normal-aslr-on,dec_cycles,-391.3975694444439,-390.94791666666606,-400.46006944444383,-382.57335069444406,48,48,candidate-faster
