parameter,setting,operation,paired_mean_delta_cycles,paired_median_delta_cycles,bootstrap_ci95_low,bootstrap_ci95_high,favorable_blocks,blocks,direction
1152,normal-aslr-on,keypair_cycles,-260.80512152777743,-152.36458333333212,-508.2829861111107,-4.007378472221792,29,48,candidate-faster
1152,normal-aslr-on,enc_cycles,-133.5729166666671,-123.82291666666788,-151.2235243055558,-116.75130208333341,47,48,candidate-faster
1152,normal-aslr-on,dec_cycles,-109.51909722222247,-108.75000000000182,-121.0264756944451,-97.55078125000038,48,48,candidate-faster
